,CL_NM,TRRSRT_NM,ADDR,ADDR_new,TEL_NO,TOT_ENTRN_NMPR_CO,SETLE_PRICE,ENTRN_DE,SGNG_CD,LGDNG_CD
1454,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,1,9000,20211011,50110,13700
1455,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,26000,20211011,50110,13700
1456,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,26000,20211011,50110,13700
1457,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,26000,20211012,50110,13700
1458,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,43800,20211013,50110,13700
1459,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,3,39000,20211013,50110,13700
1460,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,26000,20211013,50110,13700
1461,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,26000,20211016,50110,13700
1462,기타,고스트타운,제주특별자치도 제주시 애월읍 부룡수길 35-12,제주특별자치도 제주시 애월읍 신엄리,647996001.0,3,16600,20211016,50110,25326
1463,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,18000,20211016,50110,13700
1464,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,18000,20211017,50110,13700
1465,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,4,52000,20211017,50110,13700
1466,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,26000,20211017,50110,13700
1467,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,18000,20211020,50110,13700
1468,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,18000,20211021,50110,13700
1469,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,18000,20211021,50110,13700
1470,기타,고스트타운,제주특별자치도 제주시 애월읍 부룡수길 35-12,제주특별자치도 제주시 애월읍 신엄리,647996001.0,4,23400,20211022,50110,25326
1471,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,4,36000,20211022,50110,13700
1472,기타,제주수목원 플레이박스,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동,647423700.0,2,26000,20211026,50110,13700
