장소ID,장소명,도로명주소,장소상세설명,위도,경도,등록일시,수정일시,지번주소,사용여부
1174,멜터블,,개조심,33.5020682,126.9446986,2018-08-24,2018-08-24,제주특별자치도 제주시 우도면 연평리 2656,y
1207,점심식사(자율),제주특별자치도 서귀포시 1100로 740-168 법정사,해안산책로 근처 점심식사,33.4599164,126.310624,2018-08-28,2018-08-28,제주특별자치도 제주시 애월읍 애월리 2438,y
1209,아침식사(미정),제주특별자치도 제주시 애월읍 애월로1길 25,주변 식당에서 아침식사,33.4368917,126.6771702,2018-08-28,2018-08-28,제주특별자치도 제주시 봉개동,y
1212,아침겸 점심(미정),제주특별자치도 제주시 관덕로2길 19,아점,33.4364728,126.6773943,2018-08-29,2018-08-29,제주특별자치도 제주시 삼도2동 909,y
1213,저녁식사(칠돈가),제주특별자치도 제주시 한천로 47,흑돼지집,33.5026306,126.5104302,2018-08-29,2018-08-29,제주특별자치도 제주시 용담2동 2621-3,y
1225,애월더선셋,제주특별자치도 제주시 애월읍 일주서로 6111,카페,33.4562242,126.309022,2018-09-01,2018-09-01,제주특별자치도 제주시 애월읍 곽지리 1381,y
1227,오셜록티,제주특별자치도 제주시 한림읍 광산로 836,녹차,33.3014488,126.2898672,2018-09-01,2018-09-01,제주특별자치도 서귀포시 안덕면 서광리 2489-14,y
1228,오롯,,비빔밥,33.4907356,126.544025,2018-09-01,2018-09-01,제주특별자치도 제주시 아라동 3011-8,y
1230,성이시돌목장,,목장,33.3467855,126.3272941,2018-09-02,2018-09-02,제주특별자치도 제주시 한림읍 금악리 135-1,y
1231,신창풍차해안도로,,풍차,33.3425365,126.1722288,2018-09-02,2018-09-02,제주특별자치도 제주시 한경면 신창리 1341,y
1232,박물관은살아있다,제주특별자치도 서귀포시 중문관광로 42,박물관,33.2545853,126.4088998,2018-09-02,2018-09-02,제주특별자치도 서귀포시 예래동 2629,y
1233,숙소,제주특별자치도 서귀포시 중앙로48번길 15,숙소,33.249308,126.5628874,2018-09-02,2018-09-02,제주특별자치도 서귀포시 중앙동 276-6,y
1234,올레시장,제주특별자치도 서귀포시 중정로73번길 12-1,시장,33.2491718,126.5640482,2018-09-02,2018-09-02,제주특별자치도 서귀포시 중앙동 272-26,y
1235,천지연폭포,제주특별자치도 서귀포시 중정로73번길 12-1,폭포,33.2453381,126.5557974,2018-09-02,2018-09-02,제주특별자치도 서귀포시 천지동 653-2,y
1236,부영호텔 체크아웃,제주특별자치도 서귀포시 중문관광로 216 제주부영리조트,ㅋ,33.2417954,126.4229709,2018-09-02,2018-09-02,제주특별자치도 서귀포시 중문동 2700-3,y
1237,서귀포 올레시장,제주특별자치도 서귀포시 중문관광로 216 제주부영리조트,ㅋ,33.2493611,126.5639611,2018-09-02,2018-09-02,제주특별자치도 서귀포시 중앙동 340,y
1238,이중섭거리,제주특별자치도 서귀포시 이중섭로 29-1,ㄷ,33.2453651,126.5643311,2018-09-02,2018-09-02,제주특별자치도 서귀포시 정방동 513-1,y
1239,쇠소깍,제주특별자치도 서귀포시 남원읍 하례로 249,ㅂ,33.2523664,126.6245064,2018-09-02,2018-09-02,제주특별자치도 서귀포시 남원읍 하례리 1889,y
1240,따라비오름,제주특별자치도 서귀포시 남원읍 하례로 249,ㄷ,33.3875789,126.7534741,2018-09-02,2018-09-02,제주특별자치도 서귀포시 표선면 가시리 산63,y
1241,보름왓,제주특별자치도 서귀포시 표선면 번영로 2350-104,ㄷ,33.413488,126.7525212,2018-09-02,2018-09-02,제주특별자치도 서귀포시 표선면 성읍리 3229-4,y
1242,제주 튤립 성산호텔,제주특별자치도 서귀포시 성산읍 일출로 31,ㄷ,33.4479432,126.916261,2018-09-02,2018-09-02,제주특별자치도 서귀포시 성산읍 고성리 329-1,y
1243,우도가는 성산항,제주특별자치도 서귀포시 성산읍 일출로 31,ㄷ,33.4722105,126.9292418,2018-09-02,2018-09-02,제주특별자치도 서귀포시 성산읍 고성리 329-1,y
1253,블루시티,제주특별자치도 제주시 은남4길 27 블루시티,숙소,33.4861477,126.4927849,2018-09-03,2018-09-03,제주특별자치도 제주시 연동 283-23,y
1256,제주마당,제주특별자치도 제주시 원노형3길 15,통갈치조림,33.4864636,126.484372,2018-09-03,2018-09-03,제주특별자치도 제주시 노형동 914-2,y
1274,물꼬기포차,제주특별자치도 제주시 고산동산5길 27 다복주택,횟집,33.496887,126.5353513,2018-09-08,2018-09-08,제주특별자치도 제주시 이도2동 1051-7,y
1261,제주마당,제주특별자치도 제주시 원노형3길 15,통갈치구이,33.4864193,126.4843418,2018-09-06,2018-09-06,제주특별자치도 제주시 노형동 914-2,y
1264,제주공항,,공항도착,33.4980037,126.4961757,2018-09-06,2018-09-06,제주특별자치도 제주시 용담2동 1761,y
1278,로뎀가든,제주특별자치도 제주시 우도면 우도해안길 264,흑돼지주물럭 한라산볶음밥,33.5035755,126.9427621,2018-09-09,2018-09-09,제주특별자치도 제주시 우도면 연평리 2515,y
1280,해월정,제주특별자치도 제주시 해맞이해안로 2340,"물회, 보말죽",33.4921927,126.9096703,2018-09-09,2018-09-09,제주특별자치도 제주시 구좌읍 종달리 608,y
1284,성판악코스안내,제주특별자치도 제주시 516로 1865,성판악코스시작,33.3849206,126.6197923,2018-09-10,2018-09-10,제주특별자치도 제주시 조천읍 교래리 산137-24,y
1023,기당미술관,제주특별자치도 서귀포시 남성중로153번길 15,11,33.2447257,126.5512115,2018-08-08,2018-08-08,제주특별자치도 서귀포시 천지동 621,y
1020,중문카트,제주특별자치도 서귀포시 1100로 506,9,33.2643196,126.3946151,2018-08-08,2018-08-08,제주특별자치도 서귀포시 예래동 193-5,y
1021,테디베어 뮤지엄,제주특별자치도 서귀포시 중문관광로110번길 31 테디베어박물관,10,33.2503335,126.41218,2018-08-08,2018-08-08,제주특별자치도 서귀포시 예래동 2889,y
1025,천지연,제주특별자치도 서귀포시 중산간동로8183번길 12,14,33.2469104,126.5544321,2018-08-08,2018-08-08,제주특별자치도 서귀포시 천지동 2565,y
1026,이중섭 미술관,제주특별자치도 서귀포시 이중섭로 27-3 이중섭전시관,15,33.2457944,126.5648795,2018-08-08,2018-08-08,제주특별자치도 서귀포시 정방동 532-1,y
1027,올레시장,제주특별자치도 서귀포시 이중섭로 27-3 이중섭전시관,16,33.2493732,126.5639503,2018-08-08,2018-08-08,제주특별자치도 서귀포시 중앙동 340,y
1042,제주 공항,,"공항 도착, 차량 렌트",33.4978787,126.4879097,2018-08-08,2018-08-08,제주특별자치도 제주시 도두동 271,y
1043,김녕해수욕장,,김녕해수욕장,33.5527285,126.7588971,2018-08-08,2018-08-08,제주특별자치도 제주시 오라동 34-14,y
1044,메이즈랜드,,메이즈랜드,33.4864796,126.8017427,2018-08-08,2018-08-08,제주특별자치도 제주시 오라동 34-14,y
1052,제주국제공항,제주특별자치도 제주시 공항로 2,공항,33.5064296,126.4927307,2018-08-09,2018-08-09,제주특별자치도 제주시 용담2동 2002,y
1053,포시즌랜트카,제주특별자치도 제주시 다호북길 150,티볼리 렌트,33.5030964,126.4823206,2018-08-09,2018-08-09,제주특별자치도 제주시 도두동 968-1,y
1051,숙소(아일랜드힐),제주특별자치도 서귀포시 일주서로2842번길 42-9,ㅇ,33.2442476,126.234277,2018-08-09,2018-08-09,제주특별자치도 서귀포시 대정읍 일과리 962-3,y
1055,해모랏펜션,제주특별자치도 서귀포시 환해장성로 797,1박숙소,33.4231941,126.9137815,2018-08-09,2018-08-09,제주특별자치도 서귀포시 성산읍 온평리 1,y
1056,모다정,제주특별자치도 서귀포시 성산중앙로37번길 9,갈치조림구이,33.4636323,126.932403,2018-08-09,2018-08-09,제주특별자치도 서귀포시 성산읍 성산리 180-5,y
1058,라이트아트페스타,제주특별자치도 서귀포시 성산중앙로37번길 9,야경명소,33.487212,126.7068384,2018-08-09,2018-08-09,대한민국,y
1060,우도섬,,우도섬,33.5004098,126.9550213,2018-08-09,2018-08-09,제주특별자치도 제주시 우도면 연평리 1549,y
1061,곽지한담산책로,,해안도로탐방,33.4478364,126.3065398,2018-08-09,2018-08-09,제주특별자치도 제주시 애월읍 곽지리 2495,y
1085,롯데마트,제주특별자치도 제주시 연북로 1 롯데마트,여기서 음식을 산다,33.4822791,126.4826339,2018-08-11,2018-08-11,제주특별자치도 제주시 노형동 708-3,y
1087,함덕해수욕장,,물놀이,33.5366331,126.6694273,2018-08-12,2018-08-12,제주특별자치도 제주시 도두동 131-2,y
1141,협재 한량,제주특별자치도 제주시 한림읍 한림해안로 289 한림빌라,협재 한량,33.4267522,126.2638131,2018-08-18,2018-08-18,제주특별자치도 제주시 한림읍 수원리 950-5,y
1143,운정이네본점,,ㄷㄷ,33.2634596,126.437676,2018-08-18,2018-08-18,제주특별자치도 서귀포시 중문동 1239-3,y
1145,오아시스펜션,제주특별자치도 서귀포시 예래로68번길 107 중문오아시스펜션,숙소,33.2626853,126.3966768,2018-08-18,2018-08-18,제주특별자치도 서귀포시 예래동 205-1,y
1148,제주국제공항,제주특별자치도 제주시 삼무로 76,도착 13:10,33.4896201,126.4946325,2018-08-20,2018-08-20,제주특별자치도 제주시 연동 292-27,y
1151,공항,제주특별자치도 제주시 공항로 2,출발,33.5068028,126.492803,2018-08-20,2018-08-20,제주특별자치도 제주시 용담2동 2002,y
1156,모립 까페,제주특별자치도 제주시 애월읍 애월로1길 26-7,애월로1길 26-7,33.4629863,126.3097878,2018-08-21,2018-08-21,제주특별자치도 제주시 애월읍 애월리 2537,y
1183,오라동 청보리 메밀꽃밭,제주특별자치도 제주시 공항로 2,ㅁ,33.4230803,126.5052134,2018-08-26,2018-08-26,제주특별자치도 제주시 오라동 산76-2,y
1159,카페 ORDA,제주특별자치도 서귀포시 성산읍 한도로 269-37,제주 서귀포시 성산읍 한도로 269-37,33.4688992,126.9354485,2018-08-21,2018-08-21,제주특별자치도 서귀포시 성산읍 성산리 308,y
1162,브라운스위트,제주특별자치도 서귀포시 성산읍 고성오조로 94 디아일랜드 마리나 호텔,.,33.4520244,126.9145253,2018-08-21,2018-08-21,제주특별자치도 서귀포시 성산읍 고성리 1201,y
1170,성이시돌,제주특별자치도 제주시 한림읍 새미소길 8,ㅇㅇ,33.3471973,126.3229466,2018-08-22,2018-08-22,제주특별자치도 제주시 한림읍 금악리 144,y
1175,제주공항,제주특별자치도 제주시 신대로16길 29,제주공항,33.4867265,126.4935504,2018-08-25,2018-08-25,제주특별자치도 제주시 연동 293-79,y
1181,이호테후 해수욕장,제주특별자치도 제주시 공항로 2,ㅋ,33.4958848,126.4528828,2018-08-26,2018-08-26,제주특별자치도 제주시 이호동 1662,y
1186,카멜리아힐,제주특별자치도 제주시 공항로 2,ㅋ,33.2883143,126.3702294,2018-08-26,2018-08-26,제주특별자치도 서귀포시 안덕면 상창리 275,y
1217,dldldldl,,sadf,33.3623557,126.3814832,2018-08-31,2018-08-31,제주특별자치도 제주시 애월읍 봉성리 산41,y
992,공항,제주특별자치도 제주시 공항로 2,공항,33.5079551,126.4919266,2018-08-05,2018-08-05,제주특별자치도 제주시 용담2동 2002,y
998,바당언덕(숙소) ,제주특별자치도 서귀포시 서리오름로 191-12,제주특별자치도 서귀포시 신효동 1045-4064-733-5009,33.2581267,126.6042712,2018-08-05,2018-08-05,제주특별자치도 서귀포시 효돈동 1045-4,y
1000,제주터서커스,제주특별자치도 서귀포시 효돈로79번길 4,제주특별자치도 제주시 구좌읍 번영로 2172-80,33.4232239,126.7435733,2018-08-05,2018-08-05,제주특별자치도 서귀포시 효돈동 1163,y
1001,산이물식당(고등어조림 회 장어구이 등),제주특별자치도 서귀포시 형제해안로 306,산이물 식당 고등어 장어구이,33.2077903,126.2911826,2018-08-05,2018-08-05,제주특별자치도 서귀포시 대정읍 상모리 130,y
1005,제주공항,제주특별자치도 제주시 공항로 2,집으로 고고,33.5022971,126.4946104,2018-08-06,2018-08-06,제주특별자치도 제주시 용담2동 1923,y
1006,두근두근공항도착,,버스타고 호텔로 이동,33.4949333,126.4948058,2018-08-06,2018-08-06,제주특별자치도 제주시 연동 1934-4,y
1007,호텔 케니스토리,제주특별자치도 서귀포시 중앙로71번길 17 서귀포 가족호텔,호텔,33.2504014,126.559514,2018-08-06,2018-08-06,제주특별자치도 서귀포시 천지동 308-2,y
1028,큰엉 해안,제주특별자치도 서귀포시 태위로 536,17,33.274547,126.7063322,2018-08-08,2018-08-08,제주특별자치도 서귀포시 남원읍 남원리 1409,y
1030,광치기 해변,제주특별자치도 서귀포시 일출로 86,18,33.4501763,126.9212864,2018-08-08,2018-08-08,제주특별자치도 서귀포시 성산읍 고성리 235,y
1065,저녁식사,제주특별자치도 제주시 문교길 27 삼영노블리안아파트,저녁식사,33.4103,126.2628388,2018-08-09,2018-08-09,제주특별자치도 제주시 한림읍 한림리 1535-1,y
1081,소인국테마파크,제주특별자치도 서귀포시 일주동로 4146-20,소인국테마파크 구경,33.2884116,126.3003247,2018-08-10,2018-08-10,제주특별자치도 서귀포시 안덕면 서광리 1879-1,y
1082,정방폭포,제주특별자치도 서귀포시 일주동로 4146-20,정방폭포,33.2442674,126.5726559,2018-08-10,2018-08-10,제주특별자치도 서귀포시 송산동,y
1090,공항,,도착,33.5032857,126.4926697,2018-08-12,2018-08-12,제주특별자치도 제주시 용담2동 1945-23,y
1092,에어비앤비,제주특별자치도 서귀포시 서호호근로 76,에어비앤비,33.2538198,126.5245467,2018-08-12,2018-08-12,제주특별자치도 서귀포시 대륜동 308-2,y
1093,with 친구,,친구,33.2376624,126.559568,2018-08-12,2018-08-12,제주특별자치도 서귀포시 천지동,y
1096,제주공항,제주특별자치도 제주시 다호북길 7,제주공항,33.4979138,126.5065112,2018-08-13,2018-08-13,제주특별자치도 제주시 오라동 2319-18,y
1097,공항,제주특별자치도 제주시 도령로 167,공항,33.4952025,126.4924188,2018-08-13,2018-08-13,제주특별자치도 제주시 용담2동 1819-1,y
1103,제주국제공항,,7시25분~8시35분,33.5037137,126.4885307,2018-08-14,2018-08-14,제주특별자치도 제주시 도두동 405-1,y
1124,영실입구,제주특별자치도 서귀포시 영실로 246 영실매표소,영실,33.3483119,126.4968655,2018-08-17,2018-08-17,제주특별자치도 서귀포시 중문동 산1-1,y
1125,영실입구,제주특별자치도 서귀포시 영실로 246 영실매표소,영실,33.3483119,126.4968655,2018-08-17,2018-08-17,제주특별자치도 서귀포시 중문동 산1-1,y
1126,위세오름,제주특별자치도 제주시 애월읍 1100로 2070-510 윗세오름대피소,윗세오름,33.3615166,126.5181245,2018-08-17,2018-08-17,제주특별자치도 제주시 애월읍 광령리 산183-6,y
1127,어승락,제주특별자치도 제주시 1100로 2070-61 한라산국립공원관리사무소,어승락,33.3914625,126.4944778,2018-08-17,2018-08-17,제주특별자치도 제주시 노형동 산220-13,y
1129,윗세오름,제주특별자치도 제주시 애월읍 1100로 2070-510 윗세오름대피소,윗세오름,33.3616781,126.5180369,2018-08-17,2018-08-17,제주특별자치도 제주시 애월읍 광령리 산183-6,y
1130,영실입구,제주특별자치도 서귀포시 영실로 246 영실매표소,영실,33.3483312,126.4965861,2018-08-17,2018-08-17,제주특별자치도 서귀포시 중문동 산1-1,y
1140,SK렌터카 제주점,제주특별자치도 제주시 일주서로 7582,SK렌터카 제주점,33.4950669,126.4563303,2018-08-18,2018-08-18,제주특별자치도 제주시 이호동 1575,y
1142,중문 스테이,제주특별자치도 서귀포시 태평로442번길 9-7,호텔,33.2457374,126.5684544,2018-08-18,2018-08-18,제주특별자치도 서귀포시 정방동 136,y
1180,공학 도착,제주특별자치도 제주시 공항로 2,ㄴ,33.5071885,126.4934858,2018-08-26,2018-08-26,제주특별자치도 제주시 용담2동 2002,y
1182,제주공항 도착,제주특별자치도 제주시 공항로 2,ㅋ,33.5060363,126.4937576,2018-08-26,2018-08-26,제주특별자치도 제주시 용담2동 1462,y
1184,애월 한담 해안 산책로,제주특별자치도 제주시 공항로 2,ㅋ,33.4595588,126.3111998,2018-08-26,2018-08-26,제주특별자치도 제주시 애월읍 애월리 2628,y
1185,오셜록 티 뮤지엄,제주특별자치도 제주시 공항로 2,ㅋ,33.305147,126.2882085,2018-08-26,2018-08-26,제주특별자치도 서귀포시 안덕면 서광리 산50-13,y
1187,부영호텔 리조트,제주특별자치도 서귀포시 중문관광로 216 제주부영리조트,ㅇ,33.2416133,126.4226727,2018-08-26,2018-08-26,제주특별자치도 서귀포시 중문동 2700-3,y
1014,오설록,제주특별자치도 서귀포시 신화역사로 23,3,33.306045,126.2893817,2018-08-08,2018-08-08,제주특별자치도 서귀포시 안덕면 서광리 1235-1,y
1015,김정희 유배지,제주특별자치도 서귀포시 추사로 44,4,33.2501638,126.2783098,2018-08-08,2018-08-08,제주특별자치도 서귀포시 대정읍 안성리 1661-1,y
1017,방주교회,제주특별자치도 서귀포시 산록남로762번길 113,6,33.3050835,126.3874633,2018-08-08,2018-08-08,제주특별자치도 서귀포시 안덕면 상천리 427,y
1019,서귀포 천문과학관,제주특별자치도 서귀포시 1100로 506,8,33.2888127,126.460389,2018-08-08,2018-08-08,제주특별자치도 서귀포시 중문동 산70,y
1029,서귀포 농업 기술센터,제주특별자치도 서귀포시 태위로 536,17,33.2879847,126.6070903,2018-08-08,2018-08-08,제주특별자치도 서귀포시 남원읍 남원리 1409,y
1032,따라비 오름,제주특별자치도 서귀포시 일출로 86,19,33.3864573,126.7518975,2018-08-08,2018-08-08,제주특별자치도 서귀포시 성산읍 성산리 1,y
1033,메이즈 랜드,제주특별자치도 서귀포시 일출로 86,20,33.4879577,126.8010878,2018-08-08,2018-08-08,제주특별자치도 서귀포시 성산읍 성산리 1,y
1039,제주 민속자연사박물관,제주특별자치도 제주시 삼성로 40,26,33.5064925,126.5303583,2018-08-08,2018-08-08,제주특별자치도 제주시 일도2동 996-1,y
1040,동문재래시장,제주특별자치도 제주시 삼성로 40,27,33.5122205,126.5267189,2018-08-08,2018-08-08,제주특별자치도 제주시 일도1동 1481-8,y
1041,송악산,,6,33.1987641,126.2898268,2018-08-08,2018-08-08,제주특별자치도 서귀포시 대정읍 상모리 산2,y
1054,소풍,제주특별자치도 제주시 다호북길 150,숙소,33.5539931,126.7906307,2018-08-09,2018-08-09,제주특별자치도 제주시 도두동 968-1,y
1059,흙돼지고을,제주특별자치도 서귀포시 성산중앙로37번길 9,흙돼지,33.3249572,126.8437232,2018-08-09,2018-08-09,대한민국,y
1088,제주공항,,공항,33.4995787,126.4982245,2018-08-12,2018-08-12,제주특별자치도 제주시 용담2동 1672-2,y
1079,천지연폭포,제주특별자치도 서귀포시 일주동로 4146-20,폭포구경,33.2399101,126.6098527,2018-08-10,2018-08-10,제주특별자치도 서귀포시 송산동,y
1083,흑돼지쌈밥,제주특별자치도 제주시 고마로 91 인제아파트,ㅇㅇ,33.5062892,126.5414901,2018-08-11,2018-08-11,제주특별자치도 제주시 일도2동 377-9,y
1131,그대와 함께라면 (해물라면),제주특별자치도 서귀포시 성산읍 환해장성로 929,문어라면,33.4340444,126.9157481,2018-08-17,2018-08-17,제주특별자치도 서귀포시 성산읍 고성리 594-2,y
1147,공항,,도착,33.5053001,126.4919574,2018-08-19,2018-08-19,제주특별자치도 제주시 용담2동 833-3,y
1110,켄싱턴리조트 체크아웃,제주특별자치도 서귀포시 이어도로 684 켄싱턴리조트,숙소,33.2326298,126.4893879,2018-08-14,2018-08-14,제주특별자치도 서귀포시 대천동 5647,y
1107,코업시티호텔 성산,제주특별자치도 서귀포시 성산읍 성산등용로 28,코업시티호텔 성산,33.4660712,126.9316362,2018-08-14,2018-08-14,제주특별자치도 서귀포시 성산읍 성산리 250,y
1108,제주공항,,도착,33.5025874,126.4919888,2018-08-14,2018-08-14,제주특별자치도 제주시 도두동 50,y
1119,제주공항,제주특별자치도 제주시 다호길 130,제주도 도착,33.5041514,126.4926597,2018-08-17,2018-08-17,제주특별자치도 제주시 용담2동 1946,y
1135,대명샤인빌리조트,,대명샤인빌리조트,33.3061034,126.7913622,2018-08-17,2018-08-17,대한민국,y
1146,호텔 윈스카이,제주특별자치도 서귀포시 신중남로 17,숙소,33.2532559,126.5084769,2018-08-19,2018-08-19,제주특별자치도 서귀포시 대천동 162-1,y
1154,크랩잭,,애월해안로 765,33.4852695,126.3818848,2018-08-21,2018-08-21,제주특별자치도 제주시 애월읍 구엄리 1291,y
1158,더클리프 까페,제주특별자치도 제주시 애월읍 애월로1길 26-7,중문 더클리프제주 서귀포시 중문관광로 154-17,33.2448295,126.4145003,2018-08-21,2018-08-21,제주특별자치도 서귀포시 예래동 2950-3,y
1163,소금바치순이네,,.,33.5036085,126.9125573,2018-08-21,2018-08-21,제주특별자치도 제주시 구좌읍 종달리 42-4,y
1164,신라호텔,제주특별자치도 서귀포시 중문관광로72번길 75,실내외 수영장/ 호캉스 ,33.246679,126.4083343,2018-08-22,2018-08-22,제주특별자치도 서귀포시 예래동 3039-3,y
1178,제주공항,제주특별자치도 제주시 공항로 2,공항,33.5062924,126.4922387,2018-08-26,2018-08-26,제주특별자치도 제주시 용담2동 2002,y
1188,중문 관광단지,제주특별자치도 서귀포시 중문관광로72번길 35 롯데호텔,ㅇ,33.2477869,126.4106793,2018-08-26,2018-08-26,제주특별자치도 서귀포시 예래동 2812-4,y
1190,용두암,,첫번째,33.5158255,126.5123362,2018-08-27,2018-08-27,제주특별자치도 제주시 용담1동,y
1191,바램목장,제주특별자치도 서귀포시 상예로 530 스카이힐골프장,목장 겸 카페,33.3097719,126.3541349,2018-08-27,2018-08-27,제주특별자치도 서귀포시 안덕면 동광리 178,y
1192,제주김만복 서귀포점,제주특별자치도 서귀포시 상예로 530 스카이힐골프장,제주 김만복통전복김밥,33.2326069,126.5063424,2018-08-27,2018-08-27,제주특별자치도 서귀포시 대천동 701-2,y
1343,섭지코지로,제주특별자치도 서귀포시 섭지코지로 35,한식>회9시30분 라스트오더,33.4380775,126.9214729,2018-09-27,2018-09-27,제주특별자치도 서귀포시 성산읍 고성리 210-2,y
1328,국군복지단 서귀포호텔,제주특별자치도 서귀포시 상예로 319 서귀포호텔,숙소,33.27302,126.3945421,2018-09-22,2018-09-22,제주특별자치도 서귀포시 예래동 161,y
1332,제이 뷰 호텔 (숙소2),제주특별자치도 서귀포시 중산간서로 935,스탠다드 온돌1,33.264735,126.4165531,2018-09-25,2018-09-25,제주특별자치도 서귀포시 예래동 1622-2,y
1337,뜰에,제주특별자치도 제주시 애월로11길 23-1,맛집,33.4663725,126.3202385,2018-09-25,2018-09-25,제주특별자치도 제주시 애월읍 애월리 1819-39,y
1348,서귀포 흑돼지 명가,제주특별자치도 서귀포시 태평로 122 해운대가든,40년 전통의 역사를 자랑하며 대물림식당으로 인정받은 서귀포맛집 [서귀포흑돼지명가]는 범섬 문섬이 한눈에 내려다보이는 바다전망을 감상하며 식사할수있는 유일한 곳이며 서귀포흑돼지맛집 으로도 유명한 서귀포의 명소입니다 ,33.2440785,126.5363442,2018-09-27,2018-09-27,제주특별자치도 서귀포시 대륜동 431-8,y
1344,라이트아트페스타,제주특별자치도 제주시 선교로 115-1 다희연,네이버티켓팅,33.486724,126.7070004,2018-09-27,2018-09-27,제주특별자치도 제주시 조천읍 선흘리 600-6,y
1346,제주 힐링타운 호텔,제주특별자치도 서귀포시 솔오름로105번길 24,숙박,33.2861486,126.5633724,2018-09-27,2018-09-27,제주특별자치도 서귀포시 영천동 산30-13,y
1349,성산일출봉,제주특별자치도 서귀포시 중산간동로 3283-16,일출,33.4589472,126.9394139,2018-09-27,2018-09-27,제주특별자치도 서귀포시 성산읍 성산리 78,y
1351,제주민속오일시장,제주특별자치도 제주시 오일장서길 26,제주민속오일시장,33.4969385,126.4752852,2018-09-27,2018-09-27,제주특별자치도 제주시 도두동 1212,y
1352,티라,,호텔,33.44367,126.9192802,2018-09-27,2018-09-27,제주특별자치도 서귀포시 성산읍 고성리 370-5,y
1359,수줍은언니네,제주특별자치도 서귀포시 안덕면 신화역사로682번길 42,숙소,33.3100952,126.3583993,2018-09-27,2018-09-27,제주특별자치도 서귀포시 안덕면 동광리 5-154,y
1360,교래자연휴양림,제주특별자치도 제주시 남조로 2023 교래자연휴양림,휴양림탐사,33.4384504,126.6615855,2018-09-28,2018-09-28,제주특별자치도 제주시 조천읍 교래리 산119,y
1361,모던 플레이스,제주특별자치도 서귀포시 상예로 262,숙소,33.2678869,126.3947585,2018-09-28,2018-09-28,제주특별자치도 서귀포시 예래동 185-1,y
1364,칠돈가,제주특별자치도 서귀포시 일주서로 873,고기집,33.2579514,126.4174931,2018-09-28,2018-09-28,제주특별자치도 서귀포시 예래동 2353-1,y
1407,ㅎ,제주특별자치도 제주시 용문로 62,ㅎ,33.4901354,126.4471172,2018-10-05,2018-10-05,제주특별자치도 제주시 외도동 898,y
1393,제주또바기,제주특별자치도 제주시 조함해안로 514,보말칼국수 맛집,33.5424626,126.6677072,2018-10-01,2018-10-01,제주특별자치도 제주시 조천읍 함덕리 1004-17,y
1395,개똥이네농장,제주특별자치도 제주시 종인내길 135,감귤체험,33.4947488,126.622742,2018-10-02,2018-10-02,제주특별자치도 제주시 조천읍 와흘리 2160-1,y
1413,물뜰에쉼팡,,ㅅㅅ,33.4379414,126.2978725,2018-10-06,2018-10-06,제주특별자치도 제주시 한림읍 귀덕리 724,y
1414,ㅁㄴㄹ,,ㅁㄴㄹ,33.4579516,126.4119759,2018-10-06,2018-10-06,제주특별자치도 제주시 애월읍 고성리 1267-6,y
1422,공항,제주특별자치도 제주시 남광로 33,도착,33.5020996,126.492339,2018-10-10,2018-10-10,제주특별자치도 제주시 용담2동 1935-7,y
1426,제주원렌트카,제주특별자치도 제주시 용해로 58-7,렌트카,33.5117999,126.5025183,2018-10-13,2018-10-13,제주특별자치도 제주시 용담2동 920-6,y
1427,숙소,제주특별자치도 제주시 옹포2길 36-1,숙소,33.3978441,126.2501868,2018-10-13,2018-10-13,제주특별자치도 제주시 한림읍 협재리 1354-1,y
1428,제주국제공항,제주특별자치도 제주시 공항로 2,제주국제공항,33.5068786,126.4928313,2018-10-13,2018-10-13,제주특별자치도 제주시 용담2동 2002,y
1429,제주여객선터미널,,출발,33.525013,126.5388859,2018-10-13,2018-10-13,제주특별자치도 제주시 건입동,y
1436,필로세돈까스,제주특별자치도 제주시 중앙로26길 2 동인스파월드빌,ㅇ,33.5059197,126.5248567,2018-10-14,2018-10-14,제주특별자치도 제주시 삼도2동 1241-14,y
1438,성산일출봉,,코스1,33.458785,126.9409164,2018-10-15,2018-10-15,제주특별자치도 서귀포시 성산읍 성산리 1,y
1439,제주탐라스테이 ,제주특별자치도 제주시 애월해안로 881,호텔 ,33.4869196,126.3911726,2018-10-15,2018-10-15,제주특별자치도 제주시 애월읍 하귀2리 2732,y
1441,라마다 앙코르 서귀포 호텔,제주특별자치도 서귀포시 서호중로 55,호텔,33.2543488,126.5191963,2018-10-15,2018-10-15,제주특별자치도 서귀포시 대륜동 1524-7,y
1447,쌍둥이횟집,제주특별자치도 서귀포시 중정로62번길 14 쌍둥이횟집,첫날저녁식사,33.2465738,126.5629025,2018-10-16,2018-10-16,제주특별자치도 서귀포시 정방동 496-18,y
1448,제주맥주양조장,제주특별자치도 제주시 금능농공길 62-11,제주맥주양조장,33.3584409,126.2410819,2018-10-16,2018-10-16,제주특별자치도 제주시 한림읍 금능리 407-14,y
1449,오름나그네,제주특별자치도 제주시 선교로 523,2일차 점심,33.4592379,126.7121057,2018-10-16,2018-10-16,제주특별자치도 제주시 조천읍 선흘리 470-1,y
1452,오전열한시,제주특별자치도 서귀포시 상예로 248,제주특별자치도 서귀포시 상예로 248,33.2667124,126.3942561,2018-10-17,2018-10-17,제주특별자치도 서귀포시 예래동 1765-1,y
