장소ID,장소명,도로명주소,장소상세설명,위도,경도,등록일시,수정일시,지번주소,사용여부
289,하고수동해수욕장,,해안도로를 따라서 자전거 타기,33.4973684,126.9460835,2018-05-31,2018-05-31,제주특별자치도 제주시 우도면 연평리 2609,y
282,공항,제주특별자치도 제주시 다호6길 15,도착,33.4991412,126.4940957,2018-05-30,2018-05-30,제주특별자치도 제주시 용담2동 1869-2,y
283,애월 해안도로,제주특별자치도 제주시 다호6길 15,바다를 먹고 달리자,33.4796117,126.4164854,2018-05-30,2018-05-30,제주특별자치도 제주시 애월읍 하귀1리 709,y
294,비자림,,ㅇㅇ,33.4804255,126.8071463,2018-05-31,2018-05-31,제주특별자치도 제주시 구좌읍 평대리 3017,y
292,교래자연휴양림,제주특별자치도 제주시 남조로 2023 교래자연휴양림,ㄴㄴ,33.4374471,126.6618011,2018-05-31,2018-05-31,제주특별자치도 제주시 조천읍 교래리 산119,y
293,이호해수욕장,,ㅇㅇ,33.4851838,126.4605029,2018-05-31,2018-05-31,제주특별자치도 제주시 노형동 3744-4,y
295,제주허브동산,,허브동산,33.324744,126.8152373,2018-05-31,2018-05-31,제주특별자치도 서귀포시 표선면 표선리 2530,y
296,한라수목원,,연동,33.4695392,126.4907231,2018-05-31,2018-05-31,제주특별자치도 제주시 연동 996-2,y
297,비자림,,비자림 숲걷기 ,33.4612383,126.798932,2018-05-31,2018-05-31,제주특별자치도 제주시 구좌읍 송당리 산218,y
298,절물자연휴양림 ,,장생이 숲길 ,33.4243152,126.631174,2018-05-31,2018-05-31,제주특별자치도 제주시 조천읍 교래리 산137-29,y
300,협재해수욕장,,하얀백사장 ,33.3807275,126.2296422,2018-05-31,2018-05-31,제주특별자치도 제주시 한림읍 금능리 1188,y
306,용왕난드르향토음식,제주특별자치도 서귀포시 대평감산로 8,향토음식,33.2354175,126.3669632,2018-06-01,2018-06-01,제주특별자치도 서귀포시 안덕면 창천리 876-11,y
308,안거리밖거리,제주특별자치도 서귀포시 솔동산로 6-1,"옥돔,돔베고기 나오는집",33.2442563,126.5641243,2018-06-01,2018-06-01,제주특별자치도 서귀포시 송산동 584-3,y
315,협재 해조대팬션 ,제주특별자치도 제주시 연북로 218 신화위더스빌 더샵,제주 4.5일차 ,33.3938012,126.2405959,2018-06-03,2018-06-03,제주특별자치도 제주시 한림읍 협재리 1750-4,y
312,코코비치 리조트,제주특별자치도 서귀포시 태평로92번길 37 코코비치리조트,숙박,33.2410482,126.5316374,2018-06-01,2018-06-01,제주특별자치도 서귀포시 대륜동 1616-8,y
313,비스타케이월드컵,제주특별자치도 서귀포시 김정문화로41번길 10-6 비스타케이호텔,숙소,33.2519324,126.5097695,2018-06-01,2018-06-01,제주특별자치도 서귀포시 대륜동 745-1,y
314,제주공항,,도착,33.4865985,126.5135292,2018-06-03,2018-06-03,제주특별자치도 제주시 오라동 1469-7,y
316,비양도,제주특별자치도 제주시 연북로 218 신화위더스빌 더샵,자전거여행,33.4050299,126.2299065,2018-06-03,2018-06-03,제주특별자치도 제주시 한림읍 협재리 1750-4,y
317,우도,제주특별자치도 제주시 연북로 218 신화위더스빌 더샵,버스투어,33.501354,126.9576638,2018-06-03,2018-06-03,제주특별자치도 제주시 우도면 연평리 1554-1,y
318,제주당처물동굴,,문화유산,33.5573044,126.7855995,2018-06-03,2018-06-03,제주특별자치도 제주시 구좌읍 월정리 803,y
320,동복어촌체험장,,소라,33.5556929,126.7188708,2018-06-03,2018-06-03,제주특별자치도 제주시 구좌읍 동복리 687-7,y
324,옐로우 스토어,제주특별자치도 제주시 거문오름길 23-58,사려니 숲길 맛집,33.4255439,126.657114,2018-06-05,2018-06-05,제주특별자치도 제주시 조천읍 교래리 732-3,y
325,흙돼지박스,제주특별자치도 서귀포시 신양로 100,섭지코지 흙돼지 도시락,33.436379,126.9203815,2018-06-05,2018-06-05,제주특별자치도 서귀포시 성산읍 고성리 203-5,y
326,흑돼지천국,제주특별자치도 서귀포시 이어도로 137 갈치명가횟집,흑돼지 무한 리필,33.2397517,126.4370133,2018-06-05,2018-06-05,제주특별자치도 서귀포시 중문동 2066-1,y
331,숲애,,칼국수집,33.4355237,126.672805,2018-06-05,2018-06-05,제주특별자치도 제주시 조천읍 교래리 산56,y
332,함덕그때그집,,흑돼지구이,33.5285763,126.6715858,2018-06-05,2018-06-05,제주특별자치도 제주시 조천읍 함덕리 759,y
333,삼다공원,제주특별자치도 제주시 연사3길 14 오라뜨래별아파트,야간콘서트,33.4878991,126.5118267,2018-06-05,2018-06-05,제주특별자치도 제주시 오라동 1477,y
334,예스렌트카,제주특별자치도 제주시 연사3길 14 오라뜨래별아파트,렌트카,33.476021,126.4406514,2018-06-05,2018-06-05,제주특별자치도 제주시 애월읍 광령리 1637,y
335,제주공항,제주특별자치도 제주시 다호6길 15,공항,33.4975929,126.4941274,2018-06-05,2018-06-05,제주특별자치도 제주시 용담2동 1807-1,y
336,소다공,제주특별자치도 서귀포시 중산간동로 3235,옥돔파스타,33.4491429,126.8801582,2018-06-05,2018-06-05,제주특별자치도 서귀포시 성산읍 수산리 1292-1,y
337,도착,,3시 도착,33.4961157,126.4982644,2018-06-05,2018-06-05,제주특별자치도 제주시 연동 98-2,y
344,제주공항,,도착,33.4844715,126.485999,2018-06-07,2018-06-07,제주특별자치도 제주시 노형동 943,y
345,제주한화리조트,,ㅇ,33.4438594,126.6264306,2018-06-07,2018-06-07,제주특별자치도 제주시 봉개동 산65,y
229,123,제주특별자치도 서귀포시 영실로 492,123,33.3660473,126.5472244,2018-01-18,2018-01-18,제주특별자치도 서귀포시 남원읍 하례리 산1-7,
230,asdf,,asdf,33.3975809,126.4491602,2018-01-18,2018-01-18,제주특별자치도 제주시 애월읍 광령리 산182-1,
231,123,,123,33.3981988,126.5248519,2018-01-18,2018-01-18,제주특별자치도 제주시 오라동 산107-20,
232,sdaf,,asdf,33.4016076,126.5179318,2018-01-18,2018-01-18,제주특별자치도 제주시 오라동 산107,
233,saf,,a,33.3926794,126.4161892,2018-01-18,2018-01-18,제주특별자치도 제주시 애월읍 유수암리 산138,
234,123,,123,33.388822,126.507066,2018-01-18,2018-01-18,제주특별자치도 제주시 노형동 산20-16,
236,위미항활어회센터,제주특별자치도 서귀포시 위미중앙로196번길 6-13 제주해양경비안전서 위미출장소,위미항활어회센터,33.2715584,126.6629557,2018-04-25,2018-04-25,제주특별자치도 서귀포시 남원읍 위미리 1757-12,y
237,123,,123,33.3670524,126.5279513,2018-01-18,2018-01-18,제주특별자치도 제주시 오라동 산107-20,
238,ghj,,ghj,33.4019588,126.5633496,2018-01-18,2018-01-18,제주특별자치도 제주시 아라동 산67,
239,a,,z,33.383833,126.4617107,2018-01-18,2018-01-18,제주특별자치도 제주시 애월읍 광령리 산183-2,
240,b,,b,33.3777091,126.420503,2018-01-18,2018-01-18,제주특별자치도 제주시 애월읍 소길리 산259,
241,c,제주특별자치도 제주시 1100로 2528-171,123,33.3369302,126.5145322,2018-01-19,2018-01-19,제주특별자치도 서귀포시 대천동 산1-1,
242,d,제주특별자치도 서귀포시 1100로 740-168 법정사,d,33.3193372,126.4803525,2018-01-19,2018-01-19,제주특별자치도 서귀포시 대천동 산1,
243,zcxv,,zxcv,33.4164824,126.5012447,2018-01-19,2018-01-19,제주특별자치도 제주시 연동 2488-281,
244,90,,90,33.3860427,126.5205152,2018-01-19,2018-01-19,제주특별자치도 제주시 오라동 산107-20,
245,10,,10,33.3579832,126.4090531,2018-01-19,2018-01-19,제주특별자치도 제주시 애월읍 봉성리 산1,
113,제주도,,제주도,33.432759,126.5155157,2018-02-20,2018-02-20,제주특별자치도 제주시 오라동 산63,y
205,웰컴센터,,테스트,33.4901841,126.5083011,2018-03-24,2018-03-24,제주특별자치도 제주시 오라동 2052,y
204,친구집,,테스트,33.383943,126.2280103,2018-03-24,2018-03-24,제주특별자치도 제주시 한림읍 금능리 1244,y
1012,협재해수욕장,,1,33.394261,126.2399011,2018-08-08,2018-08-08,제주특별자치도 제주시 한림읍 협재리 2514,y
214,우진해장국,제주특별자치도 제주시 선덕로3길 40,해장국,70.223,120.111,2018-01-18,2018-01-18,지번주소..,
212,우진해장국23,제주특별자치도 제주시 선덕로3길 40,해장국,70.223,120.111,2018-01-18,2018-01-18,지번주소..,
170,우리집,,한라산 우리집,33.4064907,126.5222816,2018-03-03,2018-03-03,제주특별자치도 제주시 오라동 산107,y
137,비밀의집,,우리집,33.3397138,126.5161513,2018-02-27,2018-02-27,제주특별자치도 서귀포시 대천동 산1-1,y
211,테스트장소,,ㅌㅌ,33.5104357,126.6366836,2018-03-26,2018-03-26,제주특별자치도 제주시 조천읍 신촌리 44,y
258,친구네집,,친구,33.47793,126.6455142,2018-05-07,2018-05-07,제주특별자치도 제주시 조천읍 와흘리 750,y
269,모텔,제주특별자치도 제주시 문연로 18 제주지방경찰청,ㅁㅁ,33.489218,126.4998152,2018-05-09,2018-05-09,제주특별자치도 제주시 연동 312-58,y
247,test,,test,33.3740055,126.5313139,2018-05-04,2018-05-04,제주특별자치도 제주시 아라동 산182,y
201,우진해장국23,제주특별자치도 제주시 선덕로3길 40,해장국,70.223,120.111,2018-01-18,2018-01-18,지번주소..,
206,친구집,,테스트,33.5325577,126.672636,2018-03-25,2018-03-25,제주특별자치도 제주시 조천읍 함덕리 858,y
207,우리집,,우리집,33.477033,126.357484,2018-03-25,2018-03-25,제주특별자치도 제주시 애월읍 신엄리 2786-7,y
1024,칠십리 시공원,제주특별자치도 서귀포시 중산간동로8183번길 12,13,33.2459749,126.5547713,2018-08-08,2018-08-08,제주특별자치도 서귀포시 천지동 2565,y
159,지후 스팟,,나만의 비밀 창고,33.5259411,126.7743529,2018-03-03,2018-03-03,제주특별자치도 제주시 구좌읍 행원리 3334,y
102,황금손가락,제주특별자치도 제주시1100로2894-49,초밥,126.382101,33.406249,2018-04-05,2018-04-05,제주특별자치도 제주시 노형동 291-21,y
208,친구집,,친구집,33.4389614,126.9188933,2018-03-25,2018-03-25,제주특별자치도 서귀포시 성산읍 고성리 488,y
213,우진해장국,제주특별자치도 제주시 선덕로3길 40,해장국,70.223,120.111,2018-01-18,2018-01-18,지번주소..,
209,친구1집,,친구1집,33.4658459,126.496526,2018-03-25,2018-03-25,제주특별자치도 제주시 연동 산62,y
210,테스트,,테스트,33.3866201,126.2287454,2018-03-25,2018-03-25,제주특별자치도 제주시 한림읍 금능리 1296-4,y
112,우진해장국,제주특별자치도 제주시 선덕로3길 40,해장국,70.223,120.111,2018-01-04,2018-01-04,,
1068,하나로마트 성산점,,하나로마트 성산점,33.4469646,126.9127044,2018-08-10,2018-08-10,제주특별자치도 서귀포시 성산읍 고성리 1093-13,y
1069,엘로우스토어,,엘로우스토어,33.4240549,126.6326587,2018-08-10,2018-08-10,대한민국,y
1070,고기국수,,ㅇㅇ,33.5079017,126.5324645,2018-08-10,2018-08-10,제주특별자치도 제주시 일도2동 996-3,y
1071,제주시청,,ㅇㅇ,33.4991228,126.5301048,2018-08-10,2018-08-10,제주특별자치도 제주시 이도2동 1938-1,y
200,우진해장국23,제주특별자치도 제주시 선덕로3길 40,해장국,70.223,120.111,2018-01-18,2018-01-18,지번주소..,
1075,키아오라 리조트,제주특별자치도 서귀포시 난고로42번길 3,키아오라 리조트,33.4342904,126.9046476,2018-08-10,2018-08-10,제주특별자치도 서귀포시 성산읍 고성리 1803-1,y
1076,자매국수,제주특별자치도 제주시 삼성로 65,자매국수,33.5080485,126.5323443,2018-08-10,2018-08-10,제주특별자치도 제주시 일도2동 1034-19,y
1077,우도,,우도체험,33.5054154,126.9631551,2018-08-10,2018-08-10,제주특별자치도 제주시 우도면 연평리 174,y
1078,성산일출봉,,성산일출봉 오르기,33.4528242,126.9212522,2018-08-10,2018-08-10,제주특별자치도 서귀포시 성산읍 오조리 57-9,y
126,제주관광공사 샘플,,테스트,33.4282506,126.3916531,2018-02-21,2018-02-21,제주특별자치도 제주시 애월읍 유수암리 3256,y
101,수복강녕,제주특별자치도 제주시 연동 선덕로3길 40,떡갈비,126.362101,33.406247,2018-04-05,2018-04-05,제주특별자치도 제주시 연동 312-35,y
192,오설록 옆집,,가즈아,33.3049051,126.3603952,2018-03-03,2018-03-03,제주특별자치도 서귀포시 안덕면 동광리 산3-4,y
203,외할아버지집,,테스트,33.3406641,126.3710805,2018-03-24,2018-03-24,제주특별자치도 서귀포시 안덕면 광평리 산79,y
1035,에코랜드,제주특별자치도 서귀포시 일출로 86,22,33.4554716,126.6660599,2018-08-08,2018-08-08,제주특별자치도 서귀포시 성산읍 성산리 1,y
1057,세화그때그집,제주특별자치도 서귀포시 성산중앙로37번길 9,고기,33.5271076,126.8548165,2018-08-09,2018-08-09,대한민국,y
215,우진해장국,,해장국,70.223,120.111,2018-01-18,2018-01-18,지번주소..,
216,우진해장국,,해장국,33.3871059,126.5841517,2018-01-18,2018-01-18,지번주소..,
217,test,,test,33.4472248,126.5959146,2018-01-18,2018-01-18,제주특별자치도 제주시 봉개동 130,
218,123,,123,33.3758555,126.4741894,2018-01-18,2018-01-18,제주특별자치도 제주시 애월읍 광령리 산183-1,
219,test,,test,33.3881683,126.5717547,2018-01-18,2018-01-18,제주특별자치도 제주시 아라동 산67-18,
220,test1234,,test1234,33.401198,126.6170378,2018-01-18,2018-01-18,제주특별자치도 제주시 조천읍 교래리 산137-2,
221,123,제주특별자치도 서귀포시 분토왓로 120,123,33.2737382,126.5537259,2018-01-18,2018-01-18,제주특별자치도 서귀포시 서홍동 2275,
224,갑마장길,,갑마장길,33.3856307,126.7388614,2018-04-19,2018-04-19,제주특별자치도 서귀포시 표선면 가시리 산53,y
225,asd,,asd,33.3949804,126.5565429,2018-01-18,2018-01-18,제주특별자치도 제주시 아라동 산67-18,
226,zxcv,,zxcv,33.3972892,126.556518,2018-01-18,2018-01-18,제주특별자치도 제주시 아라동 산67,
227,asdlgjk,제주특별자치도 제주시 1100로 2070-510 윗세오름대피소,asd,33.3635893,126.5279898,2018-01-18,2018-01-18,제주특별자치도 제주시 애월읍 광령리 산183-6,
228,1234,,1234,33.3579137,126.5404344,2018-01-18,2018-01-18,제주특별자치도 서귀포시 영천동 산1-2,
281,제주공항,,ㅇ,33.4886622,126.4831946,2018-05-30,2018-05-30,제주특별자치도 제주시 연동 2335-1,y
284,협재해수욕장,제주특별자치도 제주시 금능남로 127 라온프라이빗타운,지나치면 아쉽죠 잉,33.3794645,126.2450381,2018-05-30,2018-05-30,제주특별자치도 제주시 한림읍 협재리 2838,y
285,벨류호텔,제주특별자치도 서귀포시 김정문화로 51,실내수영장 호텔,33.2513125,126.5102987,2018-05-30,2018-05-30,제주특별자치도 서귀포시 대륜동 745-5,y
286,제주 공룡랜드,,공룡랜드,33.4401626,126.4369426,2018-05-30,2018-05-30,제주특별자치도 제주시 애월읍 광령리 747,y
287,섭지코지,,섭지코지,33.4131815,126.9434003,2018-05-30,2018-05-30,대한민국,y
319,예그리나리조트,,6.7.8일차 ,33.5559295,126.7290675,2018-06-03,2018-06-03,제주특별자치도 제주시 구좌읍 김녕리 5878,y
321,제주공항,제주특별자치도 제주시 공항로 2,공항,33.5066743,126.492329,2018-06-03,2018-06-03,제주특별자치도 제주시 용담2동 2002,y
322,쉬멍게스트하우스,제주특별자치도 제주시 중구엄길 64,게하,33.4784381,126.37225,2018-06-03,2018-06-03,제주특별자치도 제주시 애월읍 구엄리 1203,y
323,올티스 다원,제주특별자치도 제주시 거문오름길 23-58,"녹차밭, 오가닉 티 하우스",33.4629369,126.7174761,2018-06-05,2018-06-05,제주특별자치도 제주시 조천읍 선흘리 412-3,y
327,제주공항,제주특별자치도 서귀포시 이어도로 137 갈치명가횟집,공항,33.5047369,126.4923719,2018-06-05,2018-06-05,제주특별자치도 제주시 용담2동 1999-8,y
329,성산바다,,갈치조림,33.4353623,126.9127449,2018-06-05,2018-06-05,제주특별자치도 서귀포시 성산읍 고성리 888-2,y
330,해녀밥상,,전통음식점,33.4366588,126.9196213,2018-06-05,2018-06-05,제주특별자치도 서귀포시 성산읍 고성리 542-19,y
342,제주공항,제주특별자치도 제주시 공항로 2,도착,33.5068975,126.4931878,2018-06-06,2018-06-06,제주특별자치도 제주시 용담2동 2002,y
304,공항,제주특별자치도 제주시 공항로 2,,33.5065935,126.4928303,2018-05-31,2018-05-31,제주특별자치도 제주시 용담2동 2002,y
368,오설록,,오설록설록,33.2952793,126.2888604,2018-06-12,2018-06-12,제주특별자치도 서귀포시 대정읍 구억리 1077,y
343,탐라렌트카,제주특별자치도 제주시 공항로 5,k5 2세대 렌트,33.504927,126.4966936,2018-06-06,2018-06-06,제주특별자치도 제주시 용담2동 1588-6,y
385,영해식당,제주특별자치도 서귀포시 하모상가로 34-3 다모아골드,"밀면, 몸국, 소고기찌개",33.2214019,126.2524863,2018-06-15,2018-06-15,제주특별자치도 서귀포시 대정읍 하모리 923-4,y
387,제주한화리조트,제주특별자치도 제주시 명림로 575-107 한화리조트,숙소,33.4482999,126.6376619,2018-06-16,2018-06-16,제주특별자치도 제주시 봉개동 3-16,y
390,비스타케이호텔,제주특별자치도 서귀포시 중산간동로 7965,숙소,33.2785158,126.5275284,2018-06-17,2018-06-17,제주특별자치도 서귀포시 대륜동 2126,y
388,비스타케이호텔,,ㅇㅇ,33.2440706,126.5591667,2018-06-17,2018-06-17,제주특별자치도 서귀포시 천지동 676,y
389,비스타케이호텔,제주특별자치도 서귀포시 중산간동로 7965,ㅇㅇ,33.2785158,126.5275284,2018-06-17,2018-06-17,제주특별자치도 서귀포시 대륜동 2126,y
414,명송 리조트,제주특별자치도 제주시 비자림로 1220 명송리조트,숙박,33.4346122,126.7358047,2018-06-18,2018-06-18,제주특별자치도 제주시 구좌읍 송당리 2610,y
416,우도여행,,우도가고싶어요,33.4967503,126.9596949,2018-06-18,2018-06-18,제주특별자치도 제주시 우도면 연평리 392,y
418,에코랜드,제주특별자치도 제주시 남조로 1982,에코랜드,33.4456932,126.6742543,2018-06-18,2018-06-18,제주특별자치도 제주시 조천읍 교래리 385-1,y
417,오설록,제주특별자치도 서귀포시 화순서동로 347,설록가고싶어요,33.288643,126.311461,2018-06-18,2018-06-18,제주특별자치도 서귀포시 안덕면 서광리 2471,y
396,발리 리조트,,숙박,33.3889876,126.2498654,2018-06-17,2018-06-17,제주특별자치도 제주시 한림읍 협재리 1082,y
419,제주항연안여객선터미널,제주특별자치도 제주시 임항로 111 제주항연안여객터미널,목포-제주,33.5194961,126.5349714,2018-06-19,2018-06-19,제주특별자치도 제주시 건입동 918-30,y
398,제주스테이호텔,제주특별자치도 제주시 무근성7길 22,"1박 45,222원",33.5144537,126.5205641,2018-06-18,2018-06-18,제주특별자치도 제주시 삼도2동 1053-15,y
399,제주동문재래시장,제주특별자치도 제주시 중앙로13길 25-2 보인빌딩,6시부터12시,33.5122385,126.5266831,2018-06-18,2018-06-18,제주특별자치도 제주시 일도1동 1481-8,y
400,토끼굴 ,제주특별자치도 제주시 한동북1길 9-14,숙소,33.540343,126.8262234,2018-06-18,2018-06-18,제주특별자치도 제주시 구좌읍 한동리 1502,y
401,행온카페,제주특별자치도 제주시 행원로 151,가고푼카페,33.5520698,126.8115599,2018-06-18,2018-06-18,제주특별자치도 제주시 구좌읍 행원리 784-1,y
402,제주공항,,제주공항,33.4984146,126.4927537,2018-06-18,2018-06-18,제주특별자치도 제주시 용담2동 1843,y
403,한동올레펜션,제주특별자치도 제주시 한동로4길 20-16,숙소,33.5356373,126.8211555,2018-06-18,2018-06-18,제주특별자치도 제주시 구좌읍 한동리 1891,y
404,명경식당,제주특별자치도 서귀포시 화순로 88 화순해장국,콩국수,33.2472653,126.3370152,2018-06-18,2018-06-18,제주특별자치도 서귀포시 안덕면 화순리 322-5,y
405,재암식당,제주특별자치도 제주시 협재4길 4,해물뚝배기,33.3942355,126.2412133,2018-06-18,2018-06-18,제주특별자치도 제주시 한림읍 협재리 1748-2,y
406,초이호스텔 레이디,제주특별자치도 서귀포시 태평로335번길 5,숙박,33.2471527,126.5578042,2018-06-18,2018-06-18,제주특별자치도 서귀포시 천지동 316-6,y
407,평대랑 그네랑,제주특별자치도 제주시 대수길 22,2033-7번지 (커피숍),33.5367838,126.8383045,2018-06-18,2018-06-18,제주특별자치도 제주시 구좌읍 평대리 2033-6,y
408,다락마마(숙소),제주특별자치도 제주시 상하도길 46-16,숙소,33.5172018,126.8662067,2018-06-18,2018-06-18,제주특별자치도 제주시 구좌읍 상도리 558,y
409,농협 하나로마트,제주특별자치도 제주시 세평항로 13,마트(장보기),33.5245777,126.853198,2018-06-18,2018-06-18,제주특별자치도 제주시 구좌읍 평대리 3351-2,y
410,삼달리 참꽃네(숙소),제주특별자치도 서귀포시 삼달로 66,숙소,33.3710021,126.8623183,2018-06-18,2018-06-18,제주특별자치도 서귀포시 성산읍 삼달리 103-16,y
411,올레로펜션(숙소),제주특별자치도 제주시 내도7길 10-4,숙소,33.4939429,126.4425896,2018-06-18,2018-06-18,제주특별자치도 제주시 외도동 346,y
413,공항,,제주도착,33.5001577,126.491328,2018-06-18,2018-06-18,제주특별자치도 제주시 용담2동 1891-2,y
307,도라지식당,제주특별자치도 제주시 연삼로 128,자리물회,33.4927141,126.505914,2018-06-01,2018-06-01,제주특별자치도 제주시 오라동 2112,y
309,진주식당,제주특별자치도 서귀포시 태평로 353 진주식당,전복뚝배기,33.2466038,126.5590756,2018-06-01,2018-06-01,제주특별자치도 서귀포시 천지동 314-7,y
347,우디하우스,제주특별자치도 제주시 천덕로 153-1,숙소,33.4397047,126.3207189,2018-06-07,2018-06-07,제주특별자치도 제주시 애월읍 곽지리 229-2,y
348,트라인커피,제주특별자치도 제주시 와흘상길 32,앤틱카페,33.4939397,126.6333026,2018-06-07,2018-06-07,제주특별자치도 제주시 조천읍 와흘리 1908,y
349,일루미86,제주특별자치도 제주시 서흘1길 86,LED카페,33.5321628,126.5920242,2018-06-07,2018-06-07,제주특별자치도 제주시 삼양동 966,y
350,성이시돌목장,제주특별자치도 제주시 금악동길 35,성이시돌목장,33.3470258,126.3274326,2018-06-07,2018-06-07,제주특별자치도 제주시 한림읍 금악리 124,y
351,위미캔들,제주특별자치도 서귀포시 태위로 293-1,기념품,33.2761982,126.6783432,2018-06-07,2018-06-07,제주특별자치도 서귀포시 남원읍 위미리 959-7,y
352,제주기역,제주특별자치도 제주시 협재1길 19-8,여자 4인 도미토리이용체크인 오후 4시 체크아웃 오전 11시,33.3975754,126.242536,2018-06-08,2018-06-08,제주특별자치도 제주시 한림읍 협재리 1698,y
353,제주공항,제주특별자치도 제주시 공항로 2,출발도착,33.506792,126.4929682,2018-06-08,2018-06-08,제주특별자치도 제주시 용담2동 2002,y
354,중문올래게스트하우스,제주특별자치도 서귀포시 일주서로 874 그린성콘도민박,체크인 4시 체크아웃 10시,33.2585782,126.4172913,2018-06-08,2018-06-08,제주특별자치도 서귀포시 예래동 2350,y
355,제주공항,제주특별자치도 제주시 공항로 2,공항수속후 렌터카인수,33.5069852,126.4928476,2018-06-08,2018-06-08,제주특별자치도 제주시 용담2동 2002,y
356,오션뷰펜션,제주특별자치도 제주시 공항로 2,4박 숙소,33.52516,126.7885445,2018-06-08,2018-06-08,제주특별자치도 제주시 구좌읍 행원리 3559,y
357,안녕협재씨,제주특별자치도 서귀포시 일주서로 874 그린성콘도민박,11:00-19:00 재료소진시 조기마감딱새우비빔밥,33.3989684,126.2453989,2018-06-08,2018-06-08,제주특별자치도 제주시 한림읍 협재리 1450-2,y
358,이에스리조트 제주,,es리조트 ,33.2893719,126.4580858,2018-06-08,2018-06-08,제주특별자치도 서귀포시 중문동 산83-3,y
359,금오름,제주특별자치도 서귀포시 일주서로 874 그린성콘도민박,오름오름 ,33.3536659,126.3061905,2018-06-08,2018-06-08,제주특별자치도 제주시 한림읍 금악리 산1-1,y
365,서광우리집식당,제주특별자치도 서귀포시 녹차분재로59번길 8,불백맛집,33.2904838,126.3004762,2018-06-11,2018-06-11,제주특별자치도 서귀포시 안덕면 서광리 1394-9,y
364,제주자연사민속박물관,,제주역사,33.5064827,126.5330163,2018-06-11,2018-06-11,제주특별자치도 제주시 일도2동 833-3,y
363,한스패밀리,제주특별자치도 제주시 노형11길 5-5,제주특별자치도 제주시 노형13길 16,33.4844972,126.478938,2018-06-10,2018-06-10,제주특별자치도 제주시 노형동 3781-7,y
366,도착,제주특별자치도 제주시 공항로 2,ㅏ,33.5059983,126.492193,2018-06-11,2018-06-11,제주특별자치도 제주시 용담2동 2002,y
370,정듬식당(정성듬뿍제주),제주특별자치도 제주시 삼성로 55,"제주시 삼도2동 1069-2각재기국, 멜튀김, 장대기국",33.5075274,126.5310654,2018-06-13,2018-06-13,제주특별자치도 제주시 일도2동 1036-4,y
371,수진돌솥밥,제주특별자치도 제주시 삼성로 55,서귀포시 중앙동 291-37,33.2479195,126.5524409,2018-06-13,2018-06-13,제주특별자치도 서귀포시 천지동 534-3,y
378,푸르다오션펜션,제주특별자치도 제주시 월령3길 39,.,33.3795583,126.2165496,2018-06-15,2018-06-15,제주특별자치도 제주시 한림읍 월령리 330,y
373,한림바다체험마을,제주특별자치도 제주시 한림해안로 196 제주해양경찰서한림파출소,한림바다체험마을,33.4195577,126.262879,2018-06-14,2018-06-14,제주특별자치도 제주시 한림읍 대림리 2019-17,y
376,몽구네민박,제주특별자치도 서귀포시 무릉중앙로 43-11,숙소,33.2674813,126.1990941,2018-06-14,2018-06-14,제주특별자치도 서귀포시 대정읍 무릉리 3152-2,y
377,알동네집,제주특별자치도 제주시 연명로 545,고기,33.3165269,126.2674963,2018-06-14,2018-06-14,제주특별자치도 제주시 한경면 저지리 3174,y
379,헬스케어타운호텔앤리조트,제주특별자치도 서귀포시 솔오름로 28,둘째날 숙소,33.2851192,126.5574303,2018-06-15,2018-06-15,제주특별자치도 서귀포시 동홍동 2029-3,y
380,제주공항,제주특별자치도 제주시 공항로 2,"도착,출발",33.5069235,126.4928628,2018-06-15,2018-06-15,제주특별자치도 제주시 용담2동 2002,y
381,ASDAS,제주특별자치도 서귀포시 영실로 492,SD,33.3680829,126.5644007,2018-06-15,2018-06-15,제주특별자치도 서귀포시 남원읍 하례리 산1-7,y
382,TERER,제주특별자치도 서귀포시 영실로 492,ERTER,33.3780102,126.7232287,2018-06-15,2018-06-15,제주특별자치도 서귀포시 표선면 가시리 산30,y
383,E4REW,제주특별자치도 서귀포시 영실로 492,WERWE,33.3398852,126.7861512,2018-06-15,2018-06-15,제주특별자치도 서귀포시 표선면 세화리 2202,y
384,신선식당,제주특별자치도 서귀포시 하모중앙로32번길 3 해성가든,누룽지탕,33.2252824,126.2522568,2018-06-15,2018-06-15,제주특별자치도 서귀포시 대정읍 하모리 1423-20,y
447,제주새마을금고연수원,제주특별자치도 제주시 평화로 2175 새마을금고 제주연수원,제주새마을금고연수원,33.4133575,126.394017,2018-06-23,2018-06-23,제주특별자치도 제주시 애월읍 소길리 155-18,y
496,삼다해물뚝배기,,08:00 - 21:00 연중무휴주차가능064-733-0591,33.2543386,126.6161767,2018-06-26,2018-06-26,제주특별자치도 서귀포시 효돈동 871-1,y
497,해미원 횟집,,064-787-3311제주 서귀포시 표선면 민속해안로 578-2매일 11:30 - 23:00,33.3239958,126.843831,2018-06-26,2018-06-26,제주특별자치도 서귀포시 표선면 표선리 40-87,y
525,제주공항,제주특별자치도 제주시 공항로 2,제주공항,33.506662,126.4929751,2018-06-29,2018-06-29,제주특별자치도 제주시 용담2동 2002,y
625,방주교회,제주특별자치도 서귀포시 산록남로762번길 113,사진,33.3050432,126.3874115,2018-07-07,2018-07-07,제주특별자치도 서귀포시 안덕면 상천리 427,y
