LG_CAT,MD_CAT,SM_CAT,FUEL_TYPE,FUEL_COST,SCALE,FACTOR
자동차,기아,봉고 1톤 2WD 더블캡 장축 프레스티지(2019),Diesel,9.4,kgCO2/km,0.28231486
자동차,기아,봉고 1톤 2WD 운전교습용 더블캡 초장축 디럭스(2019),Diesel,9.4,kgCO2/km,0.28231486
자동차,기아,봉고 1톤 2WD 표준캡 초장축 디럭스(2019),Diesel,9.6,kgCO2/km,0.2764333
자동차,기아,봉고 1톤 2WD 표준캡 초장축 럭셔리(2019),Diesel,9.6,kgCO2/km,0.2764333
자동차,기아,봉고 1톤 2WD 표준캡 초장축 프레스티지(2019),Diesel,9.6,kgCO2/km,0.2764333
자동차,기아,봉고 1톤 2WD 표준캡 초장축 노블레스(2019),Diesel,9.6,kgCO2/km,0.2764333
자동차,기아,봉고 1톤 2WD 표준캡 장축 프레스티지(2019),Diesel,9.6,kgCO2/km,0.2764333
자동차,기아,봉고 1톤 2WD 킹캡 초장축 디럭스(2019),Diesel,9.6,kgCO2/km,0.2764333
자동차,기아,봉고 1톤 2WD 킹캡 초장축 럭셔리(2019),Diesel,9.6,kgCO2/km,0.2764333
자동차,기아,봉고 1톤 2WD 킹캡 초장축 프레스티지(2019),Diesel,9.6,kgCO2/km,0.2764333
자동차,기아,봉고 1톤 2WD 킹캡 초장축 노블레스(2019),Diesel,9.6,kgCO2/km,0.2764333
자동차,기아,봉고 1톤 2WD 킹캡 장축 프레스티지(2019),Diesel,9.6,kgCO2/km,0.2764333
자동차,기아,봉고 1톤 2WD 운전교습용 표준캡 초장축 디럭스(2019),Diesel,9.6,kgCO2/km,0.2764333
자동차,기아,봉고 1톤 2WD LPi 킹캡 초장축 럭셔리(2019),LPG,6.5,kgCO2/km,0.2646872
자동차,기아,봉고 1톤 2WD LPi 킹캡 초장축 노블레스(2019),LPG,6.5,kgCO2/km,0.2646872
자동차,기아,셀토스 1.6 가솔린 터보 4WD 시그니처(2023),Gasoline,10.9,kgCO2/km,0.201657982
자동차,기아,셀토스 1.6 가솔린 터보 4WD 그래비티(2023),Gasoline,10.9,kgCO2/km,0.201657982
자동차,기아,셀토스 1.6 가솔린 터보 4WD 트렌디(2023),Gasoline,11.1,kgCO2/km,0.198024505
자동차,기아,셀토스 1.6 가솔린 터보 4WD 프레스티지(2023),Gasoline,11.1,kgCO2/km,0.198024505
자동차,기아,셀토스 1.6 가솔린 터보 2WD 시그니처(2023),Gasoline,11.8,kgCO2/km,0.186277288
자동차,기아,셀토스 1.6 가솔린 터보 2WD 그래비티(2023),Gasoline,11.8,kgCO2/km,0.186277288
자동차,기아,셀토스 1.6 가솔린 터보 2WD 프레스티지(2023),Gasoline,12.2,kgCO2/km,0.180169836
자동차,기아,셀토스 1.6 가솔린 터보 2WD 트렌디(2023),Gasoline,12.7,kgCO2/km,0.173076535
자동차,기아,셀토스 1.6 디젤 4WD 시그니처(2022),Diesel,14.3,kgCO2/km,0.1855776
자동차,기아,셀토스 1.6 디젤 4WD 시그니처 그래비티(2022),Diesel,14.3,kgCO2/km,0.1855776
자동차,기아,셀토스 1.6 디젤 4WD 프레스티지(2022),Diesel,14.8,kgCO2/km,0.179308086
자동차,기아,셀토스 1.6 디젤 4WD 트렌디(2022),Diesel,15.3,kgCO2/km,0.173448345
자동차,기아,셀토스 1.6 디젤 2WD 시그니처(2022),Diesel,16.1,kgCO2/km,0.164829794
자동차,기아,셀토스 1.6 디젤 2WD 시그니처 그래비티(2022),Diesel,16.1,kgCO2/km,0.164829794
자동차,기아,셀토스 1.6 디젤 2WD 프레스티지(2022),Diesel,16.7,kgCO2/km,0.158907765
자동차,기아,셀토스 1.6 디젤 2WD 트렌디(2022),Diesel,17.1,kgCO2/km,0.155190625
자동차,기아,셀토스 1.6 가솔린 터보 4WD 시그니처(2022),Gasoline,10.9,kgCO2/km,0.201657982
자동차,기아,셀토스 1.6 가솔린 터보 4WD 시그니처 그래비티(2022),Gasoline,10.9,kgCO2/km,0.201657982
자동차,기아,셀토스 1.6 가솔린 터보 4WD 트렌디(2022),Gasoline,11.1,kgCO2/km,0.198024505
자동차,기아,셀토스 1.6 가솔린 터보 4WD 프레스티지(2022),Gasoline,11.1,kgCO2/km,0.198024505
자동차,기아,셀토스 1.6 가솔린 터보 2WD 시그니처(2022),Gasoline,11.8,kgCO2/km,0.186277288
자동차,기아,셀토스 1.6 가솔린 터보 2WD 시그니처 그래비티(2022),Gasoline,11.8,kgCO2/km,0.186277288
자동차,기아,셀토스 1.6 가솔린 터보 2WD 프레스티지(2022),Gasoline,12.2,kgCO2/km,0.180169836
자동차,기아,셀토스 1.6 가솔린 터보 2WD 트렌디(2022),Gasoline,12.7,kgCO2/km,0.173076535
자동차,기아,셀토스 1.6 디젤 4WD 시그니처(2021),Diesel,14.3,kgCO2/km,0.1855776
자동차,기아,셀토스 1.6 디젤 4WD 그래비티(2021),Diesel,14.3,kgCO2/km,0.1855776
자동차,기아,셀토스 1.6 디젤 4WD 프레스티지(2021),Diesel,14.8,kgCO2/km,0.179308086
자동차,기아,셀토스 1.6 디젤 4WD 트렌디(2021),Diesel,15.3,kgCO2/km,0.173448345
자동차,기아,셀토스 1.6 디젤 시그니처(2021),Diesel,16.1,kgCO2/km,0.164829794
자동차,기아,셀토스 1.6 디젤 그래비티(2021),Diesel,16.1,kgCO2/km,0.164829794
자동차,기아,셀토스 1.6 디젤 프레스티지(2021),Diesel,16.7,kgCO2/km,0.158907765
자동차,기아,셀토스 1.6 디젤 트렌디(2021),Diesel,17.1,kgCO2/km,0.155190625
자동차,기아,셀토스 1.6 가솔린 4WD 터보 시그니처(2021),Gasoline,10.9,kgCO2/km,0.201657982
자동차,기아,셀토스 1.6 가솔린 4WD 터보 그래비티(2021),Gasoline,10.9,kgCO2/km,0.201657982
자동차,기아,셀토스 1.6 가솔린 4WD 터보 트렌디(2021),Gasoline,11.1,kgCO2/km,0.198024505
자동차,기아,셀토스 1.6 가솔린 4WD 터보 프레스티지(2021),Gasoline,11.1,kgCO2/km,0.198024505
자동차,기아,셀토스 1.6 가솔린 터보 시그니처(2021),Gasoline,11.8,kgCO2/km,0.186277288
자동차,기아,셀토스 1.6 가솔린 터보 그래비티(2021),Gasoline,11.8,kgCO2/km,0.186277288
자동차,기아,셀토스 1.6 가솔린 터보 프레스티지(2021),Gasoline,12.2,kgCO2/km,0.180169836
자동차,기아,셀토스 1.6 가솔린 터보 트렌디(2021),Gasoline,12.7,kgCO2/km,0.173076535
자동차,기아,셀토스 1.6 디젤 4WD 노블레스(2019),Diesel,14.8,kgCO2/km,0.179308086
자동차,기아,셀토스 1.6 디젤 4WD 프레스티지(2019),Diesel,15.3,kgCO2/km,0.173448345
자동차,기아,셀토스 1.6 디젤 4WD 트렌디(2019),Diesel,16.1,kgCO2/km,0.164829794
자동차,기아,셀토스 1.6 디젤 노블레스(2019),Diesel,16.4,kgCO2/km,0.161814615
자동차,기아,셀토스 1.6 디젤 프레스티지(2019),Diesel,17,kgCO2/km,0.156103511
자동차,기아,셀토스 1.6 디젤 트렌디(2019),Diesel,17.6,kgCO2/km,0.1507818
자동차,기아,셀토스 1.6 가솔린 터보 4WD 노블레스(2019),Gasoline,10.9,kgCO2/km,0.201657982
자동차,기아,셀토스 1.6 가솔린 터보 4WD 트렌디(2019),Gasoline,11.1,kgCO2/km,0.198024505
자동차,기아,셀토스 1.6 가솔린 터보 4WD 프레스티지(2019),Gasoline,11.1,kgCO2/km,0.198024505
자동차,기아,셀토스 1.6 가솔린 터보 노블레스(2019),Gasoline,11.8,kgCO2/km,0.186277288
자동차,기아,셀토스 1.6 가솔린 터보 프레스티지(2019),Gasoline,12.2,kgCO2/km,0.180169836
자동차,기아,셀토스 1.6 가솔린 터보 트렌디(2019),Gasoline,12.7,kgCO2/km,0.173076535
자동차,기아,스토닉 1.6 E-VGT 트렌디(2019),Diesel,16.7,kgCO2/km,0.158907765
자동차,기아,스토닉 1.6 E-VGT 프레스티지(2019),Diesel,16.7,kgCO2/km,0.158907765
자동차,기아,스토닉 1.4 MPI 트렌디(2019),Gasoline,12.6,kgCO2/km,0.174450159
자동차,기아,스토닉 1.4 MPI 프레스티지(2019),Gasoline,12.6,kgCO2/km,0.174450159
자동차,기아,스토닉 1.4 MPI 디럭스(2019),Gasoline,12.8,kgCO2/km,0.171724375
자동차,기아,스토닉 1.0 T-GDI 트렌디(2019),Gasoline,13.5,kgCO2/km,0.162820148
자동차,기아,스토닉 1.0 T-GDI 프레스티지(2019),Gasoline,13.5,kgCO2/km,0.162820148
자동차,기아,스팅어 3.3 터보 GT(2022),Gasoline,9,kgCO2/km,0.244230222
자동차,기아,스팅어 3.3 터보 GT 아크로 에디션(2022),Gasoline,9,kgCO2/km,0.244230222
자동차,기아,스팅어 2.5 터보 마스터즈(2022),Gasoline,10.8,kgCO2/km,0.203525185
자동차,기아,스팅어 2.5 터보 마스터즈 아크로 에디션(2022),Gasoline,10.8,kgCO2/km,0.203525185
자동차,기아,스팅어 2.5 터보 플래티넘(2022),Gasoline,11.2,kgCO2/km,0.196256429
자동차,기아,스팅어 GT 3.3 터보(2021),Gasoline,9,kgCO2/km,0.244230222
자동차,기아,스팅어 2.5 터보 마스터즈(2021),Gasoline,10.8,kgCO2/km,0.203525185
자동차,기아,스팅어 2.5 터보 플래티넘(2021),Gasoline,11.2,kgCO2/km,0.196256429
자동차,기아,스팅어 2.2 디젤 프라임(2020),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,스팅어 2.2 디젤 플래티넘(2020),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,스팅어 2.2 디젤 프라임 라이트(2020),Diesel,15,kgCO2/km,0.176917312
자동차,기아,스팅어 3.3 터보 GT(2020),Gasoline,8.8,kgCO2/km,0.249780909
자동차,기아,스팅어 2.0 터보 프라임(2020),Gasoline,10.4,kgCO2/km,0.211353077
자동차,기아,스팅어 2.0 터보 플래티넘(2020),Gasoline,10.4,kgCO2/km,0.211353077
자동차,기아,스팅어 2.2 디젤 플래티넘(2019),Diesel,14.5,kgCO2/km,0.183017909
자동차,기아,스팅어 2.2 디젤 프라임(2019),Diesel,14.8,kgCO2/km,0.179308086
자동차,기아,스팅어 2.2 디젤 프라임 라이트(2019),Diesel,15,kgCO2/km,0.176917312
자동차,기아,스팅어 3.3 터보 GT(2019),Gasoline,8.8,kgCO2/km,0.249780909
자동차,기아,스팅어 2.0 터보 알칸타라 에디션(2019),Gasoline,10.1,kgCO2/km,0.217630891
자동차,기아,스팅어 2.0 터보 프라임(2019),Gasoline,10.4,kgCO2/km,0.211353077
자동차,기아,스팅어 2.0 터보 플래티넘(2019),Gasoline,10.4,kgCO2/km,0.211353077
자동차,기아,스포티지 R2.0 디젤 4WD 프레스티지 그래비티(2021),Diesel,12.4,kgCO2/km,0.214012877
자동차,기아,스포티지 R2.0 디젤 4WD 시그니처 그래비티(2021),Diesel,12.4,kgCO2/km,0.214012877
자동차,기아,스포티지 2.0 디젤 4WD 노블레스 그래비티(2021),Diesel,12.5,kgCO2/km,0.212300774
자동차,기아,스포티지 2.0 디젤 4WD 시그니처 그래비티(2021),Diesel,12.5,kgCO2/km,0.212300774
자동차,기아,스포티지 R2.0 디젤 4WD 프레스티지(2021),Diesel,12.7,kgCO2/km,0.208957455
자동차,기아,스포티지 R2.0 디젤 4WD 시그니처(2021),Diesel,12.7,kgCO2/km,0.208957455
자동차,기아,스포티지 R2.0 디젤 4WD 트렌디(2021),Diesel,12.9,kgCO2/km,0.205717805
자동차,기아,스포티지 2.0 디젤 4WD 트렌디(2021),Diesel,12.9,kgCO2/km,0.205717805
자동차,기아,스포티지 2.0 디젤 4WD 프레스티지(2021),Diesel,12.9,kgCO2/km,0.205717805
자동차,기아,스포티지 2.0 디젤 4WD 노블레스(2021),Diesel,12.9,kgCO2/km,0.205717805
자동차,기아,스포티지 2.0 디젤 4WD 시그니처(2021),Diesel,12.9,kgCO2/km,0.205717805
자동차,기아,스포티지 스마트스트림 D 1.6 4WD 프레스티지 그래비티(2021),Diesel,13.2,kgCO2/km,0.2010424
자동차,기아,스포티지 스마트스트림 D 1.6 4WD 시그니처 그래비티(2021),Diesel,13.2,kgCO2/km,0.2010424
자동차,기아,스포티지 R2.0 디젤 2WD 프레스티지 그래비티(2021),Diesel,13.8,kgCO2/km,0.192301426
자동차,기아,스포티지 R2.0 디젤 2WD 시그니처 그래비티(2021),Diesel,13.8,kgCO2/km,0.192301426
자동차,기아,스포티지 스마트스트림 D 1.6 4WD 프레스티지(2021),Diesel,13.9,kgCO2/km,0.190917963
자동차,기아,스포티지 스마트스트림 D 1.6 4WD 시그니처(2021),Diesel,13.9,kgCO2/km,0.190917963
자동차,기아,스포티지 2.0 디젤 2WD 노블레스(2021),Diesel,13.9,kgCO2/km,0.190917963
자동차,기아,스포티지 2.0 디젤 2WD 시그니처(2021),Diesel,13.9,kgCO2/km,0.190917963
자동차,기아,스포티지 스마트스트림 D 1.6 4WD 트렌디(2021),Diesel,14,kgCO2/km,0.189554263
자동차,기아,스포티지 2.0 디젤 2WD 노블레스 그래비티(2021),Diesel,14,kgCO2/km,0.189554263
자동차,기아,스포티지 2.0 디젤 2WD 시그니처 그래비티(2021),Diesel,14,kgCO2/km,0.189554263
자동차,기아,스포티지 R2.0 디젤 2WD 프레스티지(2021),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,스포티지 R2.0 디젤 2WD 시그니처(2021),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,스포티지 R2.0 디젤 2WD 트렌디(2021),Diesel,14.4,kgCO2/km,0.184288867
자동차,기아,스포티지 2.0 디젤 2WD 트렌디(2021),Diesel,14.5,kgCO2/km,0.183017909
자동차,기아,스포티지 2.0 디젤 2WD 프레스티지(2021),Diesel,14.5,kgCO2/km,0.183017909
자동차,기아,스포티지 스마트스트림 D 1.6 2WD 프레스티지 그래비티(2021),Diesel,14.9,kgCO2/km,0.178104677
자동차,기아,스포티지 스마트스트림 D 1.6 2WD 시그니처 그래비티(2021),Diesel,14.9,kgCO2/km,0.178104677
자동차,기아,스포티지 스마트스트림 D 1.6 2WD 프레스티지(2021),Diesel,15.2,kgCO2/km,0.174589453
자동차,기아,스포티지 스마트스트림 D 1.6 2WD 시그니처(2021),Diesel,15.2,kgCO2/km,0.174589453
자동차,기아,스포티지 스마트스트림 D 1.6 2WD 트렌디(2021),Diesel,15.8,kgCO2/km,0.167959473
자동차,기아,스포티지 누우 가솔린 2.0 MPi 2WD 프레스티지(2021),Gasoline,10.5,kgCO2/km,0.20934019
자동차,기아,스포티지 누우 가솔린 2.0 MPi 2WD 프레스티지 그래비티(2021),Gasoline,10.5,kgCO2/km,0.20934019
자동차,기아,스포티지 누우 가솔린 2.0 MPi 2WD 시그니처(2021),Gasoline,10.5,kgCO2/km,0.20934019
자동차,기아,스포티지 누우 가솔린 2.0 MPi 2WD 시그니처 그래비티(2021),Gasoline,10.5,kgCO2/km,0.20934019
자동차,기아,스포티지 1.6 가솔린 터보 4WD 노블레스 그래비티(2021),Gasoline,11.1,kgCO2/km,0.198024505
자동차,기아,스포티지 1.6 가솔린 터보 4WD 시그니처 그래비티(2021),Gasoline,11.1,kgCO2/km,0.198024505
자동차,기아,스포티지 1.6 가솔린 터보 4WD 노블레스(2021),Gasoline,11.3,kgCO2/km,0.194519646
자동차,기아,스포티지 1.6 가솔린 터보 4WD 시그니처(2021),Gasoline,11.3,kgCO2/km,0.194519646
자동차,기아,스포티지 1.6 가솔린 터보 4WD 트렌디(2021),Gasoline,11.6,kgCO2/km,0.189488966
자동차,기아,스포티지 1.6 가솔린 터보 4WD 프레스티지(2021),Gasoline,11.6,kgCO2/km,0.189488966
자동차,기아,스포티지 1.6 가솔린 터보 2WD 노블레스 그래비티(2021),Gasoline,12,kgCO2/km,0.183172667
자동차,기아,스포티지 1.6 가솔린 터보 2WD 시그니처 그래비티(2021),Gasoline,12,kgCO2/km,0.183172667
자동차,기아,스포티지 1.6 가솔린 터보 2WD 노블레스(2021),Gasoline,12.3,kgCO2/km,0.178705041
자동차,기아,스포티지 1.6 가솔린 터보 2WD 시그니처(2021),Gasoline,12.3,kgCO2/km,0.178705041
자동차,기아,스포티지 1.6 가솔린 터보 2WD 트렌디(2021),Gasoline,12.5,kgCO2/km,0.17584576
자동차,기아,스포티지 1.6 가솔린 터보 2WD 프레스티지(2021),Gasoline,12.5,kgCO2/km,0.17584576
자동차,기아,스포티지 프레스티지 4WD(2021),Gasoline/Hybrid,15.2,kgCO2/km,0.14461
자동차,기아,스포티지 노블레스 4WD(2021),Gasoline/Hybrid,15.2,kgCO2/km,0.14461
자동차,기아,스포티지 노블레스 그래비티 4WD(2021),Gasoline/Hybrid,15.2,kgCO2/km,0.14461
자동차,기아,스포티지 시그니처 4WD(2021),Gasoline/Hybrid,15.2,kgCO2/km,0.14461
자동차,기아,스포티지 시그니처 그래비티 4WD(2021),Gasoline/Hybrid,15.2,kgCO2/km,0.14461
자동차,기아,스포티지 프레스티지 2WD(2021),Gasoline/Hybrid,16.7,kgCO2/km,0.131621078
자동차,기아,스포티지 노블레스 2WD(2021),Gasoline/Hybrid,16.7,kgCO2/km,0.131621078
자동차,기아,스포티지 노블레스 그래비티 2WD(2021),Gasoline/Hybrid,16.7,kgCO2/km,0.131621078
자동차,기아,스포티지 시그니처 2WD(2021),Gasoline/Hybrid,16.7,kgCO2/km,0.131621078
자동차,기아,스포티지 시그니처 그래비티 2WD(2021),Gasoline/Hybrid,16.7,kgCO2/km,0.131621078
자동차,기아,스포티지 R2.0 디젤 4WD 프레스티지(2020),Diesel,12.7,kgCO2/km,0.208957455
자동차,기아,스포티지 R2.0 디젤 4WD 시그니처(2020),Diesel,12.7,kgCO2/km,0.208957455
자동차,기아,스포티지 R2.0 디젤 4WD 트렌디(2020),Diesel,12.9,kgCO2/km,0.205717805
자동차,기아,스포티지 R2.0 디젤 2WD 프레스티지(2020),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,스포티지 R2.0 디젤 2WD 시그니처(2020),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,스포티지 스마트스트림 D 1.6 4WD 프레스티지(2020),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,스포티지 스마트스트림 D 1.6 4WD 시그니처(2020),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,스포티지 R2.0 디젤 2WD 트렌디(2020),Diesel,14.4,kgCO2/km,0.184288867
자동차,기아,스포티지 스마트스트림 D 1.6 4WD 트렌디(2020),Diesel,14.6,kgCO2/km,0.181764362
자동차,기아,스포티지 스마트스트림 D 1.6 2WD 프레스티지(2020),Diesel,15.8,kgCO2/km,0.167959473
자동차,기아,스포티지 스마트스트림 D 1.6 2WD 시그니처(2020),Diesel,15.8,kgCO2/km,0.167959473
자동차,기아,스포티지 스마트스트림 D 1.6 2WD 트렌디(2020),Diesel,16.3,kgCO2/km,0.162807342
자동차,기아,스포티지 누우 가솔린 2.0 2WD 프레스티지(2020),Gasoline,10.5,kgCO2/km,0.20934019
자동차,기아,스포티지 누우 가솔린 2.0 2WD 시그니처(2020),Gasoline,10.5,kgCO2/km,0.20934019
자동차,기아,스포티지 R2.0 디젤 4WD 노블레스(2019),Diesel,12.4,kgCO2/km,0.214012877
자동차,기아,스포티지 R2.0 디젤 4WD 인텔리전트(2019),Diesel,12.4,kgCO2/km,0.214012877
자동차,기아,스포티지 R2.0 디젤 4WD 프레스티지(2019),Diesel,12.7,kgCO2/km,0.208957455
자동차,기아,스포티지 R2.0 디젤 4WD 럭셔리(2019),Diesel,12.9,kgCO2/km,0.205717805
자동차,기아,스포티지 R2.0 디젤 2WD 노블레스(2019),Diesel,13.8,kgCO2/km,0.192301426
자동차,기아,스포티지 R2.0 디젤 2WD 인텔리전트(2019),Diesel,13.8,kgCO2/km,0.192301426
자동차,기아,스포티지 스마트스트림 D1.6 디젤 4WD 노블레스(2019),Diesel,13.8,kgCO2/km,0.192301426
자동차,기아,스포티지 스마트스트림 D1.6 디젤 4WD 인텔리전트(2019),Diesel,13.8,kgCO2/km,0.192301426
자동차,기아,스포티지 R2.0 디젤 2WD 프레스티지(2019),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,스포티지 스마트스트림 D1.6 디젤 4WD 프레스티지(2019),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,스포티지 R2.0 디젤 2WD 럭셔리(2019),Diesel,14.4,kgCO2/km,0.184288867
자동차,기아,스포티지 스마트스트림 D1.6 디젤 4WD 럭셔리(2019),Diesel,14.6,kgCO2/km,0.181764362
자동차,기아,스포티지 스마트스트림 D1.6 디젤 2WD 노블레스(2019),Diesel,15.3,kgCO2/km,0.173448345
자동차,기아,스포티지 스마트스트림 D1.6 디젤 2WD 인텔리전트(2019),Diesel,15.3,kgCO2/km,0.173448345
자동차,기아,스포티지 스마트스트림 D1.6 디젤 2WD 프레스티지(2019),Diesel,15.8,kgCO2/km,0.167959473
자동차,기아,스포티지 스마트스트림 D1.6 디젤 2WD 럭셔리(2019),Diesel,16.3,kgCO2/km,0.162807342
자동차,기아,스포티지 누우 2.0 가솔린 2WD 프레스티지(2019),Gasoline,10.5,kgCO2/km,0.20934019
자동차,기아,스포티지 누우 2.0 가솔린 2WD 노블레스(2019),Gasoline,10.5,kgCO2/km,0.20934019
자동차,기아,스포티지 누우 2.0 가솔린 2WD 인텔리전트(2019),Gasoline,10.5,kgCO2/km,0.20934019
자동차,기아,스포티지 누우 2.0 가솔린 2WD 럭셔리(2019),Gasoline,10.8,kgCO2/km,0.203525185
자동차,기아,쏘렌토 2.2 디젤 4WD 그래비티(2022),Diesel,12.8,kgCO2/km,0.207324975
자동차,기아,쏘렌토 2.2 디젤 4WD 트렌디(2022),Diesel,13.6,kgCO2/km,0.195129388
자동차,기아,쏘렌토 2.2 디젤 4WD 프레스티지(2022),Diesel,13.6,kgCO2/km,0.195129388
자동차,기아,쏘렌토 2.2 디젤 4WD 노블레스(2022),Diesel,13.6,kgCO2/km,0.195129388
자동차,기아,쏘렌토 2.2 디젤 4WD 시그니처(2022),Diesel,13.6,kgCO2/km,0.195129388
자동차,기아,쏘렌토 2.2 디젤 2WD 그래비티(2022),Diesel,13.7,kgCO2/km,0.193705086
자동차,기아,쏘렌토 2.2 디젤 2WD 트렌디(2022),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,쏘렌토 2.2 디젤 2WD 프레스티지(2022),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,쏘렌토 2.2 디젤 2WD 노블레스(2022),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,쏘렌토 2.2 디젤 2WD 시그니처(2022),Diesel,14.1,kgCO2/km,0.188209906
자동차,기아,쏘렌토 2.5T 가솔린 4WD 그래비티(2022),Gasoline,9.7,kgCO2/km,0.226605361
자동차,기아,쏘렌토 2.5T 가솔린 4WD 트렌디(2022),Gasoline,10,kgCO2/km,0.2198072
자동차,기아,쏘렌토 2.5T 가솔린 4WD 프레스티지(2022),Gasoline,10,kgCO2/km,0.2198072
자동차,기아,쏘렌토 2.5T 가솔린 4WD 노블레스(2022),Gasoline,10,kgCO2/km,0.2198072
자동차,기아,쏘렌토 2.5T 가솔린 4WD 시그니처(2022),Gasoline,10,kgCO2/km,0.2198072
자동차,기아,쏘렌토 2.5T 가솔린 2WD 그래비티(2022),Gasoline,10.3,kgCO2/km,0.213405049
자동차,기아,쏘렌토 2.5T 가솔린 2WD 트렌디(2022),Gasoline,11,kgCO2/km,0.199824727
자동차,기아,쏘렌토 2.5T 가솔린 2WD 프레스티지(2022),Gasoline,11,kgCO2/km,0.199824727
자동차,기아,쏘렌토 2.5T 가솔린 2WD 노블레스(2022),Gasoline,11,kgCO2/km,0.199824727
자동차,기아,쏘렌토 2.5T 가솔린 2WD 시그니처(2022),Gasoline,11,kgCO2/km,0.199824727
자동차,기아,쏘렌토 4WD 시그니처 그래비티(2022),Gasoline/Hybrid,13.2,kgCO2/km,0.166520606
자동차,기아,쏘렌토 4WD 프레스티지(2022),Gasoline/Hybrid,13.7,kgCO2/km,0.160443212
자동차,기아,쏘렌토 4WD 노블레스(2022),Gasoline/Hybrid,13.7,kgCO2/km,0.160443212
자동차,기아,쏘렌토 4WD 시그니처(2022),Gasoline/Hybrid,13.7,kgCO2/km,0.160443212
자동차,기아,쏘렌토 2WD 시그니처 그래비티(2022),Gasoline/Hybrid,14.3,kgCO2/km,0.153711329
자동차,기아,쏘렌토 2WD 프레스티지(2022),Gasoline/Hybrid,15.3,kgCO2/km,0.143664837
자동차,기아,쏘렌토 2WD 노블레스(2022),Gasoline/Hybrid,15.3,kgCO2/km,0.143664837
자동차,기아,쏘렌토 2WD 시그니처(2022),Gasoline/Hybrid,15.3,kgCO2/km,0.143664837
자동차,기아,쏘렌토 R2.0 디젤 4WD 마스터(2020),Diesel,12,kgCO2/km,0.22114664
자동차,기아,쏘렌토 R2.0 디젤 4WD 마스터 스페셜(2020),Diesel,12,kgCO2/km,0.22114664
자동차,기아,쏘렌토 R2.0 디젤 4WD 노블레스(2020),Diesel,12,kgCO2/km,0.22114664
자동차,기아,쏘렌토 R2.2 디젤 4WD 마스터(2020),Diesel,12.2,kgCO2/km,0.217521285
자동차,기아,쏘렌토 R2.2 디젤 4WD 마스터 스페셜(2020),Diesel,12.2,kgCO2/km,0.217521285
자동차,기아,쏘렌토 R2.2 디젤 4WD 노블레스(2020),Diesel,12.2,kgCO2/km,0.217521285
자동차,기아,쏘렌토 R2.0 디젤 4WD 프레스티지(2020),Diesel,12.4,kgCO2/km,0.214012877
자동차,기아,쏘렌토 R2.2 디젤 4WD 프레스티지(2020),Diesel,12.4,kgCO2/km,0.214012877
자동차,기아,쏘렌토 R2.0 디젤 2WD 마스터(2020),Diesel,13.1,kgCO2/km,0.202577075
자동차,기아,쏘렌토 R2.0 디젤 2WD 마스터 스페셜(2020),Diesel,13.1,kgCO2/km,0.202577075
자동차,기아,쏘렌토 R2.0 디젤 2WD 노블레스(2020),Diesel,13.1,kgCO2/km,0.202577075
자동차,기아,쏘렌토 R2.2 디젤 2WD 마스터(2020),Diesel,13.2,kgCO2/km,0.2010424
자동차,기아,쏘렌토 R2.2 디젤 2WD 마스터 스페셜(2020),Diesel,13.2,kgCO2/km,0.2010424
자동차,기아,쏘렌토 R2.2 디젤 2WD 노블레스(2020),Diesel,13.2,kgCO2/km,0.2010424
자동차,기아,쏘렌토 R2.2 디젤 2WD 럭셔리(2020),Diesel,13.6,kgCO2/km,0.195129388
자동차,기아,쏘렌토 R2.2 디젤 2WD 프레스티지(2020),Diesel,13.6,kgCO2/km,0.195129388
자동차,기아,쏘렌토 R2.0 디젤 2WD 럭셔리(2020),Diesel,13.8,kgCO2/km,0.192301426
자동차,기아,쏘렌토 R2.0 디젤 2WD 프레스티지(2020),Diesel,13.8,kgCO2/km,0.192301426
자동차,기아,쏘렌토 2.2 디젤 4WD 트렌디(2020),Diesel,13.9,kgCO2/km,0.190917963
자동차,기아,쏘렌토 2.2 디젤 4WD 프레스티지(2020),Diesel,13.9,kgCO2/km,0.190917963
자동차,기아,쏘렌토 2.2 디젤 4WD 노블레스(2020),Diesel,13.9,kgCO2/km,0.190917963
자동차,기아,쏘렌토 2.2 디젤 4WD 시그니처(2020),Diesel,13.9,kgCO2/km,0.190917963
자동차,기아,쏘렌토 2.2 디젤 2WD 트렌디(2020),Diesel,14.3,kgCO2/km,0.1855776
자동차,기아,쏘렌토 2.2 디젤 2WD 프레스티지(2020),Diesel,14.3,kgCO2/km,0.1855776
자동차,기아,쏘렌토 2.2 디젤 2WD 노블레스(2020),Diesel,14.3,kgCO2/km,0.1855776
