,Unnamed: 0.1,Unnamed: 0,MCT_NM,naver_keyword,naver_map_url,menu_list
340,340,340,바다를본돼지(서귀포점),제주도%20바다를본돼지(서귀포점),https://m.place.naver.com/restaurant/1258606233/menu/list,"바다본 흑돼지2인(550g)+멜조림, 바다본 런치메뉴(일일 100개 한정판매 / 인당 주문가능), 추가) 멜조림(멸치조림), 추가) 흑오겹살(180g), 추가) 흑목살(180g), 키조개야채볶음, 새우구이(10미), 전복구이(6미), 전복뚝배기(공깃밥 별도), 된장찌개(공깃밥 별도), 김치찌개(공깃밥 별도), 돌솥밥+전복내장소스, 런치 100g 추가, 런치 200g 추가"
341,341,341,배스킨라빈스제주함덕점,제주도%20배스킨라빈스제주함덕점,https://m.place.naver.com/restaurant/1981990302/menu/list,"싱글레귤러, 싱글킹, 더블쥬니어, 더블레귤러, 파인트, 쿼터, 패밀리, 하프갤론"
342,342,342,빽다방서귀포올레중앙점,제주도%20빽다방서귀포올레중앙점,https://m.place.naver.com/restaurant/1554180957/menu/list,"앗!메리카노(HOT), 원조커피, 카페모카, 바닐라라떼, 카라멜마키아또, 밀크티, 크리미모카라떼, 달달연유라떼, 완전초코, 녹차라떼, 더블 에스프레소, 자몽티, 청포도플라워, 아이스미초, 달콤아이스틱"
343,343,343,순천미향제주산방산본점,제주도%20순천미향제주산방산본점,https://m.place.naver.com/restaurant/16958513/menu/list,"제왕(제주)삼합(문어전복흑돼지갈비), 갈치조림, 전복구이, 전복해물뚝배기"
344,344,344,에이팩토리베이커리카페,제주도%20에이팩토리베이커리카페,https://m.place.naver.com/restaurant/1032006162/menu/list,"무화과캄파뉴, 에그타르트, 통밀건과일, 크로와상, 아메리카노, 라떼, 생수, 유유, 쥬스 (감귤  /비트)"
345,345,345,주식회사 아라리오 제주,제주도%20주식회사 아라리오 제주,https://m.place.naver.com/restaurant/1322078819/menu/list,
346,346,346,투썸플레이스제주연동점,제주도%20투썸플레이스제주연동점,https://m.place.naver.com/restaurant/31317204/menu/list,"스페니쉬연유라떼, 레몬셔벗에이드, 제주말차프라페, 스트로베리피치프라페, 반숙란샌드위치, BELT샌드위치, 에그브리오슈, 멕시칸파니니, 스윗버터토스트"
347,347,347,파리바게뜨성산일출봉점,제주도%20파리바게뜨성산일출봉점,https://m.place.naver.com/restaurant/36948966/menu/list,"초코가 달콤한 시간, 디럭스 샌드위치, 아메리카노, 카푸치노"
348,348,348,산도롱맨도롱 제주공항점,제주도%20산도롱맨도롱 제주공항점,https://m.place.naver.com/restaurant/1246917171/menu/list,"육전커플세트, 홍갈비국수, 백갈비국수, 고기국수"
349,349,349,던킨도너츠제주한화아쿠아,제주도%20던킨도너츠제주한화아쿠아,https://m.place.naver.com/restaurant/1646670641/menu/list,"핑크뱅쇼, 티라떼, 콜드브루 연유라떼, 블랙버블 라떼, 유자 블랜딩티"
350,350,350,이어돈함덕그첫번째이야기,제주도%20이어돈함덕그첫번째이야기,https://m.place.naver.com/restaurant/1974126202/menu/list,"흑돼지 근고기 (600g), 흑돼지 근고기 (900g), 흑돼지 근고기 (1200g), 흑돼지 추가 (300g)"
351,351,351,중문회포장센터새벽야시장,제주도%20중문회포장센터새벽야시장,https://m.place.naver.com/restaurant/1437085679/menu/list,"딱새우회, 고등어회(1마리), 갈치회, 모듬회(접시), 광어회(접시), 우럭회(접시), 도미회(접시), 농어회(접시), 해산물모듬, 전복회(1마리) 단품, 멍게(접시) 단품, 뿔소라(접시) 단품, 낙지(1마리) 단품, 게불(접시) 단품, 매운탕 단품"
352,352,352,투썸플레이스제주쇠소깍점,제주도%20투썸플레이스제주쇠소깍점,https://m.place.naver.com/restaurant/1234293587/menu/list,"아메리카노, 로얄 밀크티 쉐이크, 오렌지 자몽 주스, 키위 바나나 주스, 망고 바나나 라떼, 자몽 에이드, 카눌레, 오리지널버터스콘, 플레인베이글, 생미쉘 시트러스 마들렌, 카라멜스콘, 호두베이글, 스트로베리 애플 비안코 프라페, 스트로베리 라떼, 스트로베리 요거프라페"
353,353,353,파리바게뜨협재해수욕장점,제주도%20파리바게뜨협재해수욕장점,https://m.place.naver.com/restaurant/1629424201/menu/list,
354,354,354,에이바우트커피 신라신성점,제주도%20에이바우트커피 신라신성점,https://m.place.naver.com/restaurant/1705993684/menu/list,아메리카노
355,355,355,파리바게뜨 함덕해수욕장점,제주도%20파리바게뜨 함덕해수욕장점,https://m.place.naver.com/restaurant/37810592/menu/list,"마시는 컵빙수, 에이드, 스파클링 에이드, 스무디, 우유팥빙수"
356,356,356,투썸플레이스제주애월하귀점,제주도%20투썸플레이스제주애월하귀점,https://m.place.naver.com/restaurant/1549505130/menu/list,아메리카노
357,357,357,,,,no_menu
358,358,358,,,,no_menu
359,359,359,,,,no_menu
360,360,360,,,,no_menu
361,361,361,,,,no_menu
362,362,362,,,,no_menu
363,363,363,,,,no_menu
364,364,364,,,,no_menu
365,365,365,,,,no_menu
366,366,366,,,,no_menu
367,367,367,,,,no_menu
368,368,368,,,,no_menu
369,369,369,,,,no_menu
370,370,370,,,,no_menu
371,371,371,,,,no_menu
372,372,372,,,,no_menu
373,373,373,,,,no_menu
374,374,374,,,,no_menu
375,375,375,,,,no_menu
376,376,376,,,,no_menu
377,377,377,,,,no_menu
378,378,378,,,,no_menu
379,379,379,,,,no_menu
380,380,380,,,,no_menu
381,381,381,,,,no_menu
382,382,382,,,,no_menu
383,383,383,,,,no_menu
384,384,384,,,,no_menu
385,385,385,,,,no_menu
386,386,386,,,,no_menu
387,387,387,,,,no_menu
388,388,388,,,,no_menu
389,389,389,,,,no_menu
390,390,390,,,,no_menu
391,391,391,,,,no_menu
392,392,392,,,,no_menu
393,393,393,,,,no_menu
394,394,394,,,,no_menu
395,395,395,,,,no_menu
396,396,396,,,,no_menu
397,397,397,,,,no_menu
398,398,398,,,,no_menu
399,399,399,,,,no_menu
400,400,400,,,,no_menu
401,401,401,,,,no_menu
402,402,402,,,,no_menu
403,403,403,,,,no_menu
404,404,404,,,,no_menu
405,405,405,,,,no_menu
406,406,406,,,,no_menu
407,407,407,,,,no_menu
