,Unnamed: 0.1,Unnamed: 0,MCT_NM,naver_keyword,naver_map_url,menu_list
236,236,236,제주바다해찬,제주도%20제주바다해찬,https://m.place.naver.com/restaurant/1212796945/menu/list,"해찬물회, 보말전복 칼국수, 전복죽, 전복해물뚝배기, 고등어구이, 제주 뿔소라찜, 전복구이, 광어사시미, 고등어사시미, 딱새우회, 해찬 모듬 해산물, 뿔소라회, 전복회, 홍해삼, 성게알"
237,237,237,제주색달식당,제주도%20제주색달식당,https://m.place.naver.com/restaurant/1722630418/menu/list,"한방보쌈, 맑은육개장, 육마니육개장, 제주고사리육개장, 육개장전골, 보쌈한판(1인한방보쌈), 육개장 칼국수/얼큰떡국, 떡만두국, 전복육개장"
238,238,238,제주시새우리,제주도%20제주시새우리,https://m.place.naver.com/restaurant/1000529963/menu/list,"딱새우김밥, 딱새우꼬막무침, 간장새우컵밥, 새우모듬튀김, 한라봉에이드, 새우리해물라면, 백향과에이드, 더치커피"
239,239,239,제주오성본점,제주도%20제주오성본점,https://m.place.naver.com/restaurant/37797002/menu/list,"은절미정식1(2인), 은절미정식2(2인), 절벤정식(2인), 우찍정식(2인), 솔벤정식(4인), 제펜정식(2인), 제펜정식(3~4인), 절벤정식(3~4인), 은절미정식2(3~4인), 은절미정식1(3~4인), 우찍정식(3~4인), 통문개 지슬(감자)튀김, 성게미역국, 고등어구이, 옥돔구이"
240,240,240,중문갈치노릇,제주도%20중문갈치노릇,https://m.place.naver.com/restaurant/1575915609/menu/list,"통갈치구이, 통갈치조림, 갈치솥밥"
241,241,241,청파식당횟집,제주도%20청파식당횟집,https://m.place.naver.com/restaurant/16888383/menu/list,"활고등어회, 활어회, 전복구이, 우럭매운탕, 전복뚝배기, 고등어구이, 활고등어회 대, 해물탕-대, 우럭조림.매운탕-대, 고등어조림-대, 고등어회+회덮밥+매운탕, 고등어회+전복뚝배기+고등어구이, 해물탕(소), 우럭조림.매운탕(소), 고등어조림(중)"
242,242,242,초록달과자점,제주도%20초록달과자점,https://m.place.naver.com/restaurant/1810016105/menu/list,에그타르트
243,243,243,칠돈가직영점,제주도%20칠돈가직영점,https://m.place.naver.com/restaurant/698593343/menu/list,"제주산 흑돼지 근고기 300g, 제주산 흑돼지 뼈근고기 300g, 제주산 백돼지 근고기 600g, 제주산 백돼지 근고기 한근반 900g, 김치찌개 (공기밥 별도)"
244,244,244,하이드브레드,제주도%20하이드브레드,https://m.place.naver.com/restaurant/1020071918/menu/list,
245,245,245,협재고기부엌,제주도%20협재고기부엌,https://m.place.naver.com/restaurant/1774044671/menu/list,"흑돼지세트(흑목살&흑오겹)550g, 부엌세트(통목살&통삼겹)550g, 한우육회"
246,246,246,vip노래연습장,제주도%20vip노래연습장,https://m.place.naver.com/restaurant/1297821639/menu/list,노래방
247,247,247,까페 나모나모,제주도%20까페 나모나모,https://m.place.naver.com/restaurant/1582318900/menu/list,"콩가루집안, 로맨틱선셋, 아메리카노, 아인슈페너, 현무암라떼, 카페라떼, 한라봉, 로즈자몽티, 로즈베리티, 파인애플 에이드, 에스프레소, 카푸치노, 바닐라라떼, 카페모카, 카라멜마끼아또"
248,248,248,돈사돈 중문점,제주도%20돈사돈 중문점,https://m.place.naver.com/restaurant/35696852/menu/list,"흑돼지 제주산(근고기) 400g(추가, 2인기준 600g, 3인기준 800g, 김치찌개+공기밥, 맥주, 소주, 청하"
249,249,249,숙성도 함덕점,제주도%20숙성도 함덕점,https://m.place.naver.com/restaurant/1300270438/menu/list,"960뼈등심, 720삼겹살, 720 뼈목살, 720 숙성1%목살, 560통항정, 560통갈매기"
250,250,250,하이엔드 제주,제주도%20하이엔드 제주,https://m.place.naver.com/restaurant/1828477580/menu/list,"아메리카노, 용천수, 염 커피, 우도땅콩라떼, 레드펀치, 옐로우패션, 카페라떼, 카푸치노, 바닐라라떼, 카페모카, 카라멜마끼아또, 한라봉차/레몽차, 청귤에이드, 애플망고쥬스, 초코/홍차/말차우유, 블루베리우유"
251,251,251,호텔더본 제주,제주도%20호텔더본 제주,https://m.place.naver.com/restaurant/37899283/menu/list,
252,252,252,1943제주연동점,제주도%201943제주연동점,https://m.place.naver.com/restaurant/1770074028/menu/list,"로제파스타치킨, 1943제육볶음, 감바스, 소떡소떡, 오지치즈후라이, 쫄삼(쫄면+삼겹살), 한근김치찌개, 치즈김치볶음밥, 오징어숙회, 1943짜파구리"
253,253,253,글라글라하와이,제주도%20글라글라하와이,https://m.place.naver.com/restaurant/38712171/menu/list,"하와이안해물찜, 피쉬버거, 달고기 피쉬앤칩스, 은갈치앤칩스, 하와이안포키볼, 하외이안갈릭쉬림프볶음밥, 수제맥파이생맥주, 시나몬롤, 구좌당근케이크"
254,254,254,도토리키친본점,제주도%20도토리키친본점,https://m.place.naver.com/restaurant/223026237/menu/list,"청귤소바, 청귤소바+톳유부초밥, 냉소바, 청귤소바+새우감자고로케, 롤카베츠(겨울한정), 소바롤, 톳유부초밥 3ps, 청귤에이드, 닭껍질교자, 새우감자고로케"
255,255,255,돈사돈  월정점,제주도%20돈사돈  월정점,https://m.place.naver.com/restaurant/1459168390/menu/list,"흑돼지 근고기 (600g), 흑돼지 근고기 (800g), 김치찌개"
256,256,256,링코제주시청점,제주도%20링코제주시청점,https://m.place.naver.com/restaurant/1466169629/menu/list,"2가지 메뉴, 3가지 메뉴"
257,257,257,마노카페하우스,제주도%20마노카페하우스,https://m.place.naver.com/restaurant/1731799898/menu/list,"파나마 에스메랄다 게이샤 '내추럴' 프라이빗 컬렉션, 자메이카 블루마운틴 NO.1, 하와이안 코나 엑스트라 팬시, 예멘 모카 마타리, 프리미엄커피 (내추럴, 허니프로세싱, 마이크로 랏, 피베리 등), 스페셜티 커피 (오늘의 커피), 에스프레소 싱글오리진 더블, 라떼, 캬라멜 마끼아또, 제주 아일랜드 쿠키, 제주가 그린 라떼, 아인슈페너"
258,258,258,맥파이블루버드,제주도%20맥파이블루버드,https://m.place.naver.com/restaurant/35877514/menu/list,한국 수제맥주
259,259,259,문개항아리조천,제주도%20문개항아리조천,https://m.place.naver.com/restaurant/37197957/menu/list,"우삼겹 통해물라면 2인, 우삼겹 통해물칼국수 2인, 칼라(칼국수반 라면반), 문어라면, 한치라면, 한치튀김, 새우튀김, 반반튀김, 통문어튀김, 한라봉아이스크림, 우삼겹 통해물라면 3인, 우삼겹 통해물라면 4인, 우삼겹 통해물칼국수 3인, 우삼겹 통해물칼국수 4인, 칼라(칼국수반 라면반) 3인"
260,260,260,버거요제주본점,제주도%20버거요제주본점,https://m.place.naver.com/restaurant/1062026034/menu/list,"관자스테이크 버거, 대게 버거, 밀푀유치즈피자파이, 버터구이 관자포, 감자 튀김, 바이젠 (라인 도이치 브루어리), 필스너 (라인 도이치 브루어리)"
261,261,261,복자씨연탄구이,제주도%20복자씨연탄구이,https://m.place.naver.com/restaurant/35769744/menu/list,"흑돼지 근고기(600g), 김치찌개, 백돼지 근고기(600g)"
262,262,262,산호풍경이호점,제주도%20산호풍경이호점,https://m.place.naver.com/restaurant/1286278276/menu/list,
263,263,263,소금바치순이네,제주도%20소금바치순이네,https://m.place.naver.com/restaurant/36690197/menu/list,"돌문어볶음 소, 돌문어볶음 대, 해물탕 소, 해물탕 대, 모듬해산물 소, 모듬해산물 대, 해물뚝배기, 전복뚝배기, 성게국, 보말국, 전복죽, 톳성게비빔밥, 갈치조림 대, 갈치조림 소, 고등어묵은지조림 대"
264,264,264,수애기베이커리,제주도%20수애기베이커리,https://m.place.naver.com/restaurant/1288889499/menu/list,"Espresso Double_에스프레소 더블, Americano_아메리카노, Cafe Latte_카페라떼, Cafe Mocha_카페모카, Flat White_플랫 화이트, Dolche Latte_돌체라떼, Vanilla latte_바닐라라떼, Caramel Latte_카라멜라떼, Caramel Macchiato_카라멜마끼아또, TWG 1837 Black Tea_블랙티, TWG Earl grey _얼그레이, TWG Silver Moon_실버 문, TWG Moroccan Mint_모로칸민트, Green Tea Latte_말차라떼, Choco Latte_초코라떼"
265,265,265,쌍둥이횟집본점,제주도%20쌍둥이횟집본점,https://m.place.naver.com/restaurant/11714447/menu/list,"4인 자특 모듬스페샬, 4인 특 모듬스페샬, 4인 모듬스페샬, 2인 특 모듬스페샬, 2인 스페샬, 다금바리, 갯돔, 구문쟁이(능성어), 벵어돔(구리), 참돔"
266,266,266,아베베베이커리,제주도%20아베베베이커리,https://m.place.naver.com/restaurant/1476605250/menu/list,"제주오메기도너츠, 우도땅콩크림도너츠, 협재 할망떡집 소보로, 더티초코, 샤려니 크림 왕밤빵, 조천오메기품은단팥빵, 제주 오메기떡 소보로 도너츠, 한라산 돌벵이 도너츠 2개, 산방산 고구마 크림 도너츠, 애월 인절미 크림 도너츠, 아베베 더티 초코 크림 도너츠"
267,267,267,어린왕자감귤밭,제주도%20어린왕자감귤밭,https://m.place.naver.com/restaurant/1659002184/menu/list,아메리카노
268,268,268,이스트포레스트,제주도%20이스트포레스트,https://m.place.naver.com/restaurant/1803296766/menu/list,"문어 크림 파스타, 해산물누룽지토마토파스타, 전복버터구이리조또, 한치오일일파스타, 버터 새우 로제파스타, 문어 먹물 리조또, 수비드포레스트 스테이크, 수비드스테이크피자, 고르곤졸라 피자, 마르게리따 피자, 마늘빵"
269,269,269,일돈성산흑돼지,제주도%20일돈성산흑돼지,https://m.place.naver.com/restaurant/1831275437/menu/list,"일돈흑돼지 오겹살, 일돈흑돼지 목살, 흑돼지 김치찌개, 냉면"
270,270,270,자연스러운식당,제주도%20자연스러운식당,https://m.place.naver.com/restaurant/1041364852/menu/list,"한라봉과 유채꽃 꿀을 가미한 그릭문어샐러드, 제주 수블라키 와 차지키, 제주 보말 라이스, 치킨 새우 사가나키, 비스크 링귀니 스파게티, 제주 갈치필렛 빠삐요트, 자연스러운 생선 한마리, 자연스러운 플래터, 자연스러운 2인 쉐어코스, 자연스러운팟(부야베스), 자연스러운 전복 스프"
271,271,271,제스타노래타운,제주도%20제스타노래타운,https://m.place.naver.com/restaurant/1446608935/menu/list,
272,272,272,제주광해애월점,제주도%20제주광해애월점,https://m.place.naver.com/restaurant/1374828905/menu/list,"갈치조림, 고등어조림, 전복뚝배기, 해물뚝배기, 성게미역국, 갈치구이 SET, 광해모둠大, 광해모둠小, 항공모함 통갈치조림, 전복갈치조림 SET 소, 전복갈치조림 SET 대, 전복고등어조림 SET 소, 전복고등어조림 SET 대, 전복구이 추가"
273,273,273,제주김만복본점,제주도%20제주김만복본점,https://m.place.naver.com/restaurant/1773970782/menu/list,"만복이네김밥, 통전복주먹밥, 숯불갈비주먹밥, 오징어무침비빔면, 해물라면, 오징어무침, 간장새우전복장, 삼다수생수, 스프라이트, 코카콜라, 댕귤잼, 댕귤청, 제주김만복 김, 전복돌솥누룽지, 딱새우돌솥누룽지"
274,274,274,제주향토음식점,제주도%20제주향토음식점,https://m.place.naver.com/restaurant/16835580/menu/list,정식 1인(2인이상)
275,275,275,하갈비정육식당,제주도%20하갈비정육식당,https://m.place.naver.com/restaurant/1879049530/menu/list,"투뿔등심(100g), 흑돼지 오겹살(100g), 흑돼지 목살(100g), 채끝등심(100g), 갈비살(100g), 안심(100g), 낙엽살(100g), 제비추리(100g), 치마살(100g), 새우살(100g), 살치살(100g), 안창살(100g), 안거미(100g), 소고기모듬, 대파 육회 (中 180g)"
276,276,276,형제도식당본점,제주도%20형제도식당본점,https://m.place.naver.com/restaurant/37293796/menu/list,"2인 통갈치 구이+조림, 3인 통갈치 구이+조림, 4인 통갈치 구이+조림, 2인 통갈치구이, 3인 통갈치구이, 4인 통갈치구이, 2인 통갈치조림, 3인 통갈치조림, 4인 통갈치조림"
277,277,277,봉순이네 흑돼지,제주도%20봉순이네 흑돼지,https://m.place.naver.com/restaurant/16934117/menu/list,"흑돼지모듬한판 중, 흑돼지한근, 봉순이흑돼지정식, 수제양념갈비, 후식냉면, 라면사리, 흑돼지김치찌개, 후식꽃게된장찌개, 봉순이네흑돼지정식(200g) 점심메뉴, 흑돼지김치전골(점심메뉴), 흑돼지모듬한판 대, 갈매기살, 새우추가, 전복추가"
278,278,278,에오마르(EOMAR),제주도%20에오마르(EOMAR),https://m.place.naver.com/restaurant/1256054205/menu/list,Americano
279,279,279,우정회센타2호점,제주도%20우정회센타2호점,https://m.place.naver.com/restaurant/36631530/menu/list,"새우튀김(10마리), 전복구이(8마리), 우럭, 광어, 참돔, 도다리, 모둠, 딱새우회, 딱새우찜, 딱새우구이, 딱새우간장, 전복회, 딱새우 전복구이, 부시리, 광어"
280,280,280,천돈가 중문본점,제주도%20천돈가 중문본점,https://m.place.naver.com/restaurant/1707288186/menu/list,"제주 흑돼지(근고기) 100g, 제주흑돼지 돈마호크 640g, 제주 흑돼지 추가 300g, 제주흑돼지 돈마호크 추가 300g, 흑돼지김치찌개, 한라산계란찜, 열무국수"
281,281,281,풍림다방 송당점,제주도%20풍림다방 송당점,https://m.place.naver.com/restaurant/34347933/menu/list,"풍림브레붸, 쇼콜라쇼, 아메리카노, 카페 타히티, 아이스 쇼콜라쇼, 풍림더치, 더치라떼, 아이스 아메리카노, 무농약 감귤쥬스, 제주 뎅유지차, 제주 뎅유지 아이스티, 풍림 수제 쌍화자, 소프트 아이스크림, 아포가토, 디카페인 더치"
282,282,282,해월정 서귀포점,제주도%20해월정 서귀포점,https://m.place.naver.com/restaurant/1291320257/menu/list,"해월정세트[2인특선메뉴], 커플세트[2인특선메뉴], 보말칼국수, 보말죽, 성게보말죽, [특]전복잔치물회, 톳부추천, 톳초무침, 해산물한접시, 멍게한접시, 전복한접시, 문어숙회, 모듬물회 특, 문어보말칼국수 특, 성게보말칼국수 특"
283,283,283,KFC 서귀포중문DT,제주도%20KFC 서귀포중문DT,https://m.place.naver.com/restaurant/37123082/menu/list,"핫크리스피/오리지널치킨 8조각, 갓양념/치르르치킨 8조각, 블랙라벨치킨 8조각, 오리지널블랙라벨치킨 8조각, 갓양념블랙라벨치킨 8조각, 블랙라벨 더블다운맥스박스, 블랙라벨 풀앤치즈박스, 징거더블다운맥스박스, 타워박스, 징거박스"
284,284,284,갓포아키제주도점,제주도%20갓포아키제주도점,https://m.place.naver.com/restaurant/1414609688/menu/list,모둠사시미1인
285,285,285,까망돼지서귀포점,제주도%20까망돼지서귀포점,https://m.place.naver.com/restaurant/37411176/menu/list,"제주흑돼지 600g, 제주흑돼지 추가 300g, 진짜생갈비600g, 진짜생갈비 300g, 김치찌개, 된장찌개, 계란찜, 술"
286,286,286,동문시장오복떡집,제주도%20동문시장오복떡집,https://m.place.naver.com/restaurant/13511969/menu/list,"한박스 48개, 오메기떡 낱개1개, 한박스 25개"
287,287,287,별밤지기노래타운,제주도%20별밤지기노래타운,https://m.place.naver.com/restaurant/1081862238/menu/list,
288,288,288,빠라빠빠노래타운,제주도%20빠라빠빠노래타운,https://m.place.naver.com/restaurant/1112718106/menu/list,"모듬 오뎅탕, 새우 치즈스틱"
289,289,289,삼대국수회관본점,제주도%20삼대국수회관본점,https://m.place.naver.com/restaurant/11727502/menu/list,"돔베고기 세트, 만두 세트, 고기국수, 비빔국수, 돼지국밥, 멸치국수, 멸·고기국수, 도가니스지국수, 열무국수(계절메뉴), 도가니스지수육, 아강발, 돔베고기 (대), 물만두 (대), 돔베고기 중, 물만두 소"
290,290,290,서귀포파리바게뜨,제주도%20서귀포파리바게뜨,https://m.place.naver.com/restaurant/36948966/menu/list,"초코가 달콤한 시간, 디럭스 샌드위치, 아메리카노, 카푸치노"
291,291,291,시즈닝제주협재점,제주도%20시즈닝제주협재점,https://m.place.naver.com/restaurant/1323407786/menu/list,"시즈닝 흑돼지한판, 흑돼지 항정살, 시즈닝 2인런치 A_set, 흑돼지 김치찌게"
292,292,292,애월빵공장앤카페,제주도%20애월빵공장앤카페,https://m.place.naver.com/restaurant/1516216333/menu/list,"현무암쌀빵, 한라봉무스, 딸기팡도르, 현무암쌀빵 3구 패키지, 아메리카노(hot), 딸기라떼, 감귤레드향쥬스, 제주당근쥬스, 한라봉에이드, 히비스커스 유자티(hot), 에메랄드비치에이드"
293,293,293,제주김만복애월점,제주도%20제주김만복애월점,https://m.place.naver.com/restaurant/1176451757/menu/list,"만복이네김밥, 통전복주먹밥, 숯불갈비주먹밥, 전복컵밥, 왕전복죽, 해물라면, 오징어무침, 성게미역국, 삼다수생수, 스프라이트, 댕귤차, 댕귤에이드, 제주댕귤잼, 전복돌솥누룽지, 해녀전복죽"
294,294,294,제주도민상회본점,제주도%20제주도민상회본점,https://m.place.naver.com/restaurant/38265308/menu/list,"숙성흑돼지근고기600g, 숙성제주가브리살200g, 흑돼지김치찌개, 숙성흑돼지근고기400g, 점심특선숙성흑돼지2인, 점심특선숙성흑돼지3인, 해물된장찌개(딱새우+전복), 비빔냉면, 물냉면"
295,295,295,제주판타스틱버거,제주도%20제주판타스틱버거,https://m.place.naver.com/restaurant/1483222410/menu/list,"베이직 버거, 화이트 킹, 커리크림소스, 스위트파마산, 커리크림프라이"
296,296,296,카페루시아(본점),제주도%20카페루시아(본점),https://m.place.naver.com/restaurant/37153676/menu/list,"아메리카노, 카페라떼, 아인슈페너, 에이드, 젤라또 (수제), 소금빵"
297,297,297,투썸플레이스(주),제주도%20투썸플레이스(주),https://m.place.naver.com/restaurant/36948883/menu/list,"초콜릿라떼, 카페 아메리카노, 카페 라떼, 카페 모카, 카라멜 마키아또, 콜드브루, 로얄 밀크티"
298,298,298,스시테이,제주도%20스시테이,https://m.place.naver.com/restaurant/1522752942/menu/list,"넘치는카이센동, 도로우니이쿠라동, 연어알추가(30g), 우니도로동, 우니이쿠라동, 우니전복동, 마구로도로동, 사케이쿠라동, 추가사시미, 1인튀김, 추가우니 (성게알) 50g"
299,299,299,성산수산식당,제주도%20성산수산식당,https://m.place.naver.com/restaurant/1176908561/menu/list,"고등어회, 황돔(양식), 벵에돔, 줄돔, 다금바리, 우럭"
300,300,300,고집돌우럭 중문점,제주도%20고집돌우럭 중문점,https://m.place.naver.com/restaurant/766197218/menu/list,"런치_A set, 디너_산(山)"
301,301,301,고집돌우럭 함덕점,제주도%20고집돌우럭 함덕점,https://m.place.naver.com/restaurant/1177301296/menu/list,"런치_A set, 디너_산 상차림"
302,302,302,돌카롱 제주공항점,제주도%20돌카롱 제주공항점,https://m.place.naver.com/restaurant/1485004969/menu/list,"억새카롱, 유채꽃카롱, 수국카롱, 이호테우카롱, 이호테우우유"
303,303,303,롯데리아 제주공항,제주도%20롯데리아 제주공항,https://m.place.naver.com/restaurant/1280968734/menu/list,"한우 트러플머쉬룸, 한우불고기버거, 더블 한우불고기, 핫크리스피버거, 빅불, 데리버거, 새우버거, 불고기버거"
304,304,304,아쿠아플라넷 제주,제주도%20아쿠아플라넷 제주,https://m.place.naver.com/restaurant/19708047/menu/list,"종합권_대인, 종합권_청소년, 경로, 종합권_소인, 미구엘 슈발리에 전시권_대인, 미구엘 슈발리에 전시권_청소년, 경로, 미구엘 슈발리에 전시권_소인"
305,305,305,앙뚜아네트 용담점,제주도%20앙뚜아네트 용담점,https://m.place.naver.com/restaurant/36186986/menu/list,"용두암 클라우드, 현무암 클라우드, 아메리카노 hot, 아메리카노 ice, 카페라떼 hot, 카페라떼 ice, 카라멜마끼아또 hot, 카라멜마끼아또 ice, 흑당카페라떼 ice, 한라봉 에이드, 한라봉 스무디, 제주말차라떼 hot, 제주말차라떼 ice, 초코라떼 hot, 초코라떼 ice"
306,306,306,오가다 제주공항점,제주도%20오가다 제주공항점,https://m.place.naver.com/restaurant/1574128845/menu/list,"제주바당 청귤 에이드, 제주 한라봉 그린티 스무디, 제주 한라봉 라떼, 제주 한라봉 주스"
307,307,307,칠돈가 표선직영점,제주도%20칠돈가 표선직영점,https://m.place.naver.com/restaurant/37182840/menu/list,"흑도야지 근고기 600g, 백도야지 근고기 600g, 김치찌개, 김치전 추가시"
308,308,308,파리바게뜨 중문점,제주도%20파리바게뜨 중문점,https://m.place.naver.com/restaurant/33299931/menu/list,"아메리카노, 아이스아메리카노, 빅아이스아메리카노, 카페라떼, 아이스카페라떼, 카푸치노, 바닐라라떼/카라멜마끼야또/카페모카, 아이스티(복숭아), 녹차/홍차, 흑당달고나라떼ICE, 흑당달고나커피ICE, 따자몽, 따청귤, 녹차라떼/홍차라떼, 스무디(딸기/망고/딸기바나나)"
309,309,309,(주)서촌제 스시100,제주도%20(주)서촌제 스시100,https://m.place.naver.com/restaurant/1967726445/menu/list,"빨간접시, 일반접시, 나무접시"
310,310,310,(주)오드랑베이커리,제주도%20(주)오드랑베이커리,https://m.place.naver.com/restaurant/16886040/menu/list,"마농바게트, 카페모카, 먹물치아바타, 버터프레첼, 선드라이 치아바타, 크랜베리 깜빠뉴, 인절미 브레드, 초코퐁듀, 버터롤, 슈레드 갈릭, 까르보나라 무슈, 어니언 베이글, 아메리카노, 카페라떼, 카푸치노"
311,311,311,롯데리아제주함덕점,제주도%20롯데리아제주함덕점,https://m.place.naver.com/restaurant/1326834420/menu/list,"한우 트러플머쉬룸, 한우불고기버거, 더블 한우불고기, 핫크리스피버거, 빅불, 데리버거, 새우버거, 불고기버거"
312,312,312,스시도모다찌칠성점,제주도%20스시도모다찌칠성점,https://m.place.naver.com/restaurant/1895798730/menu/list,"왕새우튀김, 초밥 1ps"
313,313,313,어반정글그레이밤부,제주도%20어반정글그레이밤부,https://m.place.naver.com/restaurant/1779237096/menu/list,"흑돼지반미, 정글슈페너, 어반슈페너, 그린슈페너, 흑돼지타코, 수박쥬스, 과일에이드, 생코코넛, 허니버터감자튀김, 아메리카노, 카페라떼, 바닐라라떼, 과일차, 얼그레이갸또"
314,314,314,올레흑돼지김치말이,제주도%20올레흑돼지김치말이,https://m.place.naver.com/restaurant/1907654940/menu/list,
315,315,315,은희네해장국노형점,제주도%20은희네해장국노형점,https://m.place.naver.com/restaurant/1733377255/menu/list,"소고기해장국, 내장탕, 순두부"
316,316,316,제주벨미동문시장점,제주도%20제주벨미동문시장점,https://m.place.naver.com/restaurant/1500283256/menu/list,"베지그랑, 마농, 맵지롱, 코소롱, 돌코롬"
317,317,317,파리바게뜨신제주점,제주도%20파리바게뜨신제주점,https://m.place.naver.com/restaurant/16835879/menu/list,"에스프레소, 아메리카노, 카푸치노, 카페라떼, 카페모카, 녹차, 흑당 버블라떼, 자색고구마라떼, 핫초코, 스팀밀크"
318,318,318,파스쿠찌제주제원점,제주도%20파스쿠찌제주제원점,https://m.place.naver.com/restaurant/36026361/menu/list,"오리지널 드립커피 R, 오리지널 드립커피 L, 아메리카노 R, 아메리카노 L, 카페라떼 R, 카페라떼 L"
319,319,319,회가서쪽에서뜨겠네,제주도%20회가서쪽에서뜨겠네,https://m.place.naver.com/restaurant/1776032984/menu/list,"특대방어회(대), 대방어회(소), 고등어회(소), 딱새우회, 모둠회"
320,320,320,다운타우너 제주애월,제주도%20다운타우너 제주애월,https://m.place.naver.com/restaurant/1712742963/menu/list,"아보카도 버거, 베이컨 치즈 버거, 치즈버거, 더블더블 버거, 더블 베이컨 버거, 에그스크렘블 버거, 해시브라운 버거, 싱글 트러플 버거, 더블 트러플 버거, 오리지널 프라이즈, 치즈 프라이즈, 베이컨 치즈 프라이즈, 트러플 파마산 프라이즈, 스파이시 치폴레 프라이즈, 갈릭 버터 프라이즈"
321,321,321,던킨 제주신화월드점,제주도%20던킨 제주신화월드점,https://m.place.naver.com/restaurant/1798568941/menu/list,"아메리카노, 페이머스 글레이즈드, 해피먼치킨컵(10개입)"
322,322,322,성산일출봉 어멍횟집,제주도%20성산일출봉 어멍횟집,https://m.place.naver.com/restaurant/37061112/menu/list,"고등어갈치딱새우(택2), 고등어갈치딱새우반반반, 2인스페셜(코스요리), 어멍특선2인(풀코스요리), 전복회 小, 고등어회, 갈치회, 딱새우회, 뿔소라,멍게,해삼,문어숙회,자숙새우,연어, 다금바리"
323,323,323,정직한돈 협재직영점,제주도%20정직한돈 협재직영점,https://m.place.naver.com/restaurant/1532034543/menu/list,"숙성흑돼지근고기 600g, 갈매기살 200g, 제주 딱새우회, 흑돼지 김치찌개, 공기밥, 제주흑돼지 해물모듬, 제주흑돼지근고기, 제주갈매기살, 딱새우추가(10마리)"
324,324,324,카페노티드 제주애월,제주도%20카페노티드 제주애월,https://m.place.naver.com/restaurant/1431450188/menu/list,AMERICANO
325,325,325,커피냅로스터스 제주,제주도%20커피냅로스터스 제주,https://m.place.naver.com/restaurant/1979060179/menu/list,"Americano, 에스프레소, 플랫화이트, 카페라떼, 카페바닐라, 콜드브루"
326,326,326,락휴노래타운서귀포점,제주도%20락휴노래타운서귀포점,https://m.place.naver.com/restaurant/1986524114/menu/list,"소주, 맥주 , 양주"
327,327,327,에이바우트제대후문점,제주도%20에이바우트제대후문점,https://m.place.naver.com/restaurant/1206677589/menu/list,"모닝커피, 아메리카노, 카페라떼"
328,328,328,제주김만복동문시장점,제주도%20제주김만복동문시장점,https://m.place.naver.com/restaurant/37609800/menu/list,"만복이네 김밥, 통전복주먹밥, 숯불갈비주먹밥, 전복컵밥, 왕전복죽, 전복성게해물면, 성게미역국, 오징어무침, 삼다수 생수, 스프라이트, 댕귤에이드, 댕귤잼, 전복돌솥누룽지"
329,329,329,제주약수터올레시장점,제주도%20제주약수터올레시장점,https://m.place.naver.com/restaurant/1777244767/menu/list,"4종 샘플러 (1040cc), 무료시음서비스, 제주 수제맥주 340cc 잔, 6종 샘플러 (1560cc), 500cc 포장, 1,000cc 포장, 1,500cc 포장, 베이컨&감자튀김, 올레시장건어물파티, 제주 돈육포"
330,330,330,중문수두리보말칼국수,제주도%20중문수두리보말칼국수,https://m.place.naver.com/restaurant/1296235294/menu/list,"수두리보말칼국수, 전복죽, 물만두, 제주막걸리, 우도땅콩막걸리"
331,331,331,칠돈가제주공항직영점,제주도%20칠돈가제주공항직영점,https://m.place.naver.com/restaurant/1977283571/menu/list,"제주흑돼지 근고기 600g, 김치찌개, 칠돈가 근고기 600g, 냉면, 된장찌개, 공기밥"
332,332,332,케이에프씨제주시청점,제주도%20케이에프씨제주시청점,https://m.place.naver.com/restaurant/1107416809/menu/list,"케이준후라이, 코울슬로, 에그타르트, 비스켓, 징거버거"
333,333,333,테디밸리골프앤리조트,제주도%20테디밸리골프앤리조트,https://m.place.naver.com/restaurant/38460408/menu/list,
334,334,334,파리바게뜨한라병원점,제주도%20파리바게뜨한라병원점,https://m.place.naver.com/restaurant/1159319820/menu/list,"아이스티, 에이드, 스무디, 딸기라떼, 팥빙수"
335,335,335,폴 바셋 제주용담DT점,제주도%20폴 바셋 제주용담DT점,https://m.place.naver.com/restaurant/1728363081/menu/list,"룽고 (Standard), 카페라떼 (Standard), 상하목장 아이스크림"
336,336,336,안녕협재씨 제주협재점,제주도%20안녕협재씨 제주협재점,https://m.place.naver.com/restaurant/1094909215/menu/list,"딱새우장비빔밥, 통전복내장비빔밥, 돌문어장비빔밥, 도마반판, 도마한판"
337,337,337,엔츠노래타운연동3호점,제주도%20엔츠노래타운연동3호점,https://m.place.naver.com/restaurant/1337406233/menu/list,"소주, 맥주"
338,338,338,주왕산업개발 주식회사,제주도%20주왕산업개발 주식회사,https://m.place.naver.com/restaurant/1067226931/menu/list,
339,339,339,투썸플레이스 용두암점,제주도%20투썸플레이스 용두암점,https://m.place.naver.com/restaurant/1063668324/menu/list,"아메리카노, 카페라떼, 티라미슈라떼, 스페니쉬연유카페라떼, 프렌치얼그레이, 카푸치노, 바닐라카페라떼, 카페모카, 카라멜 마키아또, 숏 카페라떼, 롱블랙, 에스프레소, 아이스크림 카페라떼, 콜드브루, 콜드브루 라떼"
