,Unnamed: 0,CL_NM,TRRSRT_NM,ADDR,ADDR_new,TEL_NO,TOT_ENTRN_NMPR_CO,SETLE_PRICE,ENTRN_DE,SGNG_CD,LGDNG_CD
35,131648,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,3,23500,20210906,50130,11900
36,131651,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210906,50130,11900
37,131652,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210906,50130,11900
38,131653,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,3,43300,20210907,50130,11900
39,131654,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,1,9700,20210907,50130,11900
40,131655,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210907,50130,11900
41,131656,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210907,50130,11900
42,131657,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,5,44700,20210907,50130,11900
43,131658,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,1,9700,20210908,50130,11900
44,131660,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,3,116700,20210908,50130,11900
45,131661,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,1,9700,20210908,50130,11900
46,131663,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,3,29100,20210908,50130,11900
47,131664,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,1,9700,20210908,50130,11900
48,131665,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,3,29100,20210908,50130,11900
49,131667,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,32400,20210908,50130,11900
50,131668,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,2,19400,20210908,50130,11900
51,131669,자연,여미지식물원,제주특별자치도 서귀포시 중문관광로 93,제주특별자치도 서귀포시 색달동,647351100.0,1,9700,20210908,50130,11900
