,이름,purpose1,purpose2,purpose3,popularity,co2,loc1,loc2,주변관광지,주변음식점,주변숙박
109,박수기정,0.5015358610393252,0.2101325352784476,0.3291037308631113,0.6074064517717711,1.639160513065761,8,4,"['안덕계곡', '군산(군산오름,코메오름)', '박수기정', '건강과성박물관', '제주올레 8코스', '논짓물', '화순금모래해수욕장', '그린크루즈(산방산유람선)', '화순금모래해수욕장담수수영장', '대평포구', '제주올레 9코스', '화순리 유채꽃길', '제주해양레저파크', '열리해안길', '창고천생태공원', '예래해안도로', '곤물', '하예포구(예래포구)', '볼레낭길', '월나봉(도래오름)']","['운정이네', '피제리아3657', '산방산초가집', '제주진미마돈가', '중앙식당', '난드르깡통구이', '마라도에서온자장면집', '빌레왓', '카페피크닉(르피크닉)', '카페루시아', '생원전복', '감산우리가든', '순심이네한라봉돼지갈비', '바람이풀에그림그린날', '내담', '물고기카페', '가온해', '식과함께', '휴일로', '해조네', '난드르바당']","['베이힐 풀앤빌라', '와이리조트 제주', '에쿠스모텔', '펜션머물다', '그랜드메르호텔', '라림부띠끄호텔', '도도펜션', '하바다 통나무집', '중문빌리지', '난드르통나무집', '늘바다통나무펜션', '곰씨비씨게스트하우스', '하얀도화지', '쥬빌리펜션', '호텔 스카브로', '펜션연리', '바산올레펜션', '갯바위펜션', '웨스티하우스', '투데이제주펜션', '개스트하우스 말2']"
110,탑동,0.5005830597432473,0.7201807048062959,0.6026068011671872,0.5849335959197126,4.224147250214617,2,0,"['용두암', '관덕정', '용연', '제주목관아', '국립제주박물관', '민속자연사박물관', '탑동', '삼성혈', '사라봉', '두맹이골목', '용담/용두암 해안도로', '전농로 서사라문화거리', '제주문예회관', '보물섬하이킹', '용담레포츠공원', '산지천', '제주국제공항', '제주 패러글라이딩 스쿨', '김만덕객주', '흑돼지거리', '산지등대', '용두암해안도로카페거리', '탑동해변공연장', '사라봉공원', '김만덕기념관', '별도봉', '용연카누클럽', '오현단', '아라리오뮤지엄탑동시네마', '제주성지', '제주향교', '제주교육박물관', '아라리오뮤지엄동문모텔1', '비블리아성서식물원', '제주스쿠터여행', '아홉굿마을 낙천리 농어촌체험마을', '돛오름', '아라리오뮤지엄동문모텔2', '신산공원', '남수각 하늘길 벽화거리']","['제주김만복(만복이네김밥집)', '우진해장국', '미친부엌', '고집돌우럭(제주공항점)', '김희선몸국', '오라숲소리', '만선식당', '삼다도횟집', '바다풍경횟집', '산지물식당(건입동본점)', '쉬림프박스', '신설오름', '살롱드라방 SALON de LAVANT', '국수마당', '일통이반', '서문수산', '덤장', '넉둥베기 고사리육개장', '은희네해장국(일도점)', '골막식당', '하노이안브라더스', '제주침시술소바 (오로라식품)', '탑동산호전복', '바다위에코끼리', '화로향', '현옥식당', '성미식당', '제주토속', '삼대국수회관', '태광식당', '옛날동문시장칼국수', '섬채', '명성식당', '해금강횟집', '초밥군커피씨', '토끼와거북이']","['라마다프라자 제주호텔', '오션스위츠호텔 제주', '호텔 리젠트마린', '갤럭시호텔 제주', '미소게스트하우스', '슴게스트하우스 제주공항점', '제주오리엔탈호텔', '호스텔린든(Hostel lyndon)', '게스트하우스7']"
111,닭머르해안길,0.6428772694439842,0.4239491077910866,0.4454316343454342,0.6035896532450703,1.639160513065761,1,0,"['닭머르해안길', '삼양해수욕장', '서우봉', '제주올레 18코스', '제주 삼양동 유적', '연북정', '제주항일기념관', '원당봉', '조천만세동산', '평화통일 불사리탑', '조함해안도로', '불탑사 (5층석탑)', '조천비석거리', '천주교 순례길 - 김기량길', '삼화포구', '삼양 셋다리물', '그제바람 윈드서핑패들보드', '조천중학원 옛터', '해빛']","['냠냠제주', '땅꼬분식 뷔페', '신촌덕인당', '어머니몸국', '유기농커피 카페다', '카페비글', '원더먼트제주', '원당골', '타임스탬프', '에오마르', '황제궁', '백리향', '고요새', '미쿠니']","['꿈꾸는섬 게스트하우스', '소라담하우스', '눈먼고래', '제주코기네', '조천댁', '조천스테이', '바다파파', '신촌돌집', '함덕산티아고게스트하우스', '블랙샌즈호텔', '하루앤하루', '바다향기', '제주와요펜션', '아침해변', '썬베이펜션', '비치조아', '씨앤하우스']"
112,도두봉,0.770041535965705,0.186498812883173,0.2491827774128361,0.6355773287384675,4.831688882772544,2,0,"['이호테우말등대', '도두봉', '도두동 무지개 해안도로', '이호테우해수욕장', '누웨마루거리(구 바오젠)', '제주올레 17코스', '제주국제공항', '용두암해안도로카페거리', '제주 카카오캠핑', '스쿠버스쿨', '제주 이호털보 배낚시', '도두항', '도두해안도로', '중앙병원', '제주한라병원', '이호-내도 해안도로', '캐니언파크', '이호털보네배낚시', '어영공원', '제주국제공항(정뜨르비행장)', '아름다운피부과', '추억애거리', '오래물', '현사포구', '조선한의원']","['순옥이네 명가', '김희선몸국', '도두해녀의집', '닐모리동동', '제주올레냉면 제주노형점', '삼무국수', '웅스키친', '카페 도두', '모메존', '제라한보쌈', '이게밥도둑', '흑돼지킹생구이전문점', '올래회어촌', '라지마할 RAJMAHAL', '노을언덕', '도두반점', '하와이새우트럭', '마린보이횟집', '딤섬9898', '부르네비어가든', '우림일식', '어머니와고등어', '빠라빠빵', '겐짱야', '루스트플레이스 노형점', '탭하우스더코너', '승범이네집', '엘리펀시아', '이오리', '가야아구찜', '킨포크', '더화원', '에스프레소 라운지', '컴홈', '천하대장군', '길벗식당']","['베스트웨스턴제주호텔', '롯데시티호텔제주', '하워드존슨 제주 연동 호텔', '밸류호텔 월드와이드 제주', '호텔레오', '펄리플러스', '아모렉스리조트', '제주메이플호텔', '빌림', '가이아호텔', '호텔 스카이파크 제주1호점', '그랜드 하얏트 제주', '제주펜션오다', '비아 제주', '디셈버호텔', '부르네스테이', '아림민박', '썬비치리조트', '비스타리조트', '씨앤관광호텔', '내도바당펜션', '씨엘블루호텔', '늘송파크텔', '제주인호텔', '예다움휴양펜션', '호텔제이엠', '스토리하우스펜션', 'JK라마다앙코르 제주연동호텔', '제주포시즌호텔', '골든비치', '하와이펜션', '파크사이드호텔', '사랑터울']"
113,이중섭미술관,0.2786001956230732,0.3884132570890832,0.3909017901136852,0.5855827358321534,2.984977447181818,11,9,"['천지연폭포', '정방폭포', '황우지해안', '외돌개', '이중섭거리', '새연교', '서귀포잠수함(대국해저관광)', '제주올레 7코스', '서귀포칠십리시공원', '서귀포예술의전당', '이중섭미술관', '걸매생태공원', '새섬', '소정방폭포', '자구리공원', '서귀포항', '문섬(서귀포해양도립공원)', '서복전시관', '세계조가비박물관', '황우지해안 열두굴', '이중섭거주지', '서귀포시립기당미술관', '석부작박물관', '올레여행자센터', '간세공방', '서귀포층패류화석산지', '왈종미술관', '걸매예술마을', '삼매봉', '소암현중화기념관', '소라의성', '거믄여해안경승지', '소남머리', '정모시쉼터', '서귀포 하영올레', '천주교 순례길 - 하논성당길', '보롬이(하논, 화구구)', '천지연기정길', '백년초농장박물관', '서귀포의료원', '문화빳데리 충전소', '하논마르', '솔동산8경']","['서귀포네거리식당', '덕성원', '전원일기', '기억나는집', '쌍둥이횟집본점', '안거리밖거리', '비포크비스트로', '뽈살집', '오는정김밥', '제주흑돈세상수라간', '88버거', '올레수산회센터', '맛있는집', '제주올레횟집', '서귀포바당물회', '모루쿠다', '천지연해물전복뚝배기', '소녀방앗간', '유동커피', '한라네 김밥', '제리스펍', '이어도전복해물전문점', '제주명가두루치기', '흑한우명품관', '자리돔횟집', '나원회포차', '아싸횟집', '황금어장', '포트그릴 스테이크하우스', '소반', '서귀포흑돈', '파시랑', '몬스테라 자구리']","['서귀포KAL호텔', '나날 게스트하우스', '파크 선샤인 제주', '백패커스홈', '서귀포푸른바다', '미도호스텔', '화인호텔', '제주 오션팰리스 호텔', '제주하이킹 INN(구덕게스트하우스)', '데이즈호텔 제주서귀포오션', '더베이리조트', '올레스테이', '엠스테이호텔', '바다해호텔', '제주나인 부띠끄', '라벤다호텔', '바닷가하얀집', '굿데이 펜션', '한라궁', '서귀포귤림성']"
114,제주대학교 가는길,0.4713271284360206,0.3888314041477183,0.3374754233512549,0.4465667837937162,1.5251827666666664,2,0,"['아침미소목장', '제주별빛누리공원[제한적운영중]', '제주난타', '카카오본사(구 스페이스닷원)', '산천단', '제주대학교 가는길', '갤러리2 중선농원', '삼의악트레킹코스', '산천단곰솔', '제주대학교병원', '세미오름(삼의양오름)', '이편한치과', '나틸다']","['메종드쁘띠푸루', '제대가는길', '블리케이크', '바람카페', '리틀비엣', '김이박', '꽃밭에서', '위더스트래블', '컬쳐드', '돌미롱', '픽스커피', '정가네 밥상', '커피템플', '베이커리 포그', '서진향해장국', '죽성고을']","['또랑게스트하우스', '호텔난타', '자연인']"
115,동백동산,0.574673197310678,0.6106949878200505,0.7949032259383505,0.6563477760956744,4.831688882772544,1,0,"['동백동산', '제주라프 짚라인', '벨리타', '비자림농원', '선흘1리', '동복환해장성', '목시물굴', '북촌환해장성', '불카분낭 (불타버린 나무)']","['제주한면가', '카페세바', '하늘창고', '선흘곶']",['동백동산펜션']
116,서귀포치유의숲,0.4630027635049971,0.5830861785854787,0.4419190987627851,0.6671716941566846,4.831688882772544,11,9,"['서귀포치유의숲', '들렁모루 산책길', '제주올레 7-1코스', '미악산 (턥오름, 쌀오름, 솔오름)', '각시바우오름']",['비브레이브커피로스터스'],"['제주아이브리조트', '제주카사블랑카펜션', '라마다앙코르 서귀포 이스트 호텔', '알앤비타운', '한라하이츠펜션']"
117,월정리 카약체험장,0.3809607245053266,0.5611406357255821,0.3558703677656328,0.6460164778831726,3.474840539979436,16,13,"['만장굴', '월정리해변', '김녕해수욕장', '월정리 카약체험장', '김녕 지질트레일', '김녕해수욕장야영장', '해맞이해안로', '타보카 월정리투명카약', '제주올레 20코스', '김녕해안도로', '김녕 청굴물', '월정리해안도로', '금룡사 템플스테이', '진빌레 밭담길', '입산봉(삿갓오름)', '공방:하루_반']","['구좌상회', '카페콧수염', '월정리에서브런치', '쪼끌락', '월정리갈비밥', '모래비카페', '월정리로와', '우드스탁', '머문카페', '소곱에', '바당지기', '그초록', '떡하니', '돌코롬허니', '월리월리', '타코마씸', '배롱개', '우리두리식당', '이찌마루', '너는파라다이스길리', '봉쉡망고', '만월당', '월정해녀식당', '토끼문', '월정리LOWA']","['소풍(월정리)', '동박생이', '여울목게스트하우스(월정리)', '제주돌집2호점 (스코리아)', '김녕한옥 용암정원', '뒹글하우스', '소낭게스트하우스', '비오하우스', '달콤한아침', '월정에비뉴', '월정소랑', '월정플레이스', '바람돌이하우스', '달빛고운펜션', '한모살', '이찌마루&잠비']"
118,위미리 동백나무군락,0.4994568048907792,0.5593267195208724,0.8568188642552587,0.6454054176747301,3.4111262929909456,12,9,"['제주동백수목원', '위미리 동백나무군락', '가뫼물', '코코몽 에코파크', '남원큰엉해변', '제주올레 5코스', '위미항', '그랑블루호(선상낚시)', '공천포', '자배봉(자배오름,망오름)', '남원 위미2리 어촌계', '이음새']","['서연의집(영화 건축학개론)', '한라앤탐', '와랑와랑카페', '우드노트', '위미항활어회센터', '모노클제주', '카페이피엘', '마므레', '시즌박스', '키아스마', '털보네 고양이', '네이쳐캔바스', '로드3.7 (road3.7)', '시스베이글']","['금호리조트제주', '소랑호젠', 'be Lazy B&B', '넙빌레하우스', '제주목화휴양펜션', '제주도통나무펜션', '뜨리바다펜션', '방울풍뎅이 하우스', '미소가펜션', '한라앤탐 펜션', '리치웨이 펜션', '힐링캠프펜션', '두리안펜션']"
119,제주공룡랜드[휴장중],0.4390175132340028,0.8734550590723998,0.4972986885074066,0.6187702104220862,0.94282397787324,3,0,"['아날로그감귤밭', '항파두리항몽유적지', '제주공룡랜드[휴장중]', '무수천', '사진놀이터', '백제사 템플스테이', '광령귤나무', '쉼터마을 유수암리 농어촌체험마을', '금덕무환자나무및팽나무군락', '고사리숲', '동귀방파제', '백제사']","['버터모닝', '마마롱(애월)', '제주기정떡', '73st', '1950하우스', '블루사이공', '오메오메']","['헤리티지', '폴라리스인제주', '제주이야기펜션', '나인스파빌', 'UTS제주골프빌리지', '옛살라비', '올레해오름펜션']"
120,종달리수국길,0.5571139109550668,0.367143420306046,0.506344297032451,0.5920510636885765,4.831688882772544,16,13,"['종달리수국길', '하도해변', '토끼섬', '종달리해안도로', '별방진', '종달리전망대', '구좌 하도어촌계', '종달리해변', '하도리 철새도래지', '이로이로공방', '굴동포구', '금붕사']","['산도롱맨도롱', '비어라운드(Be around)', '카페제주동네', '바다는안보여요', '술도가제주바당', '수다뜰', '석다원', '달리다방', '종달해녀의집', '이스트포레스트']","['수상한소금밭게스트하우스', '비젠빌리지', '제주도푸른산푸른바다', '제주바다펜션', '구름밭하우스', '발리인제주', '뚜르드제주게스트하우스', '언니네여인숙', '드헤브펜션', '하도리일번지', '별똥별채집소', '동촌하우스', '수필하우스', '더하도스파빌라', '달집게스트하우스', '다올제민박', '제주도 레인보우', '스테이지게스트하우스', '제주파도소리', '종달스토리', '하늘을달리다', '아모르하우스', '더하우스펜션', '디스이즈핫', '바우하우스']"
121,한라수목원,0.5053812845605513,0.7356833816372232,0.5179706606632191,0.652106630689678,0.7152281137000001,2,0,"['제주러브랜드[휴업중]', '한라수목원', '신비의도로카트체험장', '제주특별자치도 도립미술관', '브릭캠퍼스', '수목원테마파크', '신비의도로', '아이스뮤지엄', '누웨마루거리(구 바오젠)', '플레이박스VR', '레이저서바이벌M', '제주 카카오캠핑', '민오름(오라동)', '수목원테마공원(야시장길&LED공원)', '제주한라병원', '캐니언파크', '민오름(조천읍)', '손방둥이', '아름다운피부과', '조선한의원', '방일리공원', '제원한의원', '한국건강관리협회제주특별자치도부', '연미마을(오라리 방화사건 현장)', '쁘램 요가']","['올래국수', '돈사돈', '김지순의 낭푼밥상', '명당양과', '앞뱅디식당', '흑돈가', '제주올레냉면 제주노형점', '늘봄흑돼지', '연동마라도횟집', '제주901', '삼무국수', '메밀꽃차롱', '제주 어가', '황금어장(제주시)', '보스코화덕피자', '영주말가든', '유리네', '레드팬더', '아라파파 a la papa', '광원', '삼대국수회관 신제주점', '만원의행복', '좀녀마을뚝배기', '수복강녕', '제라한보쌈', '이게밥도둑', '흑돼지킹생구이전문점', '탕궁훠궈', '메콩스카이', '망고홀릭 제주본점', '미풍해장국 신제주점', '남해횟집', '라지마할 RAJMAHAL', '노조미', '김명자굴국밥(제주본점)', '삼성혈해물탕', '하와이새우트럭', '짬뽕에취한날', '포도원흑돼지', '거부한정식(신제주점)', '애월바베', '우수미회센타', '딤섬9898', '제스피', '우림일식', '청해원', '만부정', '깜돈 흑돼지', '쁠랑뜨']","['메종글래드 제주', '신라스테이 제주', '제주bp게스트하우스 JEJU BP GUESTHOUSE', '베스트웨스턴제주호텔', '롯데시티호텔제주', '하워드존슨 제주 연동 호텔', '베니키아 아이진호텔', '밸류호텔 월드와이드 제주', '호텔레오', '제주메이플호텔', '아트모텔', '가이아호텔', '다이아몬드 호텔', '호텔 스카이파크 제주1호점', '그랜드 하얏트 제주', '도일모텔', '비아 제주', '디셈버호텔', '스위트모텔', '제주썬호텔&카지노', '호텔더원', '늘송파크텔']"
122,제주현대미술관,0.3473638707854121,0.654103721630957,0.4449251029192812,0.6200249157309826,7.082343576090907,6,4,"['환상숲 곶자왈공원', '생각하는정원', '제주유리의성', '제주현대미술관', '더마파크', '저지 예술인 마을', '제주도립김창열미술관', '제주카트클럽', '저지오름(닥몰오름,새오름)', '방림원', '더마카트', '제주돌마을공원', '문도지오름 (문돗지)', '액티브파크', '라온승마클럽', '동산농원 딸기체험장', '라온골프클럽', '환상숲곶자왈 담앙족욕', '금능포구', '느지리오름(망오름)', '마오름(한경)', '문화예술마을 저지리 농어촌체험마을', '청수성결교회', '라온주 실내체험동물원', '새시물']","['제주맥주 양조장', '뉴저지카페', '명리동식당', '유람위드북스', '몽생이', '탐라반상', '다람쥐 식탁', '느지리식식당', '로스터리카페 담담', '쿠싱 샌드위치', '뚱보아저씨']","['UncleBORO게스트하우스', '에덴통나무빌리지', '피우다 게스트하우스', '삼보민박', '제주우리집펜션', '아템파우제', '지니코티지']"
123,형제섬,0.5461576494573374,0.3123117782608439,0.4345712354273661,0.5115246800684886,1.639160513065761,8,4,"['용머리해안', '산방산', '송악산', '산방산 용머리해안 지질트레일', '사계해변', '제주올레 10코스', '하멜상선전시관', '송악산 진지동굴', '산방산 랜드', '하모씨워킹', '형제섬', '사계해안도로', '사계 용머리해안 (해산물)', '송악카트체험장', '설쿰바당', '하멜기념비', '발자국화석공원', '안덕면 사계어촌계', '형제해안로전망대', '동알오름', '송악힐링풋스킨']","['젠하이드어웨이', '치치퐁', '사계바다', '헤이브라더', '남경미락', '제주 강남해물탕', '춘미향 식당', '송악산 엉클스 화덕 피자', '고서방해물탕', '순천미향', '텐피자', '진미명가식당', '용림식당', 'kim여사의밥상', '레이지박스', '스테이위드커피', '써니하우스 커피&핫도그', '구닮카페(구름을닮다)', '큰돈가 본점', '오라디오라', '뷰스트', '커피스케치']","['제주해안휴양펜션(제주해안펜션)', '글라라의집', '훼밀리민박', '아올키즈펜션', '썬앤문리조트', '엄블랑펜션', '솔로 게스트하우스', '바닷가하우스펜션', '바다스케치', '바다의향기', '사계여행민박', '알랑가게스트하우스', '강남하우스펜션', '몬떼뷰 스테이']"
124,동굴의 다원 다희연,0.3591677701121062,0.7507387417267024,0.372821846212032,0.636811135187396,1.204369187904762,1,0,"['제주조천스위스마을', '선녀와나무꾼', '동굴의 다원 다희연', '제주라프 짚라인', '캐릭파크', '포레스트 사파리', '마원', '제라진 제주오프로드 사파리', '캔디원', '알밤(알바매기, 알밤오름)', '세미오름(샘이오름)', '부대악오름', '웃밤(웃바매기,웃밤오름)', '낙선동 4.3성', '샘이오름', '종남마을', '제주햇살농원', '빠우사']","['상춘재', '카페동백', '나무카페', '샤라의정원', '고사리식당', '선흘방주할매식당', '아꼬떼카페', '카페선흘', '카페2085', '시나르', '동구미', '더 콘테나']","['제주조천스위스마을게스트하우스', '비안', '길섶나그네펜션', '숲골 제주독채펜션', '목조 독채민박 멍3닷컴']"
125,범섬,0.5829115234936203,0.476775206802955,0.6076768030684986,0.5790722961697216,1.639160513065761,11,9,"['범섬', '서건도', '법환포구', '강정천유원지', '제주다이브 체험다이빙', '막숙', '돔베낭길', '돔베낭골', '서귀포해안']","['대우정', '제스토리', '법환어촌계횟집', '그릴데미그라스', '탐라화덕피자', '아뜰리에안', '뿔소라몽땅정식', '월드컵흑돼지', '호도제과', '망고홀릭 법환점', '벙커하우스', '다미안', '카페탠저린']","['아이비테라스', '범섬풍경', '돌고래하우스(캠핑장)', '폴에이리조트', '제주락', '라오체리조트', '더비비스제주', '흰고래게스트하우스', '에띠에리조트', '마린포트리조트', '팜빌리지', '가름게스트하우스', '유러하우스', '블루펄', '오션트리', '레지나팬션', '오랑제리펜션', '더그랜드섬오름', '씨오르리조트', '소담펜션', '호도하우스', '바다위올레펜션', '골드원 호텔 & 스위트', '다이브게스트하우스', '블란디야']"
126,성산항,0.5788202942030202,0.4433843999688662,0.4881595552861795,0.5725191927713306,1.639160513065761,15,13,"['성산일출봉(UNESCO 세계자연유산)', '광치기해변', '우도잠수함(제주씨월드)', '제주올레 1코스', '성산항', '성산 유채꽃재배단지', '오조포구', '성산포항', '취다선리조트', '성산~세화 해안도로', '아일랜드에프', '산호레저', '등머을레져', '터진목 & 성산면 4·3희생자 위령비', '성산초등학교 서청특별중대 주둔지']","['성산회관', '경미네집(경미휴게소)', '바다의집', '그리운바다성산포', '복자씨연탄구이', '제주뚝배기', '봉끄랑', '성산해오름식당', '한성식당', '만조이천쌀밥', '일출봉쑥빵보리빵', '성산진미식당', '파리바게뜨 성산일출봉점', '돌섬', '코코마마', '오조해녀의 집', '돌하르방 뚝배기', '카페코지', '등경돌식당', '시흥해녀의집', '파파야 수제버거', '성산흑돼지두루치기', '둥지식당', '인더오조', '해뜰', '고가네', '백기해녀의 집', '성산 고등어쌈밥 김치찜', '물회영해초영', '문화통닭', '청운식당', '장승포식당', '선미식당', '새벽숯불가든', '호랑이해장국', '일출왕뚝배기', '해마루', '망고홀릭 성산일출봉점', '하얀산호식당', '일탈흑돼지', '꽃담팥집카페', '윌라라', '바당꺼몬딱', '탐라흑돼지', '해뜨는식당', '짱아저씨', '모퉁이스낵', '망고봉봉', '성산일출봉 해송갈치전문점', '뽀요요 카페', '성산해녀짬뽕']","['아름다운리조트', '플레이스 캠프 제주', '봄그리고가을호텔&리조트', '더포그레이스호텔앤리조트', '더클라우드호텔', '코델리아리조트', '성산우리집 펜션', '미도모텔', '1915 지오하우스', '보물섬', '썬레이크빌제주', '뽀요요펜션', '블루마운틴호텔', '쏠레 민박', '성산아침노을펜션', '하얀산호민박', '브리즈베이호텔', '볕들이펜션', '푸르미르 펜션', '코시롱게스트하우스', '스테이지게스트하우스', '펠리스타운', '토마토하우스', '도시락게스트하우스', '오조리비앤비(Ojoribnb)', '마주보기펜션', '해돋는마을', '호텔아로하', '노닐다 게스트하우스', '일출썬 펜션', '핫플게스트하우스']"
127,제주올레 8코스,0.8756553693667984,0.5625625153772902,0.5684800381990542,0.5901149546617102,1.639160513065761,10,9,"['중문색달해수욕장', '중문관광단지', '박물관은 살아있다', '여미지식물원', '군산(군산오름,코메오름)', '퍼시픽 리솜 요트투어 샹그릴라', '테디베어뮤지엄제주', '박수기정', '제주올레 8코스', '초콜릿랜드', '엉덩물계곡', '쉬리의언덕', '논짓물', '별내린전망대', '대평포구', '제주해양레저', '예래생태체험관', '제주올레 9코스', '중문색달해변(해산물)', '제주해양레저파크', '열리해안길', '중문컨트리클럽', '예래해안도로', '하예포구(예래포구)', '중문골프장', '롯데호텔 브이스파', '스위트호텔 아로마', '김서프제주']","['국수바다 본점', '중문어촌계해녀의집', '중문덤장', '피제리아3657', '몽키비치클럽 Monkey Beach', '더파크뷰(신라호텔)', '제주진미마돈가', '옐로우카페 (yellow cafe)', '난드르깡통구이', '카페피크닉(르피크닉)', '돈이랑', '카페루시아', '서민흑돼지', '신우성타운', '내담', '물고기카페', '카페세렌디', '가온해', '사우스바운더', '휴일로', '해조네', '난드르바당']","['신라호텔제주', '롯데호텔 제주', '히든클리프 호텔 앤 네이쳐', '베이힐 풀앤빌라', '제주하나호텔', '스위트호텔 제주', '펜션머물다', '그랜드메르호텔', '제주팡숑예래', '라림부띠끄호텔', '도도펜션', '하바다 통나무집', '중문빌리지', '난드르통나무집', '늘바다통나무펜션', '곰씨비씨게스트하우스', '하얀도화지', '쥬빌리펜션', '호텔 스카브로', '펜션연리', '씨사이드아덴', '바산올레펜션', '그랜드 조선 제주', '갯바위펜션', '팜힐', '웨스티하우스', '투데이제주펜션']"
128,제주해양동물박물관,0.0852747550545221,0.1911759378305783,0.1207544875971431,0.6042267988543915,2.922076029545454,15,13,"['제주베니스랜드', '제주해양동물박물관', '유건에오름', '제주어울림감귤체험농장']","['달래식당', '리솔라 무인카페']","['편운산장', '그린나래', '그림그리는펜션', '블랙롯지', '탐라누리', '제주성산아일랜드', '공감민박']"
129,혼인지,0.4541035546074273,0.4473591488163729,0.7081640488582444,0.5939834314396304,0.4368766248181818,15,13,"['제주커피박물관 바움 Baum', '혼인지', '미천굴', '제주올레 2코스', '대수산봉(큰물뫼,물미오름)', '신양해안도로', '온평리 포구', '온평리 환해장성', '소수산봉(족은물뫼)', '빛의 벙커']","['옛날옛적', '삼대해녀의집', '청호식당', '순덕이네해산물장터', '소라네집', '쫑이네해산물', '로이앤메이']","['오션스퀘어', '꽃하루방게스트하우스', '언덕위에 빨간지붕', '제주휴리조트', '제주빌레성 통나무휴양펜션', '라메종베니in제주', '수하리839', '제주에살다', '바랑쉬게스트하우스', '제주올레돔']"
130,테디베어뮤지엄제주,0.3197357770998707,0.7435775893260611,0.4227277593212959,0.6156265423191187,11.6917416557,10,9,"['주상절리대(중문대포해안)', '천제연폭포', '제주실탄사격장', '중문색달해수욕장', '중문관광단지', '박물관은 살아있다', '여미지식물원', '퍼시픽 리솜 요트투어 샹그릴라', '테디베어뮤지엄제주', '시크릿가든촬영지', '제주올레 8코스', '초콜릿랜드', '엉덩물계곡', '아프리카박물관', '쉬리의언덕', '논짓물', '제주국제컨벤션센터 icc', '별내린전망대', '디스커버제주', '그랑블루 요트투어', '조안베어뮤지엄', '제주제트', '베릿네오름', '제주국제평화센터', '제주해양레저', '예래생태체험관', '중문색달해변(해산물)', '중문컨트리클럽', '푸른콩 방주영농조합법인', '씨에스호텔 프라이빗스파', '중문골프장', '대포포구', '천제연폭포 & 제주4.3중문면희생자위령비']","['고집돌우럭(중문)', '바다다', '수두리보말칼국수', '흑돼지구이집 하영', '제주미향', '국수바다 본점', '중문어촌계해녀의집', '중문덤장', '몽키비치클럽 Monkey Beach', '더파크뷰(신라호텔)', '중문랜드프리미엄뷔페', '이드레국수', '중문신라원', '쉬는팡가든', '천제연토속음식점', '옐로우카페 (yellow cafe)', '제주오성', '중문수원음식점', '주상절리회국수', '이조은식당', '중문대들보', '델리지아레스토랑', '대포횟집', '운해횟집', '예지원', '색달식당', '소울키친', '하나로국밥', '돈이랑', '제주중문수제맥주', '오르막가든', '사해방흑돼지', '어부와농부', '대기정', '중문솥뚜껑', '중화요리 사해방', '중문자연산횟집', '서민흑돼지']","['신라호텔제주', '롯데호텔 제주', '씨에스호텔앤리조트', '히든클리프 호텔 앤 네이쳐', '베이힐 풀앤빌라', '더본 호텔', '제주 에코 스위츠 펜션', '제주부영호텔엔리조트', '제주하나호텔', '담앤루펜션리조트', '스위트호텔 제주', '중문스테이', '베니키아 중문호텔', '게스트하우스 클럽 제이제이', '스머프하우스', '일레인호텔', '펜션머물다', '제주부영청소년수련원', '지삿개풍경', '그랜드메르호텔', '제주팡숑예래', '제주디오빌', '제주스테이비우다', '썬라이즈호텔', '중문빌리지', '에리두 Cafe n Beds', '올리수펜션']"
131,귤밭76번지,0.297726100376483,0.4921073177889267,0.3142284769559385,0.6219040268382577,16.11434309656213,8,4,"['카멜리아힐', '제주실탄사격장', '헬로키티아일랜드', '귤밭76번지', '세계자동차 & 피아노박물관', '제주유리박물관', '피규어뮤지엄 제주', '중문미로파크', '뽀로로&타요 테마파크 제주', '대유ATV수렵사격랜드', '서광리 곶자왈생태탐방로', '창고천생태공원', '한라의향기']","['운정이네', '중문랜드프리미엄뷔페', '아뜰리에 제주명월', '숨비나리카페', '창천삼거리식당', '숨비나리', '헬로키티아일랜드카페', '춘심이네 본점', '서광리123']","['중문훼미리리조트', '서귀포호텔 카라반', '레이크힐스 제주 리조트', '테디밸리호텔', '중문햇빛펜션', '쉴띠펜션&게스트하우스']"
132,"당산봉(당오름,차귀오름)",0.6646674813213007,0.2571981623522476,0.3548673226092425,0.4889088751775189,4.831688882772544,6,4,"['수월봉 지질트레일', '수월봉', '차귀도', '당산봉(당오름,차귀오름)', '순례자의교회', '엉알해안산책로', '차귀도요트', '엉알해안', '생이기정', '제주올레 12코스', '절부암', '자구내포구', '당오름(한경면)', '성김대건신부표착기념관', '천주교 순례길 - 김대건길', '차귀도유람선', '제주고산리유적', '용수항', '노을해안1014', '알제이']","['아찌국밥', '만덕식당', '차귀도놀빛바다', '차귀놀', '제주본초협동조합', '수월봉 가마솥순대국', '안녕구움', '에피소드', '제주돔베막국수']","['노을과원담', '단빌리지게스트하우스', '뿌리게스트하우스']"
