,이름,purpose1,purpose2,purpose3,popularity,co2,loc1,loc2,주변관광지,주변음식점,주변숙박
0,성산일출봉(UNESCO 세계자연유산),0.7715646561448009,0.682662084259712,0.948563275370442,0.6925642601120781,7.606409026090909,15,13,"['성산일출봉(UNESCO 세계자연유산)', '광치기해변', '우도잠수함(제주씨월드)', '제주올레 1코스', '성산항', '성산 유채꽃재배단지', '오조포구', '성산포항', '쇠와꽃 승마장', '취다선리조트', '성산~세화 해안도로', '아일랜드에프', '터진목 & 성산면 4·3희생자 위령비', '성산초등학교 서청특별중대 주둔지']","['맛나식당', '성산회관', '경미네집(경미휴게소)', '바다의집', '그리운바다성산포', '복자씨연탄구이', '제주뚝배기', '성산해오름식당', '한성식당', '만조이천쌀밥', '일출봉쑥빵보리빵', '성산진미식당', '파리바게뜨 성산일출봉점', '돌섬', '코코마마', '오조해녀의 집', '돌하르방 뚝배기', '카페코지', '등경돌식당', '파파야 수제버거', '성산흑돼지두루치기', '둥지식당', '어머니닭집', '남양수산', '인더오조', '해뜰', '고가네', '백기해녀의 집', '성산 고등어쌈밥 김치찜', '어멍횟집', '문화통닭', '청운식당', '장승포식당', '선미식당', '착한마녀김밥', '새벽숯불가든', '복댕이', '호랑이해장국', '일출왕뚝배기', '해마루', '망고홀릭 성산일출봉점', '일탈흑돼지', '꽃담팥집카페', '해월향', '윌라라', '탐라흑돼지', '해뜨는식당', '짱아저씨', '모퉁이스낵', '망고봉봉', '삼수정', '성산일출봉 해송갈치전문점', '성산해녀짬뽕', '카페더라이트', '샤오츠']","['아름다운리조트', '플레이스 캠프 제주', '골든튤립 제주 성산호텔', '봄그리고가을호텔&리조트', '더포그레이스호텔앤리조트', '더클라우드호텔', '코델리아리조트', '성산우리집 펜션', '미도모텔', '1915 지오하우스', '보물섬', '썬레이크빌제주', '블루마운틴호텔', '쏠레 민박', '성산아침노을펜션', '브리즈베이호텔', '볕들이펜션', '푸르미르 펜션', '코시롱게스트하우스', '펠리스타운', '토마토하우스', '도시락게스트하우스', '오조리비앤비(Ojoribnb)', '해돋는마을', '호텔아로하', '일출썬 펜션', '핫플게스트하우스', '히든스테이']"
1,사려니숲길,0.3768594231669541,0.3258647530413921,0.3454208418699372,0.6931471805599453,4.831688882772544,1,0,"['사려니숲길', '제주돌문화공원', '노루생태관찰원', '샤이니숲길', '물찻오름', '개오리오름', '지그리오름']",[],[]
2,카멜리아힐,0.374966190165721,0.5688428673089742,0.3912099365743312,0.6890595836276285,3.68769097625,8,4,"['카멜리아힐', '아라고나이트 온천(디아넥스호텔)', '방주교회', '헬로키티아일랜드', '본태박물관', '귤밭76번지', '세계자동차 & 피아노박물관', '제주유리박물관', '피규어뮤지엄 제주', '뽀로로&타요 테마파크 제주', '대유ATV수렵사격랜드', '골프탕탕', '서광리 곶자왈생태탐방로', '큰넓궤', '소병악 (족은오름)', '무등이왓터', '한라의향기', '무민랜드']","['아뜰리에 제주명월', '숨비나리카페', '창천삼거리식당', '숨비나리', '헬로키티아일랜드카페', '춘심이네 본점', '바램목장&카페']","['디아넥스 호텔', '중문훼미리리조트', '서귀포호텔 카라반', '레이크힐스 제주 리조트', '테디밸리호텔', '중문햇빛펜션', '쉴띠펜션&게스트하우스']"
3,협재해수욕장,0.7409637858968999,0.4887541022640325,0.494227556691773,0.6896445500087434,1.639160513065761,5,4,"['협재해수욕장', '한림공원', '금능해수욕장', '비양도', '월령선인장군락지', '협재굴(한림공원)', '금능석물원', '쌍용굴(한림공원)', '한라산소주공장', '황금굴(한림공원)', '제주올레 14코스', '명월팽나무군락', '명월성지', '봉쥬르봉봉', '비양도등대', '협재포구', '기독교순례길 2코스(순교의길)', '바릇스파', '월령포구', '배령연대', '옹포포구', '옹포천', '썬플라워의원']","['명랑스낵', '피어22', '협재해녀의집', '앤트러사이트', '수우동', '명월국민학교', '독개물항', '키친오즈', '우무(umu)', '제갈양', '돌하르방식당', '카페쉼표', '한치앞도모를바다', '야자수 식당', '면뽑는선생 만두빚는아내', '도나토스', '성아시', '흑돼지촌', '삼일식당', '비올레제주', '호돌이식당', '카페헤밍웨이', '하몽인제주', '문쏘', '더꽃돈', '월령203', '알라스카인제주 협재점', '보말이야기', '비양도 올레카페', '옹포별장가든', '이익새양과점', '돼지굽는정원', '홍돈깡통연탄구이', '어애랑', '제주틈', '재게재게옵서 카페', 'And유Café', '협재삼춘네횟집', '블루밍제이', '봉끄랑횟집']","['inn jeju 인제주 게스트하우스', '객의하우스', '블루하와이리조트', '하늘고래', '나무처럼 게스트하우스', '라온호텔앤리조트', '달달하우스', '쫄깃센터', '민박바당집', '제주스웨덴리조트펜션', '제주해조대펜션', '민박하얀집', '카이리조트', '해바라기', '코코스펜션', '협재해오름펜션', '이쁜새이쁘게노래하고펜션', '오시록헌펜션', '알로하민박', '단추스테이', '라파로마휴양펜션', '안트레 펜션', '에너벨리민박', '민준채', '거드락지민박', '쉼게스트하우스', 'For 安(포안)', '민박집섶낭', '제주마로펜션', '우연히 행복해지다', '초록하우스', '해피데이 민박', '해피데이', '소낭재', '마레카펜션']"
4,월정리해변,0.6259394738037888,0.4774492261353696,0.4016144357632209,0.6878886233064783,1.639160513065761,16,13,"['만장굴', '월정리해변', '월정리 카약체험장', '해맞이해안로', '타보카 월정리투명카약', '제주올레 20코스', '월정리해안도로', '행원육상양식단지', '진빌레 밭담길', '한동환해장성', '공방:하루_반']","['구좌상회', '슬슬슬로우', '민경이네어등포해녀촌', '카페콧수염', '월정리에서브런치', '월정리갈비밥', '제주이야기', '모래비카페', '월정리로와', '우드스탁', '머문카페', '소곱에', '바당지기', '그초록', '떡하니', '월리월리', '타코마씸', '배롱개', '수카사', '이찌마루', '방긋스낵', '너는파라다이스길리', '봉쉡망고', '만월당', '월정해녀식당', '토끼문', '월정리LOWA']","['소풍(월정리)', '동박생이', '여울목게스트하우스(월정리)', '뒹글하우스', '소낭게스트하우스', '비오하우스', '달콤한아침', '월정에비뉴', '월정소랑', '월정플레이스', '제주올레하우스팬션', '오션스카이', '바람돌이하우스', '달빛고운펜션', '한모살', '이찌마루&잠비', '포비네오두막게스트하우스']"
5,함덕해수욕장,0.706769235934899,0.4205510219110432,0.4573559833544287,0.6884742748605529,9.37718565818182,1,0,"['함덕해수욕장', '너븐숭이 4.3기념관', '북촌돌하르방미술관', '조천함덕해안도로', '제주카약', '함덕카페거리', '연북정', '제주항일기념관', '함덕백사장 & 서우봉', '함덕야영장', '조천만세동산', '조함해안도로', '다려도', '로로 요가', '조천비석거리', '북촌포구', '단산과 방사탑', '팀케이', '북촌국민학교', '함덕잠수함(이고제주)', '북촌환해장성', '제주잠수함(국제리더스클럽)', '정주항', '북촌리 4.3길', '김택화미술관', '조천중학원 옛터']","['델문도', '북촌에가면', '잠녀해녀촌', '곱들락', '땅꼬분식 뷔페', '다래향', '숨어있는집', '오드랑베이커리', '망고레이 함덕점', '함덕밀면', '깡촌흑돼지', '피시야 카페', '햇살가득돌담집', '정순화손두부', '방모루', '바다어사또', '어멍', '준반점', '어머니몸국', '아따블르', '바캉스샤브샤브', '대성아귀찜', '달마야해물탕', '함덕카페h', '창흥식당', '서우봉가든', '함덕찜', '블랙포엠', '저팔계깡통연탄구이', '달사막', '호끌락다락', '하누가물애', '카페3535.1', '보노리미니', '달그락식탁', '함덕쉼팡', '그때그집 함덕', '함덕마당', '함덕해물라면오빠네', '회춘', '해녀김밥 본점', '두툼한고기돈돼지', '순옥이네명가 함덕점', '무거버거', '훈남횟집', '황제궁', '아라파파 북촌점', '백리향', '다니쉬']","['대명리조트 제주', '야호비치하우스', '라마다 제주 함덕 호텔', '선샤인호텔', '우리희망이 게스트하우스', '함덕삼다펜션', '북촌플레이스', '제주코기네', '조천스테이', '로즈비치', '유탑유블레스호텔', '아프리카게스트하우스', '꿈꾸는정원', '게으르게', '오션그랜드호텔 (함덕)', '마빈', '제주필하우스', '신흥소시민', '아침해변', '로지게스트하우스', '아이미 제주비치 호텔']"
6,산굼부리,0.6274486073308281,0.509631504365761,0.5712685808951127,0.6826022673833303,6.074776461454545,1,0,"['산굼부리', '렛츠런팜제주', '제주센트럴파크', '삼다수숲길 지질트레일', '교래자연휴양림', '샤이니숲길', '제주에코승마장(구.제주승마장)', '갓전시관[갓전수교육관]', '렛츠런팜 양귀비꽃', '바늘오름', '제주오름승마랜드', '토종닭유통특구교래삼다수마을', '까끄래기오름', '제주베스트힐']","['교래손칼국수', '2093하우스', '더로맨틱', '교래흑돼지', '성미가든', '손맛촌', '안다미로', '토계정', '금보가든', '카페스노우빈', '라포레사려니', '카페갤러리', '앙뚜아네트 삼다수마을점', '돌카롱 사려니숲길점', '산굼부리카페']","['제주베스트힐 펜션&글램핑', '더갤러리펜션']"
7,새별오름,0.8596031730298694,0.4403191599271453,0.5873865155642897,0.6902291744042311,4.831688882772544,3,0,"['새별오름', '제주빅볼랜드', '9.81 파크', '그리스신화박물관 / 트릭아이미술관', '큰바리메오름', '에버리스 골프리조트', '가메오름', '새별헤이요목장']","['새빌', '라운지엑스 애월점']",['타미우스골프앤빌리지']
8,오설록티뮤지엄,0.365641122585593,0.8237103191701833,0.4705887470789064,0.681423716863886,17.412188585250888,8,4,"['오설록티뮤지엄', '제주유리의성', '신화테마파크', '제주항공우주박물관', '노리매공원', '이니스프리제주하우스', '청수곶자왈', '신화워터파크', '제주올레 14-1코스', '그대, 나의 뮤즈 : 클림트 to 마티스', '서광승마장', '액트(AC.lll.T) 볼링장', '제주신화전설탐방로', '오페라 옴니아 : 라파엘로展']","['濟州膳제주선', '르 쉬느아 (Le Chinois)', '스카이 온 파이브 다이닝', '랜딩 다이닝(Landing dining)', '제주그림카페', '허파곶자왈화덕피자', '뉴저지카페', '명리동식당', '도희네칼국수', '탐라반상', '꼬꼬닭한마리', '엠 라운지 M Lounge', '디 아일렛 라운지', '랜딩 라운지', '카페 베트로(CAFÉ VETRO)', '성화정', '별난카페', '더 코브', '박장군', '제주선 더블랙', '토향', '신화테라스', '바온탑', '번개피자', 'S BAR', '제주신화월드 F&B', '신화돌담집', '제주신화월드 윤경양식당', '풀베개', '제주오일장반점 제주신화월드점', '미드나잇 제주', '리치망고 신화월드점', '벨라지다', '고래라면 신화역사점', '서유기마라탕']","['랜딩관 제주신화월드 호텔앤리조트', '서머셋 제주신화월드 호텔앤리조트', '메리어트관 제주신화월드 호텔앤리조트', '제주항공우주호텔', '신화관 제주신화월드 호텔 앤 리조트', '에덴통나무빌리지']"
9,한라산국립공원,0.5365156632362135,0.6408057810306442,0.6620049700921042,0.6873026285636622,16.413972332999997,2,0,"['한라산국립공원', '백록담', '사라오름', '수악 (물오름)', '삼각봉', '제주미래교육연구원 과학탐구체험장']",[],[]
10,에코랜드 테마파크,0.5114568104063194,0.7310550115391969,0.5239210725417253,0.6849552096453572,17.412188585250888,1,0,"['에코랜드 테마파크', '제주센트럴파크', '교래자연휴양림', '파파빌레', '갓전시관[갓전수교육관]', '바늘오름', '지그리오름 (큰지그리)', '세미오름(샘이오름)', '샘이오름', '한화리조트 테라피센터']","['낭뜰에쉼팡', '교래손칼국수', '성미가든', '안다미로', '라포레사려니', '앙뚜아네트 삼다수마을점', '야원']","['한화리조트 제주', '길섶나그네펜션']"
11,용눈이오름,0.7338968506110005,0.6038056766957357,0.7351756291876236,0.6796532826451731,4.831688882772544,16,13,"['용눈이오름', '제주레일바이크', '다랑쉬오름(월랑봉)', '아끈다랑쉬', '다랑쉬굴', '손지오름', '동거문이오름', '다랑쉬마을', '궁대오름(궁대악)']",[],['이야기별방']
12,비자림,0.5888937532074842,0.7084264068765469,0.4962720991248356,0.6919809996697628,4.532504911181818,16,13,"['비자림', '메이즈랜드', '다랑쉬오름(월랑봉)', '아끈다랑쉬', '알진오름(안친오름)', '둔지봉', '다랑쉬마을', '질그랭이센터', '세화항']","['송당나무', '카페비몽', '비자림국수집', '놀놀카페', '친절한비자씨']","['돌집조앤정', '밧돌 게스트하우스', '핸즈인제주', '비자낭달집']"
13,천지연폭포,0.5795772811874218,0.6215430078397552,0.9023748364216668,0.6908134572137252,7.058098555300001,11,9,"['천지연폭포', '정방폭포', '황우지해안', '외돌개', '이중섭거리', '새연교', '서귀포잠수함(대국해저관광)', '제주올레 7코스', '서귀포칠십리시공원', '서귀포예술의전당', '이중섭미술관', '걸매생태공원', '새섬', '소정방폭포', '자구리공원', '서귀포항', '문섬(서귀포해양도립공원)', '서복전시관', '세계조가비박물관', '황우지해안 열두굴', '이중섭거주지', '서귀포시립기당미술관', '석부작박물관', '올레여행자센터', '간세공방', '서귀포층패류화석산지', '왈종미술관', '걸매예술마을', '삼매봉', '돔베낭길', '돔베낭골', '소암현중화기념관', '소라의성', '거믄여해안경승지', '소남머리', '정모시쉼터', '서귀포 하영올레', '천주교 순례길 - 하논성당길', '보롬이(하논, 화구구)', '천지연기정길', '백년초농장박물관', '서귀포의료원', '문화빳데리 충전소', '하논마르', '솔동산8경']","['서귀포네거리식당', '덕성원', '전원일기', '기억나는집', '쌍둥이횟집본점', '안거리밖거리', '비포크비스트로', '뽈살집', '오는정김밥', '제주흑돈세상수라간', '88버거', '올레수산회센터', '맛있는집', '제주올레횟집', '서귀포바당물회', '모루쿠다', '천지연해물전복뚝배기', '소녀방앗간', '유동커피', '한라네 김밥', '제리스펍', '이어도전복해물전문점', '제주명가두루치기', '자리돔횟집', '나원회포차', '아싸횟집', '황금어장', '포트그릴 스테이크하우스', '소반', '서귀포흑돈', '파시랑', '몬스테라 자구리']","['서귀포KAL호텔', '나날 게스트하우스', '파크 선샤인 제주', '범섬풍경', '백패커스홈', '서귀포푸른바다', '미도호스텔', '화인호텔', '제주 오션팰리스 호텔', '제주하이킹 INN(구덕게스트하우스)', '데이즈호텔 제주서귀포오션', '올레스테이', '엠스테이호텔', '바다해호텔', '제주나인 부띠끄', '라벤다호텔', '바닷가하얀집', '굿데이 펜션', '한라궁']"
14,세화해변,0.6311822383189073,0.489482754986719,0.5049706811830015,0.6713495575895785,1.639160513065761,16,13,"['세화해변', '해녀박물관', '표선세화해안도로', '별방진', '평대리해변', '제주올레 21코스', '세화해안도로', '감수굴 밭담길', '맬튼개 갯담', '평대해변', '이로이로공방', '평대리불턱', '굴동포구', '세화소품관']","['명진전복', '벵디', '카페공작소', '평대성게국수', '카페마니', '톰톰카레', '연미정', '지붕위제주바다', '평대스낵', '평대랑 그네랑', '바당봉봉', '얌얌돈까스', '카페리(CAFERI)', '대수길다방', '레이식당', '나나이로 아코제주', '미엘드세화', '허벅식당', '말이', 'Jeju in aA카페', '부엌인세화', '텍시아', '에릭스에스프레소 카페', '벨롱', '소라횟집', '아일랜드조르바', '세러데이아일랜드', '석다원', '다래향2호점', '춘희', '아톰스낵', '요요무문', '종이비행기', '비자블라썸', '쇼디치카페', '맛좋은디', '풍미독서', '알마니', '청파식당횟집', '제주한잔, 세화', '세평맛집', '도도톳김밥', '카페한라산', '다래향 세화점', '카페 라라라', '르토아 베이스먼트', '카페록록']","['제주도푸른바다', '제주도푸른산푸른바다', 'Oh! 세화! (오세화게스트하우스)', '게으른소나기', '이디하우스n카페', '구름밭하우스', '다락마마', '하도리보통날', '드헤브펜션', '오름게스트하우스', '하도하도 3200', '아쿠아뷰티크', '두베하우스', '세화맨션', '미쓰홍당무하우스', '탐탐56', '와락 게스트하우스', '다올제민박', '배목수집', '세화리움', '제주의시간은느리다', '하늘을달리다', '감비나무', '여래게스트하우스', '레프트핸더 게스트하우스', '비비엔다', '몬딱게스트하우스', '바우하우스', '하도하도1929', '언니게스트하우스', '자넷앤캐시', '피디스테이션', '벼리게스트하우스']"
15,광치기해변,0.672534978830727,0.4572019877739695,0.5092583193293907,0.6689643447712045,1.216786385,15,13,"['성산일출봉(UNESCO 세계자연유산)', '섭지코지', '아쿠아플라넷 제주', '광치기해변', '우도잠수함(제주씨월드)', '제주커피박물관 바움 Baum', '제주올레 1코스', '신양섭지해수욕장', '성산항', '유민미술관', '지포뮤지엄', '성산 유채꽃재배단지', '오조포구', '성산포항', '쇠와꽃 승마장', '제주쥬티클럽', '붉은오름(성산읍)', '취다선리조트', '대수산봉(큰물뫼,물미오름)', '신양해안도로', '성산~세화 해안도로', '아일랜드에프', '협자연대', '소수산봉(족은물뫼)', '휘닉스 르쏠레이테라피', '터진목 & 성산면 4·3희생자 위령비', '올레캠프 본점 알파캠프', '신양포구', '성산초등학교 서청특별중대 주둔지']","['섭지코지 해녀밥상', '맛나식당', '성산회관', '경미네집(경미휴게소)', '바다의집', '그리운바다성산포', '복자씨연탄구이', '제주뚝배기', '성산해오름식당', '한성식당', '만조이천쌀밥', '섭지해녀의집', '일출봉쑥빵보리빵', '산포식당', '성산진미식당', '파리바게뜨 성산일출봉점', '돌섬', '코코마마', '오조해녀의 집', '돌하르방 뚝배기', '카페코지', '등경돌식당', '파파야 수제버거', '성산흑돼지두루치기', '둥지식당', '마돈', '어머니닭집', '남양수산', '인더오조', '커피먹는 고냉이', '해뜰', '고가네', '백기해녀의 집', '성산 고등어쌈밥 김치찜', '어멍횟집', '문화통닭', '청운식당', '장승포식당', '선미식당', '방듸', '착한마녀김밥', '새벽숯불가든', '복댕이', '호랑이해장국', '일출왕뚝배기', '해마루']","['휘닉스 제주 섭지코지', '아름다운리조트', '플레이스 캠프 제주', '골든튤립 제주 성산호텔', '봄그리고가을호텔&리조트', '더포그레이스호텔앤리조트', '더클라우드호텔', '코델리아리조트', '성산우리집 펜션', '미도모텔', '1915 지오하우스', '노낭게스트하우스', '보물섬', '썬레이크빌제주', '블루마운틴호텔', '쏠레 민박', '라메종베니in제주', '성산아침노을펜션', '에바다라이더하우스.공방', '브리즈베이호텔', '볕들이펜션', '푸르미르 펜션', '코시롱게스트하우스']"
16,김녕해수욕장,0.7577530396070722,0.526810968450445,0.5716132377886765,0.6808339203265884,0.1354669344545454,16,13,"['김녕해수욕장', '제주김녕미로공원', '월정리 카약체험장', '김녕요트투어', '김녕 지질트레일', '김녕금속공예벽화마을', '김녕해수욕장야영장', '타보카 월정리투명카약', '김녕해안도로', '해녀의 태왁', '김녕 청굴물', '금룡사 템플스테이', '구좌해안로', '진빌레 밭담길', '입산봉(삿갓오름)', '금룡사', '김녕항', '묘산봉 (괴살메)']","['구좌상회', '쪼끌락', '김녕제주흑돼지정육점식당', '머문카페', '브릭스 제주', '돌코롬허니', '우리두리식당', '너는파라다이스길리', '봉쉡망고']","['소풍(월정리)', '해일월', '사랑이꽃피는민박', '김녕몽생이', '제주돌집2호점 (스코리아)', '김녕한옥 용암정원', '제주밭담숲', '기분좋은 민박', '소낭게스트하우스', '안녕김녕sea', '월정플레이스']"
17,아쿠아플라넷 제주,0.2750275764486364,0.639247520637277,0.4217705358778341,0.6784712494106181,17.412188585250888,15,13,"['섭지코지', '아쿠아플라넷 제주', '광치기해변', '제주커피박물관 바움 Baum', '신양섭지해수욕장', '유민미술관', '지포뮤지엄', '성산 유채꽃재배단지', '제주올레 2코스', '쇠와꽃 승마장', '제주쥬티클럽', '붉은오름(성산읍)', '대수산봉(큰물뫼,물미오름)', '신양해안도로', '협자연대', '온평리 환해장성', '소수산봉(족은물뫼)', '휘닉스 르쏠레이테라피', '터진목 & 성산면 4·3희생자 위령비', '올레캠프 본점 알파캠프', '신양포구', '빛의 벙커']","['가시아방', '섭지코지 해녀밥상', '맛나식당', '섭지해녀의집', '산포식당', '마돈', '어머니닭집', '남양수산', '커피먹는 고냉이', '백기해녀의 집', '성산 고등어쌈밥 김치찜', '어멍횟집', '문화통닭', '장승포식당', '방듸', '착한마녀김밥', '복댕이', '해마루', '달리맨', '해월향', '삼수정', '서귀피안베이커리', '섭지코지화덕피자', '더비치하우스', '해왓', '성산 어멍횟집', '꽃가람', '보룡제과', '성산 호랑호랑', '도렐', '스피닝울프']","['휘닉스 제주 섭지코지', '플레이스 캠프 제주', '골든튤립 제주 성산호텔', '오션스퀘어', '노낭게스트하우스', '라메종베니in제주', '에바다라이더하우스.공방', '브라운 스위트 제주 호텔 & 리조트', '빌라배알로', '뱅디가름게스트하우스']"
18,송악산,0.7201069776079314,0.5686614903669506,0.7644145166483981,0.6641767832628318,1.639160513065761,7,4,"['송악산', '알뜨르비행장', '사계해변', '제주올레 10코스', '송악산 진지동굴', '섯알오름', '하모씨워킹', '형제섬', '사계해안도로', '형제해안도로', '송악카트체험장', '백조일손지묘(백조일손지지)', '발자국화석공원', '안덕면 사계어촌계', '형제해안로전망대', '동알오름', '송악힐링풋스킨']","['젠하이드어웨이', '사계바다', '헤이브라더', '제주 강남해물탕', '춘미향 식당', '송악산 엉클스 화덕 피자', '고서방해물탕', '텐피자', '진미명가식당', '용림식당', '스테이위드커피', '큰돈가 본점', '뷰스트']","['제주해안휴양펜션(제주해안펜션)', '루시드봉봉', '까사데비발디호텔', '훼밀리민박', '아올키즈펜션', '썬앤문리조트', '엄블랑펜션', '솔로 게스트하우스', '바닷가하우스펜션', '바다의향기', '알랑가게스트하우스', '강남하우스펜션', '몬떼뷰 스테이']"
19,쇠소깍,0.55613170519176,0.4868390879045118,0.7935658340063887,0.6867162902296549,4.4755842147,11,9,"['쇠소깍', '감귤박물관', '소천지', '쇠소깍해변', '쇠소깍제트', '서귀포 다이브센터', '제지기오름', '게우지코지', '공천포', '신효베스트마을', '보목포구', '신효 생활개선회', '공천포구', '월라봉(효돈)', '월라사', '감귤박물관 월라봉 산책로 - 생이소리길', '율랜드 다이브센터']","['어진이네횟집', '테라로사', '국수의전설', '하효살롱', '보목해녀의집', '쇠소깍모꼬지', '다육이풍경', '제주다음', '공천포식당', '또또시', '쇠소깍오메기식당', '넘버 138', '카페숑', '하효소머리국밥', '베지그랑', '성광식당', '아서원', '네이쳐캔바스', '팜알로하', '유나카페', '어진이네 횟집', '게우지코지 카페', '차이나마씸']","['제주펜션향림원', '볼몽지엥하우스', '서귀포통나무집', '제주잔잔', '쇠소깍올레민박', '하늘정원펜션', '더블루제주', '쇠소깍섬도리왓펜션', '성게돌 펜션']"
20,제주4.3평화공원,0.2005570681752357,0.2864447823939072,0.489669333368148,0.6653758241738729,23.250042445454547,2,0,"['제주절물자연휴양림', '아침미소목장', '제주4.3평화공원', '마방목지', '장생의 숲길', '1112도로', '절물오름(큰대나)', '어린이교통공원', '거친오름', '참살이마을 명도암 농어촌체험마을', '지그리오름 (큰지그리)', '제주힐CC', '안세미 (명도오름,明道岳)', '한화리조트 테라피센터']","['맥파이 브루어리', '생이소리', '오르미', '정봉자커피 봉개점', '효섬마을초가집', '절물자연휴양림휴게소']","['한화리조트 제주', '라헨느리조트']"
21,마라도(마라해양도립공원),0.5417506137207131,0.4895621123868474,0.837089830159133,0.6659748059228385,1.639160513065761,7,4,"['마라도(마라해양도립공원)', '마라도성당', '마라도등대', '대한민국최남단기념비/ 마라도 기념비', '마라도기원정사', '가파초등학교 마라분교장', '마라도관광쉼터']","['원조마라도짜장면', '철가방을든해녀', '해녀3대할망네', '마라도해녀촌짜장', '마라도별장식당', '심봉사눈뜬톳해물짜장짬뽕', '서바당횟집', '환상의짜장']","['마라도게스트하우스', '마라도별장', '환상의민박', '팔도민박']"
22,애월해안도로,0.6262643719046019,0.4326873708374064,0.3803068240346101,0.6647764834307297,0.5728437187159091,3,0,"['애월해안도로', '구엄리돌염전', '제주올레 16코스', 'SM 디지털아트 뮤지엄', '물메(물미, 수산봉)', '고내리포구', '구엄포구', '수산저수지', '고내리 다락쉼터', '남두연대', '제주불교성지 순례길 절로 가는길 - 보시의 길', '신엄포구', '육시우영']","['리치망고', '요리하는 목수', '전설의마녀', '노라바', '달자카페', '제주와이너리', '라스또르따스', '까미노', '고내촌한정식', '남또리', '광평도새기촌 본점', '오르다키친', '카페소금', '달에', '귤따고 레드향갈고', '홍요깃거리카페', '잇칸시타', '쿡이야', '사이카레', '지상에 별두개', '면사무소', '노리터스낵', '종이시계 카페', '꽃향유', '제주광해 애월', '제주크랩잭', '해성도뚜리', '애월 우니담', '돈파스타정원', '썸의시작', '큐티파이 카페', '제주와함께라면']","['마레보 리조트', '제주리조트', '나비스호텔', '수앤수가족호텔', '흰수염고래리조트', '다인오세아노 호텔', '유니호텔제주', '베니키아호텔제주', '다인리조트', '제주 리치호텔', '스테이달하', '제주란펜션', '몽마르뜨펜션', '제주시드니호텔', '씨스테이호텔', '혼디', '천상의노을', '하쿠나마타타게스트하우스', '또오크라', '슬로우리제주 민박', '달자펜션', '물메랑', '제주비치펜션', '파더하우스', '캐빈타운', '동양콘도', '산토리니 펜션', '오비두스', '애월해안누리펜션(구 하얀둥지펜션)', 'CS빌리지', '바다풍경펜션', '엠버하우스', '인더 하우스', '아마빌레', '잇츠힐', '해아래펜션', '김군아미고게스트하우스', '소풍이야기 펜션', '시땅', '엔젤하우스', '바다와자전거', '해변여행', '오크하우스', '하늘만큼땅만큼', '올레리조트', '코쿤호텔']"
23,곽지해수욕장,0.5081157976280584,0.3788397438734258,0.5577575398509852,0.6790624406782062,1.639160513065761,3,0,"['애월한담해안산책로', '곽지해수욕장', '한담해변', '선운정사', '제주올레 15-A코스', '애월 한담 카약', '(주)제주해양레저 투명카약', '보통청춘기록실 청춘사진관', '해피맘하우스', '곽지해수욕장야영장', '제주기독교순례길', '문서프', '애월 하물', '애월환해장성', '핸즈웍스', '곽지패총', '기독교순례길 1코스(순종의길)', '갑자기 히어로즈 벽화길', '애월연대', '귀덕연대', '라신동', '중엄리새물', '금성포구', '애월스쿠버다이빙스쿨']","['봄날카페', '몽상드애월(몽상)', '애월더선셋', '붉은제주', '카페콜라', '지금이순간', '호박다방', 'ROAD129(로드129)', '숙이네보리빵', '은혜전복', '카페태희', '곽지식당', '파리바게트 애월', '몬스터살롱', '카페하물', '탐라면', '인디언키친', '카페 소바니', '애월리안', '마레벤또', '백번가든', '수타명가', '미인계 카페', '곽지BAR다', '하우스레서피', '매기의 추억', '반딧불한담', '메리앤폴', '로맨틱하드보일드', '안트레', '맛있는 여가생활', '귀덕간식', '애월 고깃간', '돌카롱 애월점', '보말보말', '애월빵공장앤카페', '애월그때그집 본점', '피즈', '애월은혜전복', '심바카레', '제레미', '인디안썸머애월', '썬셋클리프', '임순이네', '장인의집', '레이지펌프']","['위더스펜션', '해변산책펜션', '애월포구풍경', '제주가온29', '조이랜드펜션', '마눌펜션', '탱자탱자게스트하우스', '허브인휴양펜션', '에코그린리조트', '발로바쉬', '오누게스트하우스', '모물펜션', '제주토비스콘도', '한담풍경하우스', '오후여섯시펜션', '콤포스텔라 별들의들판']"
